Name,LevelUpUnlock,UnlockedByMission,Item,Ingredient,IngredientCount,IngredientsAdditional,DiamondCost,CraftTimeHours,CraftTimeMinutes,CraftTimeSeconds,LootDisabled,DiamondsOnly,TreasureBoxLoot,DropSound,LootResource,LootExportName
,,,Biker Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,Reinforced Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Cordura Gloves,,,Cordura Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Bodyguard's Armored Gloves,TRUE,TRUE,Kevlar Gloves,,,,,,,3,,TRUE,,,graphics/loot/loot_drops.swf,blueprint
,,,Bodyguard's Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,Hardened Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Needleproof Gloves,,,Needleproof Gloves,,,,,,,3,,,TRUE,,graphics/loot/loot_drops.swf,blueprint
Plans: Syndicate Gloves,,,Syndicate Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Heavy Silk Gloves,,,Heavy Silk Gloves,,,,,,,3,,,TRUE,,graphics/loot/loot_drops.swf,blueprint
Plans: Bodybuilder Gloves,,,Bodybuilder Gloves,,,,,,,3,,,TRUE,,graphics/loot/loot_drops.swf,blueprint
Plans: Tough Guy Gloves,,,Tough Guy Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Armored Gloves,,,Armored Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Melee Gloves,,,Melee Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Hands of Stone,,,Hands of Stone,Dragon Scales,30,TRUE,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Bot Master Boots,,,Bot Master Boots,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Bot Trampling Boots,,,Bot Trampling Boots,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Nano Glass Goggles,,,Nano Glass Goggles,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Fire-tempered Belt,,,Fire-tempered Belt,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Fire-forged Belt,,,Fire-forged Belt,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Spidersilk-Stiched Pants,,,Spidersilk-Stiched Pants,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Poison-enlaced Pants,,,Poison-enlaced Pants,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Cyber-enhanced Pants,,,Cyber-enhanced Pants,Cyber Chips,14,TRUE,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Pneumatic Pants,,,Pneumatic Pants,Cyber Chips,14,TRUE,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,,,,,,,3,,,,,,
Plans: Cyber-wired Jacket,,,Cyber-wired Jacket,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Bot-plated Jacket,,,Bot-plated Jacket,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Radiation Jacket,,,Radiation Jacket,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Bot-Wrangling Jacket,,,Bot-Wrangling Jacket,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Queen's Sparkling Belt,,,Queen's Sparkling Belt,Dragon Scales,30,TRUE,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Queen's Whipper,,,Queen's Whipper,Dragon Scales,30,TRUE,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Riot Jacket,,,Riot Jacket,Riot Plates,15,TRUE,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Riot Leathers,,,Riot Leathers,Riot Plates,15,TRUE,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Plated Cowboy Hat,,,Plated Cowboy Hat,Riot Plates,10,TRUE,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Riot Face,,,Riot Face,Riot Plates,10,TRUE,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,,,,,,,3,,,,,,
Plans: Anarchy Leggings,,,Anarchy Leggings,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Anarchy Jeans,,,Anarchy Jeans,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: IR Camouflage,,,IR Camouflage,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: The Heat Sink,,,The Heat Sink,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Lava-tempered Helmet,,,Lava-tempered Helmet,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Lava-forged Helmet,,,Lava-forged Helmet,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Lava Walkers,,,Lava Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Lava Waders,,,Lava Waders,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Pest Squishers,,,Pest Squishers,Cyber Chips,9,TRUE,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Mite Stompers,,,Mite Stompers,Cyber Chips,9,TRUE,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Rubber Soles,,,Rubber Soles,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Crudkickers,,,Crudkickers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Black Lab Gloves,,,Black Lab Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Entry Gloves,,,Entry Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Sheepskin Gloves,,,Sheepskin Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Cowhide Gloves,,,Cowhide Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Woven Belt,,,Woven Belt,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Punk Belt,,,Punk Belt,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Pirate Vis-arrrrrrh!,,,Pirate Vis-arrrrrrh!,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Botmask Helmet,,,Botmask Helmet,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Gasbooster Helmet,,,Gasbooster Helmet,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Pilot Helmet,,,Pilot Helmet,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Predator Helmet,,,Predator Helmet,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Master's Scarf,,,Master's Scarf,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Sloth,,,Sloth,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Greed,,,Greed,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Edward,,,Edward,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Alphonse,,,Alphonse,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Tech-enhanced Pants,,,Tech-enhanced Pants,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Compressed Pants,,,Compressed Pants,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Flux Capacitors,,,Flux Capacitors,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Zombie Scarf,,,Zombie Scarf,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Science Cowboyhat of Brains,,,Science Cowboyhat of Brains,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Science Cowboycap of Brains,,,Science Cowboycap of Brains,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Gangsta's Scarf,,,Gangsta's Scarf,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Great Sash,,,Great Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans. Cool Sash,,,Cool Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans. Good Sash,,,Good Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Outstanding Sash,,,Outstanding Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Superfine Sash,,,Superfine Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Excellent Sash,,,Excellent Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Fine Sash,,,Fine Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Credible Sash,,,Credible Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Street Wise Sash,,,Street Wise Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Marvelous Sash,,,Marvelous Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Awesome Sash,,,Awesome Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Greater Sash,,,Greater Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Worthy Sash,,,Worthy Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Boosted Sash,,,Boosted Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Acute Sash,,,Acute Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Genuine Sash,,,Genuine Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Special Sash,,,Special Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Elegant Sash,,,Elegant Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Singular Sash,,,Singular Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Exquisite Sash,,,Exquisite Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: High Power Sash,,,High Power Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Credible Shades,,,Credible Shades,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Street Wise Shades,,,Street Wise Shades,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Worthy Shades,,,Worthy Shades,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Boosted Shades,,,Boosted Shades,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Hunting Shades,,,Hunting Shades,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Superfine Visors,,,Superfine Visors,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Excellent Visors,,,Excellent Visors,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Cool Visors,,,Cool Visors,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Good Visors,,,Good Visors,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Fine Visors,,,Fine Visors,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Credible Visors,,,Credible Visors,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Marvelous Visors,,,Marvelous Visors,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Awesome Visors,,,Awesome Visors,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Greater Visors,,,Greater Visors,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Street Wise Visors,,,Street Wise Visors,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Worthy Visors,,,Worthy Visors,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Boosted Visors,,,Boosted Visors,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Acute Visors,,,Acute Visors,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Singular Visors,,,Singular Visors,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Exquisite Visors,,,Exquisite Visors,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: High Power Visors,,,High Power Visors,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Casual Dark Gloves,,,Casual Dark Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Casual Black Gloves,,,Casual Black Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Credible Tactical Gloves,,,Credible Tactical Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Street Wise Tactical Gloves,,,Street Wise Tactical Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Worthy Tactical Gloves,,,Worthy Tactical Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Boosted Tactical Gloves,,,Boosted Tactical Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Awesome Tactical Gloves,,,Awesome Tactical Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Greater Tactical Gloves,,,Greater Tactical Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Singular Tactical Gloves,,,Singular Tactical Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Acute Tactical Gloves,,,Acute Tactical Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Genuine Tactical Gloves,,,Genuine Tactical Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Special Tactical Gloves,,,Special Tactical Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Elegant Tactical Gloves,,,Elegant Tactical Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Exquisite Tactical Gloves,,,Exquisite Tactical Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: High Power Tactical Gloves,,,High Power Tactical Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Jagged Tactical Gloves,,,Jagged Tactical Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Fine Protective Gloves,,,Fine Protective Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Credible Protective Gloves,,,Credible Protective Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Street Wise Protective Gloves,,,Street Wise Protective Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Worthy Protective Gloves,,,Worthy Protective Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Marvelous Protective Gloves,,,Marvelous Protective Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Awesome Protective Gloves,,,Awesome Protective Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Greater Protective Gloves,,,Greater Protective Gloves,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Good Wrap,,,Good Wrap,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Fine Wrap,,,Fine Wrap,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Credible Wrap,,,Credible Wrap,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Bandit's Bandana,,,Bandit's Bandana,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Excellent Wrap,,,Excellent Wrap,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Marvelous Wrap,,,Marvelous Wrap,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Bandit's Headscarf,,,Bandit's Headscarf,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Street Wise Wrap,,,Street Wise Wrap,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Worthy Wrap,,,Worthy Wrap,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Boosted Wrap,,,Boosted Wrap,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Trooper's Bandana,,,Trooper's Bandana,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Awesome Wrap,,,Awesome Wrap,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Greater Wrap,,,Greater Wrap,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Trooper's Headscarf,,,Trooper's Headscarf,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Acute Wrap,,,Acute Wrap,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Genuine Wrap,,,Genuine Wrap,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Special Wrap,,,Special Wrap,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Bodyguard's Bandana,,,Bodyguard's Bandana,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Singular Wrap,,,Singular Wrap,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Exquisite Wrap,,,Exquisite Wrap,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Bodyguard's Headscarf,,,Bodyguard's Headscarf,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Worthy Walkers,,,Worthy Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Boosted Walkers,,,Boosted Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Acute Walkers,,,Acute Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Genuine Walkers,,,Genuine Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Singular Walkers,,,Singular Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Exquisite Walkers,,,Exquisite Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: High Power Walkers,,,High Power Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Special Walkers,,,Special Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Elegant Walkers,,,Elegant Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Great Walkers,,,Great Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Cool Walkers,,,Cool Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Jagged Walkers,,,Jagged Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Radical Walkers,,,Radical Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: First Class Walkers,,,First Class Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Good Walkers,,,Good Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Fine Walkers,,,Fine Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Credible Walkers,,,Credible Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Street Wise Walkers,,,Street Wise Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Outstanding Walkers,,,Outstanding Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Superfine Walkers,,,Superfine Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Excellent Walkers,,,Excellent Walkers,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Key to Power Plant,,,Key to Power Plant,Fabric,200,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,Bolts,200,,,,,,,,,,,
,,,,Power Cells,1,,,,,,,,,,,
Plans: Key to Dr. Bauhoff,,,Key to Dr. Bauhoff,Fabric,200,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,Bolts,200,,,,,,,,,,,
,,,,Power Cells,1,,,,,,,,,,,
Plans: Key to 7 Deadly Sins,,,Key to Seven Deadly Sins,Fabric,200,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,Bolts,200,,,,,,,,,,,
,,,,Power Cells,1,,,,,,,,,,,
Plans: Key to Queen of Diamonds,,,Key to Queen of Diamonds,Fabric,200,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,Bolts,200,,,,,,,,,,,
,,,,Power Cells,1,,,,,,,,,,,
Plans: Key to Riot Town,,,Key to Riot Town,Fabric,200,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,Bolts,200,,,,,,,,,,,
,,,,Power Cells,1,,,,,,,,,,,
Plans: Key to the Slavemaster,,,Key to the Slavemaster,Fabric,200,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,Bolts,200,,,,,,,,,,,
,,,,Power Cells,1,,,,,,,,,,,
Plans: Key to Raider Valley,,,Key to Raider Valley,Fabric,200,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,Bolts,200,,,,,,,,,,,
,,,,Power Cells,1,,,,,,,,,,,
Plans: Key to Devourer Dragon,,,Key to Devourer Dragon,Fabric,200,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
,,,,Bolts,200,,,,,,,,,,,
,,,,Power Cells,1,,,,,,,,,,,
Plans: Nice Sash,,,Nice Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Mega Power Sash,,,Mega Power Sash,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Bebop,,,Bebop,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: M-Base,,,M-Base,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Acid Jazz,,,Acid Jazz,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Dixieland,,,Dixieland,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Hoodoo,,,Hoodoo,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Roots,,,Roots,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Fort Yuma,,,Fort Yuma,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Buddha Guard,,,Buddha Guard,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Confession Armor,,,Confession Armor,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Daath Guard,,,Daath Guard,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Bounce,,,Bounce,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Wonky,,,Wonky,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Glitch,,,Glitch,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Godfather,,,Godfather,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Steppa,,,Steppa,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Burrito,,,Burrito,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Bandido,,,Bandido,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Malkuth Sheath,,,Malkuth Sheath,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Redeemer Guard,,,Redeemer Guard,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Savior Barrier,,,Savior Barrier,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Singjay,,,Singjay,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Ragga,,,Ragga,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Sensi,,,Sensi,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Rumble Hat,,,Rumble Hat,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Drango,,,Drango,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: K12,,,K12,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: El Topo,,,El Topo,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Archangel Sheath,,,Archangel Sheath,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Avatar Barrier,,,Avatar Barrier,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Blessing Guard,,,Blessing Guard,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Frosted Electromagnetic Chronobooster,,,Chronobooster Belt,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Gastrointestinal Nuclear-powered Heliogroper,,,Heliogroper Belt,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Golfing Nuclear-powered Ensnarerazer,,,Ensnarerazer Belt,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Gyro-stabilized Aquadesk,,,Gyro-stabilized Belt,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Heavy-metal Ultrasonic Prowler-o-mat,,,Heavy-metal Ultrasonic Prowler-o-mat,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Internet-enabled Nailfile,,,Internet-enabled Nailfile,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Janitorial Multiadapter,,,Janitorial Multiadapter,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Magnetized Ensnaer,,,Magnetized Ensnaer,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
Plans: Gyroeye,,,Gyroeye,,,,,,,3,,,,,graphics/loot/loot_drops.swf,blueprint
