Name,NPCItem,PropClass,Texture,Skin,HairStyleName,Model,Mesh,ModelTexture,Gender
Dog 2,true,Skin,graphics/3d/character/animals/dog_02_texture.png,,,,,,
Robotank2,true,Skin,graphics/3d/character/labycorp_textures/robo_tank_texture2.png,,,,,,
NPC Lizard skin1,true,Skin,graphics/3d/character/animals/lizard_texture.png,,,,,,
NPC Mosquitobot skin1,true,Skin,graphics/3d/character/labycorp_textures/mosquitobot_texture.png,,,,,,
Warehousebot_white,true,Skin,graphics/3d/character/labycorp_textures/warehouse_bot_texture_white.png,,,,,,
Labycorp_AntiRiot_Captain_Suit,true,Skin,graphics/3d/character/labycorp_textures/anti_riot_captain_texture.png,,,,,,
NPC Bee skin1,true,Skin,graphics/3d/character/animals/bee_texture.png,,,,,,
Warehousebot_Explo,true,Skin,graphics/3d/character/labycorp_textures/warehouse_bot_texture_explosive.png,,,,,,
Mafioso_skin,true,Skin,graphics/3d/character/bosses/mafioso_suit_m.png,,,,,,male
NPC Crab skin,true,Skin,graphics/3d/character/animals/crab_texture.png,,,,,,
NPC Pigman,true,Skin,graphics/3d/character/bosses/pigman_texture.png,,,,,,male
NPC Chimera,true,Skin,graphics/3d/character/bosses/chimera_texture.png,,,,,,
Zombie_skin1,true,Skin,graphics/3d/character/zombie1_skin.png,,,,,,male
Zombie_skin2,true,Skin,graphics/3d/character/zombie2_skin.png,,,,,,male
Zombie_skin3,true,Skin,graphics/3d/character/zombie3_skin.png,,,,,,male
Zombieboss_skin1,true,Skin,graphics/3d/character/bosses/zombieboss_texture1.png,,,,,,male
Zombie_Face1,true,Face,graphics/3d/character/faces/zombie_male_face1.png,Zombie_skin1,,,,,male
,,,graphics/3d/character/faces/zombie_male_face1.png,Zombie_skin2,,,,,male
,,,graphics/3d/character/faces/zombie_male_face1.png,Zombie_skin3,,,,,male
Zombie_Face2,true,Face,graphics/3d/character/faces/zombie_male_face2.png,Zombie_skin1,,,,,male
,,,graphics/3d/character/faces/zombie_male_face2.png,Zombie_skin2,,,,,male
,,,graphics/3d/character/faces/zombie_male_face2.png,Zombie_skin3,,,,,male
Zombie_Face3,true,Face,graphics/3d/character/faces/zombie_male_face3.png,Zombie_skin1,,,,,male
,,,graphics/3d/character/faces/zombie_male_face3.png,Zombie_skin2,,,,,male
,,,graphics/3d/character/faces/zombie_male_face3.png,Zombie_skin3,,,,,male
Zombie_Face4,true,Face,graphics/3d/character/faces/zombie_male_face4.png,Zombie_skin1,,,,,male
,,,graphics/3d/character/faces/zombie_male_face4.png,Zombie_skin2,,,,,male
,,,graphics/3d/character/faces/zombie_male_face4.png,Zombie_skin3,,,,,male
Zombie_Face5,true,Face,graphics/3d/character/faces/zombie_male_face5.png,Zombie_skin1,,,,,male
,,,,Zombie_skin2,,,,,
,,,,Zombie_skin3,,,,,
Zombie_Face6,true,Face,graphics/3d/character/zombie1_skin.png,Zombie_skin1,,,,,male
,,,graphics/3d/character/zombie1_skin.png,Zombie_skin2,,,,,
,,,graphics/3d/character/zombie1_skin.png,Zombie_skin3,,,,,
Zombie_Face7,true,Face,graphics/3d/character/zombie2_skin.png,Zombie_skin1,,,,,male
,,,graphics/3d/character/zombie2_skin.png,Zombie_skin2,,,,,
,,,graphics/3d/character/zombie2_skin.png,Zombie_skin3,,,,,
Zombie_Face8,true,Face,graphics/3d/character/zombie3_skin.png,Zombie_skin1,,,,,male
,,,graphics/3d/character/zombie3_skin.png,Zombie_skin2,,,,,
,,,graphics/3d/character/zombie3_skin.png,Zombie_skin3,,,,,
Zombie_skin_female1,true,Skin,graphics/3d/character/zombie_female_skin1.png,,,,,,female
Zombie_Face_Female1,true,Face,graphics/3d/character/faces/zombie_female_face1.png,Zombie_skin_female1,,,,,female
Zombie_Face_Female2,true,Face,graphics/3d/character/faces/zombie_female_face2.png,Zombie_skin_female1,,,,,female
Zombie_Face_Female3,true,Face,graphics/3d/character/zombie_female_skin1.png,Zombie_skin_female1,,,,,female
Labycorp_Medic_Suit,true,Skin,graphics/3d/character/labycorp_textures/anti_riot_medic_texture.png,,,,,,
