Name,NPCItem,EquipmentClass,ClothClass,RequiredLevel,Rarity,PlaceableInEditor,Tier,Enhancement,PostToSocialNetworks,Texture,FemaleTexture,ModelTexture,FemaleModelTexture,LootDisabled,Icon
Superfine Leather Vest,,Leather Vest,Large,30,Rare,,,of the Legend,TRUE,graphics/3d/character/jacket/vest_brown_02_m.png,graphics/3d/character/jacket/vest_brown_02_f.png,,,TRUE,66
Elegant M.C. Jacket,,M.C. Jacket,Large,3,Uncommon,,,,TRUE,graphics/3d/character/jacket/mc_jacket_black_01_m.png,graphics/3d/character/jacket/mc_jacket_black_01_f.png,,,TRUE,21
Great M.C. Jacket,,M.C. Jacket,Large,5,Uncommon,,,,TRUE,graphics/3d/character/jacket/mc_jacket_black_01_m.png,graphics/3d/character/jacket/mc_jacket_black_01_f.png,,,TRUE,21
Cool M.C. Jacket,,M.C. Jacket,Large,6,Uncommon,,,,TRUE,graphics/3d/character/jacket/mc_jacket_black_01_m.png,graphics/3d/character/jacket/mc_jacket_black_01_f.png,,,TRUE,21
Good M.C. Jacket,,M.C. Jacket,Large,10,Uncommon,,,,TRUE,graphics/3d/character/jacket/mc_jacket_black_01_m.png,graphics/3d/character/jacket/mc_jacket_black_01_f.png,,,TRUE,21
Outstanding Motorcycle Jacket,,Motorcycle Jacket,Large,30,Rare,,,of the Judgment,TRUE,graphics/3d/character/jacket/rider_jacket_outfit_01_m.png,graphics/3d/character/jacket/rider_jacket_outfit_01_f.png,,,TRUE,1
Regular Multicolor Shirt,,Multicolor Shirt,Large,11,Common,,,,,graphics/3d/character/jacket/tshirt_darkcyan_02_m.png,graphics/3d/character/jacket/tshirt_darkcyan_02_f.png,,,TRUE,46
Popular Multicolor Shirt,,Multicolor Shirt,Large,13,Common,,,,,graphics/3d/character/jacket/tshirt_darkcyan_02_m.png,graphics/3d/character/jacket/tshirt_darkcyan_02_f.png,,,TRUE,46
Common Multicolor Shirt,,Multicolor Shirt,Large,15,Common,,,,,graphics/3d/character/jacket/tshirt_darkcyan_02_m.png,graphics/3d/character/jacket/tshirt_darkcyan_02_f.png,,,TRUE,46
Simple Multicolor Shirt,,Multicolor Shirt,Large,18,Common,,,,,graphics/3d/character/jacket/tshirt_red_01_m.png,graphics/3d/character/jacket/tshirt_red_01_f.png,,,TRUE,46
Typical Multicolor Shirt,,Multicolor Shirt,Large,19,Common,,,,,graphics/3d/character/jacket/tshirt_red_01_m.png,graphics/3d/character/jacket/tshirt_red_01_f.png,,,TRUE,46
Battered Multicolor T-shirt,,Multicolor T-shirt,Large,5,Poor,,,,,graphics/3d/character/jacket/tshirt_twotone_01_m.png,graphics/3d/character/jacket/tshirt_twotone_01_f.png,,,TRUE,16
Cracked Multicolor T-shirt,,Multicolor T-shirt,Large,7,Poor,,,,,graphics/3d/character/jacket/tshirt_twotone_01_m.png,graphics/3d/character/jacket/tshirt_twotone_01_f.png,,,TRUE,16
Broken Multicolor T-shirt,,Multicolor T-shirt,Large,10,Poor,,,,,graphics/3d/character/jacket/tshirt_twotone_01_m.png,graphics/3d/character/jacket/tshirt_twotone_01_f.png,,,TRUE,16
Ragged Multicolor T-shirt,,Multicolor T-shirt,Large,12,Poor,,,,,graphics/3d/character/jacket/tshirt_twotone_01_m.png,graphics/3d/character/jacket/tshirt_twotone_01_f.png,,,TRUE,16
Worn Multicolor T-shirt,,Multicolor T-shirt,Large,16,Poor,,,,,graphics/3d/character/jacket/tshirt_twotone_01_m.png,graphics/3d/character/jacket/tshirt_twotone_01_f.png,,,TRUE,16
Old Multicolor T-shirt,,Multicolor T-shirt,Large,18,Poor,,,,,graphics/3d/character/jacket/tshirt_twotone_01_m.png,graphics/3d/character/jacket/tshirt_twotone_01_f.png,,,TRUE,16
Popular Multicolor T-shirt,,Multicolor T-shirt,Large,5,Common,,,,,graphics/3d/character/jacket/tshirt_white_04_m.png,graphics/3d/character/jacket/tshirt_white_04_f.png,,,TRUE,46
Common Multicolor T-shirt,,Multicolor T-shirt,Large,7,Common,,,,,graphics/3d/character/jacket/tshirt_white_04_m.png,graphics/3d/character/jacket/tshirt_white_04_f.png,,,TRUE,46
Simple Multicolor T-shirt,,Multicolor T-shirt,Large,8,Common,,,,,graphics/3d/character/jacket/tshirt_white_04_m.png,graphics/3d/character/jacket/tshirt_white_04_f.png,,,TRUE,46
Typical Multicolor T-shirt,,Multicolor T-shirt,Large,10,Common,,,,,graphics/3d/character/jacket/tshirt_white_04_m.png,graphics/3d/character/jacket/tshirt_white_04_f.png,,,TRUE,46
Usual Multicolor T-shirt,,Multicolor T-shirt,Large,12,Common,,,,,graphics/3d/character/jacket/tshirt_white_04_m.png,graphics/3d/character/jacket/tshirt_white_04_f.png,,,TRUE,46
Marvelous Navy Jacket,,Navy Jacket,Large,30,Rare,,4,of the Judgment,TRUE,graphics/3d/character/jacket/armored_navy_jacket_01_m.png,graphics/3d/character/jacket/armored_navy_jacket_01_f.png,graphics/3d/character/jacket/armored_navy_jacket_add_01_m.png,graphics/3d/character/jacket/armored_navy_jacket_add_01_f.png,TRUE,21
Awesome Night Jacket,,Night Jacket,Large,30,Rare,,,of the Judgment,TRUE,graphics/3d/character/jacket/night_jacket_01_m.png,graphics/3d/character/jacket/night_jacket_01_f.png,graphics/3d/character/jacket/night_jacket_add_01_m.png,,TRUE,21
Street Wise Open Blouse,,Open Blouse,Large,24,Uncommon,,,,TRUE,graphics/3d/character/jacket/open_blouse_01_m.png,graphics/3d/character/jacket/open_blouse_01_f.png,,,TRUE,51
Worthy Open Blouse,,Open Blouse,Large,26,Uncommon,,,,TRUE,graphics/3d/character/jacket/open_blouse_01_m.png,graphics/3d/character/jacket/open_blouse_01_f.png,,,TRUE,51
Boosted Open Blouse,,Open Blouse,Large,27,Uncommon,,,,TRUE,graphics/3d/character/jacket/open_blouse_01_m.png,graphics/3d/character/jacket/open_blouse_01_f.png,,,TRUE,51
Acute Open Blouse,,Open Blouse,Large,29,Uncommon,,,,TRUE,graphics/3d/character/jacket/open_blouse_01_m.png,graphics/3d/character/jacket/open_blouse_01_f.png,,,TRUE,51
Worn Orange Worker Coat,,Orange Worker Coat,Large,1,Poor,,,,,graphics/3d/character/jacket/jacket_orange_02_m.png,graphics/3d/character/jacket/jacket_orange_02_f.png,,,TRUE,16
Old Orange Worker Coat,,Orange Worker Coat,Large,2,Poor,,,,,graphics/3d/character/jacket/jacket_orange_02_m.png,graphics/3d/character/jacket/jacket_orange_02_f.png,,,TRUE,16
Lame Orange Worker Coat,,Orange Worker Coat,Large,6,Poor,,,,,graphics/3d/character/jacket/jacket_orange_02_m.png,graphics/3d/character/jacket/jacket_orange_02_f.png,,,TRUE,16
Warped Orange Worker Coat,,Orange Worker Coat,Large,7,Poor,,,,,graphics/3d/character/jacket/jacket_orange_02_m.png,graphics/3d/character/jacket/jacket_orange_02_f.png,,,TRUE,16
Lousy Orange Worker Coat,,Orange Worker Coat,Large,9,Poor,,,,,graphics/3d/character/jacket/jacket_orange_02_m.png,graphics/3d/character/jacket/jacket_orange_02_f.png,,,TRUE,16
Worthless Orange Worker Coat,,Orange Worker Coat,Large,10,Poor,,,,,graphics/3d/character/jacket/jacket_orange_02_m.png,graphics/3d/character/jacket/jacket_orange_02_f.png,,,TRUE,16
Usual Orange Worker Coat,,Orange Worker Coat,Large,2,Common,,,,,graphics/3d/character/jacket/jacket_orange_01_m.png,graphics/3d/character/jacket/jacket_orange_01_f.png,,,TRUE,16
Plain Orange Worker Coat,,Orange Worker Coat,Large,3,Common,,,,,graphics/3d/character/jacket/jacket_orange_01_m.png,graphics/3d/character/jacket/jacket_orange_01_f.png,,,TRUE,16
Standard Orange Worker Coat,,Orange Worker Coat,Large,4,Common,,,,,graphics/3d/character/jacket/jacket_orange_01_m.png,graphics/3d/character/jacket/jacket_orange_01_f.png,,,TRUE,16
Universal Orange Worker Coat,,Orange Worker Coat,Large,6,Common,,,,,graphics/3d/character/jacket/jacket_orange_01_m.png,graphics/3d/character/jacket/jacket_orange_01_f.png,,,TRUE,16
Average Orange Worker Coat,,Orange Worker Coat,Large,9,Common,,,,,graphics/3d/character/jacket/jacket_orange_01_m.png,graphics/3d/character/jacket/jacket_orange_01_f.png,,,TRUE,16
Boosted Patterned Jacket,,Patterned Jacket,Large,10,Uncommon,,,,TRUE,graphics/3d/character/jacket/patterned_jacket_01_m.png,graphics/3d/character/jacket/patterned_jacket_01_f.png,,,TRUE,36
Acute Patterned Jacket,,Patterned Jacket,Large,13,Uncommon,,,,TRUE,graphics/3d/character/jacket/patterned_jacket_01_m.png,graphics/3d/character/jacket/patterned_jacket_01_f.png,,,TRUE,36
Genuine Patterned Jacket,,Patterned Jacket,Large,16,Uncommon,,,,TRUE,graphics/3d/character/jacket/patterned_jacket_01_m.png,graphics/3d/character/jacket/patterned_jacket_01_f.png,,,TRUE,36
Special Patterned Jacket,,Patterned Jacket,Large,18,Uncommon,,,,TRUE,graphics/3d/character/jacket/patterned_jacket_01_m.png,graphics/3d/character/jacket/patterned_jacket_01_f.png,,,TRUE,36
Elegant Patterned Jacket,,Patterned Jacket,Large,19,Uncommon,,,,TRUE,graphics/3d/character/jacket/patterned_jacket_01_m.png,graphics/3d/character/jacket/patterned_jacket_01_f.png,,,TRUE,36
Exquisite Patterned Jacket,,Patterned Jacket,Large,30,Rare,,,of the Painmaker,TRUE,graphics/3d/character/jacket/pattered_long_jacket_gray_01_m.png,graphics/3d/character/jacket/pattered_long_jacket_gray_01_f.png,graphics/3d/character/jacket/pattered_long_jacket_gray_add_01_m.png,graphics/3d/character/jacket/pattered_long_jacket_gray_add_01_f.png,TRUE,36
Acute Protective Vest,,Protective Vest,Large,30,Uncommon,,,,TRUE,graphics/3d/character/jacket/vest_black_02_m.png,graphics/3d/character/jacket/vest_black_02_f.png,,,TRUE,66
High-Power Protective Vest,,Protective Vest,Large,20,Rare,,,of the Legend,TRUE,graphics/3d/character/jacket/vest_black_01_m.png,graphics/3d/character/jacket/vest_black_01_f.png,,,TRUE,66
Jagged Protective Vest,,Protective Vest,Large,22,Rare,,,of the Ambusher,TRUE,graphics/3d/character/jacket/vest_black_01_m.png,graphics/3d/character/jacket/vest_black_01_f.png,,,TRUE,66
Radical Protective Vest,,Protective Vest,Large,23,Rare,,,of the Painmaker,TRUE,graphics/3d/character/jacket/vest_black_01_m.png,graphics/3d/character/jacket/vest_black_01_f.png,,,TRUE,66
First-Class Protective Vest,,Protective Vest,Large,29,Rare,,,of the Predator,TRUE,graphics/3d/character/jacket/vest_black_03_m.png,graphics/3d/character/jacket/vest_black_03_f.png,,,TRUE,66
Outstanding Protective Vest,,Protective Vest,Large,30,Rare,,2,of the Legend,TRUE,graphics/3d/character/jacket/vest_black_03_m.png,graphics/3d/character/jacket/vest_black_03_f.png,,,TRUE,66
Genuine Red Coat,,Red Coat,Large,2,Uncommon,,,,TRUE,graphics/3d/character/jacket/red_flame_jacket_01_m.png,graphics/3d/character/jacket/red_flame_jacket_01_f.png,,,TRUE,56
Special Red Coat,,Red Coat,Large,3,Uncommon,,,,TRUE,graphics/3d/character/jacket/red_flame_jacket_01_m.png,graphics/3d/character/jacket/red_flame_jacket_01_f.png,,,TRUE,56
Elegant Red Coat,,Red Coat,Large,6,Uncommon,,,,TRUE,graphics/3d/character/jacket/red_flame_jacket_01_m.png,graphics/3d/character/jacket/red_flame_jacket_01_f.png,,,TRUE,56
Great Red Coat,,Red Coat,Large,7,Uncommon,,,,TRUE,graphics/3d/character/jacket/red_flame_jacket_01_m.png,graphics/3d/character/jacket/red_flame_jacket_01_f.png,,,TRUE,56
Average Red Sport Coat,,Red Sport Coat,Large,25,Common,,,,,graphics/3d/character/jacket/sportcoat_red_03_m.png,graphics/3d/character/jacket/sportcoat_red_03_f.png,,,TRUE,51
Basic Red Sport Coat,,Red Sport Coat,Large,26,Common,,,,,graphics/3d/character/jacket/sportcoat_red_03_m.png,graphics/3d/character/jacket/sportcoat_red_03_f.png,,,TRUE,51
Everyday Red Sport Coat,,Red Sport Coat,Large,27,Common,,,,,graphics/3d/character/jacket/sportcoat_red_03_m.png,graphics/3d/character/jacket/sportcoat_red_03_f.png,,,TRUE,51
Regular Red Sport Coat,,Red Sport Coat,Large,28,Common,,,,,graphics/3d/character/jacket/sportcoat_red_03_m.png,graphics/3d/character/jacket/sportcoat_red_03_f.png,,,TRUE,51
Popular Red Sport Coat,,Red Sport Coat,Large,30,Common,,,,,graphics/3d/character/jacket/sportcoat_red_03_m.png,graphics/3d/character/jacket/sportcoat_red_03_f.png,,,TRUE,51
Basic Red Sweater,,Red Sweater,Large,24,Common,,,,,graphics/3d/character/jacket/sweater_red_01_m.png,graphics/3d/character/jacket/sweater_red_01_f.png,,,TRUE,51
Everyday Red Sweater,,Red Sweater,Large,27,Common,,,,,graphics/3d/character/jacket/sweater_red_01_m.png,graphics/3d/character/jacket/sweater_red_01_f.png,,,TRUE,51
Regular Red Sweater,,Red Sweater,Large,28,Common,,,,,graphics/3d/character/jacket/sweater_red_01_m.png,graphics/3d/character/jacket/sweater_red_01_f.png,,,TRUE,51
Popular Red Sweater,,Red Sweater,Large,29,Common,,,,,graphics/3d/character/jacket/sweater_red_01_m.png,graphics/3d/character/jacket/sweater_red_01_f.png,,,TRUE,51
Common Red Sweater,,Red Sweater,Large,30,Common,,,,,graphics/3d/character/jacket/sweater_red_01_m.png,graphics/3d/character/jacket/sweater_red_01_f.png,,,TRUE,51
Outstanding Skull T-shirt,,Skull T-shirt,Large,10,Rare,,3,of the Legend,TRUE,graphics/3d/character/jacket/tshirt_white_02_m.png,graphics/3d/character/jacket/tshirt_white_02_f.png,,,TRUE,61
Dawnbreak Shirt,,Skull T-shirt,Large,,Poor,,,,,graphics/3d/character/jacket/start_tshirt_male.png,graphics/3d/character/jacket/start_tshirt_female.png,,,TRUE,61
Superfine Smart Jacket,,Smart Jacket,Large,29,Rare,,,of the Legend,TRUE,graphics/3d/character/jacket/vest_black_03_m.png,graphics/3d/character/jacket/smart_jacket_black_01_f.png,,,TRUE,1
Excellent Smart Jacket,,Smart Jacket,Large,30,Rare,,,of the Ambusher,TRUE,graphics/3d/character/jacket/vest_black_03_m.png,graphics/3d/character/jacket/smart_jacket_black_01_f.png,,,TRUE,1
Excellent SPC Rider Jacket,,SPC Rider Jacket,Large,11,Rare,,,of the Painmaker,TRUE,graphics/3d/character/jacket/spc_rider_jacket_outfit_04_m.png,graphics/3d/character/jacket/spc_rider_jacket_outfit_04_f.png,,,TRUE,21
Marvelous SPC Rider Jacket,,SPC Rider Jacket,Large,16,Rare,,,of the Predator,TRUE,graphics/3d/character/jacket/spc_rider_jacket_outfit_04_m.png,graphics/3d/character/jacket/spc_rider_jacket_outfit_04_f.png,,,TRUE,21
Awesome SPC Rider Jacket,,SPC Rider Jacket,Large,21,Rare,,,of the Legend,TRUE,graphics/3d/character/jacket/spc_rider_jacket_outfit_04_m.png,graphics/3d/character/jacket/spc_rider_jacket_outfit_04_f.png,,,TRUE,21
Fine Sporty Vest,,Sporty Vest,Large,25,Uncommon,,,,TRUE,graphics/3d/character/jacket/vest_green_01_m.png,graphics/3d/character/jacket/vest_black_05_f.png,,,TRUE,66
Credible Sporty Vest,,Sporty Vest,Large,26,Uncommon,,,,TRUE,graphics/3d/character/jacket/vest_green_01_m.png,graphics/3d/character/jacket/vest_black_05_f.png,,,TRUE,66
Street Wise Sporty Vest,,Sporty Vest,Large,28,Uncommon,,,,TRUE,graphics/3d/character/jacket/vest_green_01_m.png,graphics/3d/character/jacket/vest_black_05_f.png,,,TRUE,66
Worthy Sporty Vest,,Sporty Vest,Large,29,Uncommon,,,,TRUE,graphics/3d/character/jacket/vest_green_01_m.png,graphics/3d/character/jacket/vest_black_05_f.png,,,TRUE,66
Credible Spy Coat,,Spy Coat,Large,30,Uncommon,,,,TRUE,graphics/3d/character/jacket/spy_coat_01_m.png,graphics/3d/character/jacket/spy_coat_01_f.png,,,TRUE,21
Street Wise Studded Anarchy Jacket,,Studded Anarchy Jacket,Large,12,Uncommon,,,,TRUE,graphics/3d/character/jacket/studded_anarchist_jacket_01_m.png,graphics/3d/character/jacket/studded_anarchist_jacket_01_f.png,,,TRUE,21
Worthy Studded Anarchy Jacket,,Studded Anarchy Jacket,Large,13,Uncommon,,,,TRUE,graphics/3d/character/jacket/studded_anarchist_jacket_01_m.png,graphics/3d/character/jacket/studded_anarchist_jacket_01_f.png,,,TRUE,21
Boosted Studded Anarchy Jacket,,Studded Anarchy Jacket,Large,15,Uncommon,,,,TRUE,graphics/3d/character/jacket/studded_anarchist_jacket_01_m.png,graphics/3d/character/jacket/studded_anarchist_jacket_01_f.png,,,TRUE,21
Acute Studded Anarchy Jacket,,Studded Anarchy Jacket,Large,18,Uncommon,,,,TRUE,graphics/3d/character/jacket/studded_anarchist_jacket_01_m.png,graphics/3d/character/jacket/studded_anarchist_jacket_01_f.png,,,TRUE,21
Singular Studded Vest,,Studded Vest,Large,6,Rare,,,of the Legend,TRUE,graphics/3d/character/jacket/vest_studded_01_m.png,graphics/3d/character/jacket/vest_studded_01_f.png,,,TRUE,66
Exquisite Studded Vest,,Studded Vest,Large,7,Rare,,,of the Ambusher,TRUE,graphics/3d/character/jacket/vest_studded_01_m.png,graphics/3d/character/jacket/vest_studded_01_f.png,,,TRUE,66
High-Power Studded Vest,,Studded Vest,Large,9,Rare,,,of the Painmaker,TRUE,graphics/3d/character/jacket/vest_studded_01_m.png,graphics/3d/character/jacket/vest_studded_01_f.png,,,TRUE,66
Plain Suede Jacket,,Suede Jacket,Large,25,Common,,,,,graphics/3d/character/jacket/sweater_gray_01_m.png,graphics/3d/character/jacket/sweater_gray_01_f.png,,,TRUE,36
Standard Suede Jacket,,Suede Jacket,Large,26,Common,,,,,graphics/3d/character/jacket/sweater_gray_01_m.png,graphics/3d/character/jacket/sweater_gray_01_f.png,,,TRUE,36
Universal Suede Jacket,,Suede Jacket,Large,27,Common,,,,,graphics/3d/character/jacket/sweater_gray_01_m.png,graphics/3d/character/jacket/sweater_gray_01_f.png,,,TRUE,36
Average Suede Jacket,,Suede Jacket,Large,29,Common,,,,,graphics/3d/character/jacket/sweater_gray_01_m.png,graphics/3d/character/jacket/sweater_gray_02_f.png,,,TRUE,36
Basic Suede Jacket,,Suede Jacket,Large,30,Common,,,,,graphics/3d/character/jacket/sweater_gray_01_m.png,graphics/3d/character/jacket/sweater_gray_02_f.png,,,TRUE,36
Acute Suit Jacket,,Suit Jacket,Large,25,Uncommon,,,,TRUE,graphics/3d/character/jacket/suit_black_01_m.png,graphics/3d/character/jacket/suit_black_02_f.png,,,TRUE,21
Genuine Suit Jacket,,Suit Jacket,Large,27,Uncommon,,,,TRUE,graphics/3d/character/jacket/suit_black_01_m.png,graphics/3d/character/jacket/suit_black_02_f.png,,,TRUE,21
Special Suit Jacket,,Suit Jacket,Large,29,Uncommon,,,,TRUE,graphics/3d/character/jacket/suit_black_01_m.png,graphics/3d/character/jacket/suit_black_02_f.png,,,TRUE,21
Elegant Suit Jacket,,Suit Jacket,Large,26,Uncommon,,,,TRUE,graphics/3d/character/jacket/suit_black_03_m.png,graphics/3d/character/jacket/suit_black_02_f.png,,,TRUE,21
Great Suit Jacket,,Suit Jacket,Large,28,Uncommon,,,,TRUE,graphics/3d/character/jacket/suit_black_03_m.png,graphics/3d/character/jacket/suit_black_02_f.png,,,TRUE,21
Cool Suit Jacket,,Suit Jacket,Large,30,Uncommon,,,,TRUE,graphics/3d/character/jacket/suit_black_03_m.png,graphics/3d/character/jacket/suit_black_02_f.png,,,TRUE,21
High-Power Suit Jacket,,Suit Jacket,Large,30,Rare,,,of the Legend,TRUE,graphics/3d/character/jacket/suit_black_02_m.png,graphics/3d/character/jacket/suit_black_02_f.png,,,TRUE,21
Jagged Thick Coat,,Thick Coat,Large,30,Rare,,2,of the Ambusher,TRUE,graphics/3d/character/jacket/trench_coat_black_01_m.png,graphics/3d/character/jacket/trench_coat_black_01_f.png,graphics/3d/character/jacket/trench_coat_black_add_01_m.png,graphics/3d/character/jacket/trench_coat_black_add_01_f.png,TRUE,21
Special Torso Protector,,Torso Protector,Large,25,Uncommon,,,,TRUE,graphics/3d/character/jacket/armored_torso_protector.png,graphics/3d/character/jacket/drum_dyet_jacket_01_f.png,,,TRUE,66
Elegant Torso Protector,,Torso Protector,Large,29,Uncommon,,,,TRUE,graphics/3d/character/jacket/armored_torso_protector.png,graphics/3d/character/jacket/drum_dyet_jacket_01_f.png,,,TRUE,66
Great Torso Protector,,Torso Protector,Large,30,Uncommon,,,,TRUE,graphics/3d/character/jacket/armored_torso_protector.png,graphics/3d/character/jacket/drum_dyet_jacket_01_f.png,,,TRUE,66
First-Class Trench Coat,,Trench Coat,Large,30,Rare,,,of the Destroyer,TRUE,graphics/3d/character/jacket/trench_coat_01_m.png,graphics/3d/character/jacket/trench_coat_01_f.png,graphics/3d/character/jacket/trench_coat_01_skirt_m.png,graphics/3d/character/jacket/trench_coat_add_01_f.png,TRUE,21
Great Two Tone Sweater,,Two Tone Sweater,Large,5,Uncommon,,,,TRUE,graphics/3d/character/jacket/sweater_whitered_01_m.png,graphics/3d/character/jacket/sweater_whitered_01_f.png,,,TRUE,51
Cool Two Tone Sweater,,Two Tone Sweater,Large,6,Uncommon,,,,TRUE,graphics/3d/character/jacket/sweater_whitered_01_m.png,graphics/3d/character/jacket/sweater_whitered_01_f.png,,,TRUE,51
Good Two Tone Sweater,,Two Tone Sweater,Large,8,Uncommon,,,,TRUE,graphics/3d/character/jacket/sweater_whitered_01_m.png,graphics/3d/character/jacket/sweater_whitered_01_f.png,,,TRUE,51
Old Two Tone T-shirt,,Two Tone T-shirt,Large,9,Poor,,,,,graphics/3d/character/jacket/tshirt_white_03_m.png,graphics/3d/character/jacket/tshirt_white_03_f.png,,,TRUE,11
Lame Two Tone T-shirt,,Two Tone T-shirt,Large,13,Poor,,,,,graphics/3d/character/jacket/tshirt_white_03_m.png,graphics/3d/character/jacket/tshirt_white_03_f.png,,,TRUE,11
Warped Two Tone T-shirt,,Two Tone T-shirt,Large,17,Poor,,,,,graphics/3d/character/jacket/tshirt_white_03_m.png,graphics/3d/character/jacket/tshirt_white_03_f.png,,,TRUE,11
Lousy Two Tone T-shirt,,Two Tone T-shirt,Large,19,Poor,,,,,graphics/3d/character/jacket/tshirt_white_03_m.png,graphics/3d/character/jacket/tshirt_white_03_f.png,,,TRUE,11
Worthless Two Tone T-shirt,,Two Tone T-shirt,Large,20,Poor,,,,,graphics/3d/character/jacket/tshirt_white_03_m.png,graphics/3d/character/jacket/tshirt_white_03_f.png,,,TRUE,11
Poor Two Tone T-shirt,,Two Tone T-shirt,Large,24,Poor,,,,,graphics/3d/character/jacket/tshirt_white_03_m.png,graphics/3d/character/jacket/tshirt_white_03_f.png,,,TRUE,11
Regular Two Tone T-shirt,,Two Tone T-shirt,Large,18,Common,,,,,graphics/3d/character/jacket/tshirt_black_05_m.png,graphics/3d/character/jacket/tshirt_black_05_f.png,,,TRUE,46
Popular Two Tone T-shirt,,Two Tone T-shirt,Large,22,Common,,,,,graphics/3d/character/jacket/tshirt_black_05_m.png,graphics/3d/character/jacket/tshirt_black_05_f.png,,,TRUE,46
Common Two Tone T-shirt,,Two Tone T-shirt,Large,10,Common,,,,,graphics/3d/character/jacket/tshirt_blue_03_m.png,graphics/3d/character/jacket/tshirt_blue_03_f.png,,,TRUE,46
Simple Two Tone T-shirt,,Two Tone T-shirt,Large,14,Common,,,,,graphics/3d/character/jacket/tshirt_blue_03_m.png,graphics/3d/character/jacket/tshirt_blue_03_f.png,,,TRUE,46
Typical Two Tone T-shirt,,Two Tone T-shirt,Large,17,Common,,,,,graphics/3d/character/jacket/tshirt_blue_03_m.png,graphics/3d/character/jacket/tshirt_blue_03_f.png,,,TRUE,46
Good Two Tone Vest,,Two Tone Vest,Large,17,Uncommon,,,,TRUE,graphics/3d/character/jacket/vest_green_01_m.png,graphics/3d/character/jacket/vest_green_01_f.png,,,TRUE,76
Fine Two Tone Vest,,Two Tone Vest,Large,18,Uncommon,,,,TRUE,graphics/3d/character/jacket/vest_green_01_m.png,graphics/3d/character/jacket/vest_green_01_f.png,,,TRUE,76
Credible Two Tone Vest,,Two Tone Vest,Large,19,Uncommon,,,,TRUE,graphics/3d/character/jacket/vest_green_01_m.png,graphics/3d/character/jacket/vest_green_01_f.png,,,TRUE,76
Street Wise Two Tone Vest,,Two Tone Vest,Large,21,Uncommon,,,,TRUE,graphics/3d/character/jacket/vest_green_01_m.png,graphics/3d/character/jacket/vest_green_01_f.png,,,TRUE,76
Marvelous Vented Leather Jacket,,Vented Leather Jacket,Large,25,Rare,,,of the Destroyer,TRUE,graphics/3d/character/jacket/vented_leather_jacket_01_m.png,graphics/3d/character/jacket/vented_leather_jacket_01_f.png,,,TRUE,21
Awesome Vented Leather Jacket,,Vented Leather Jacket,Large,26,Rare,,,of the Destroyer,TRUE,graphics/3d/character/jacket/vented_leather_jacket_01_m.png,graphics/3d/character/jacket/vented_leather_jacket_01_f.png,,,TRUE,21
Greater Vented Leather Jacket,,Vented Leather Jacket,Large,27,Rare,,,of the Destroyer,TRUE,graphics/3d/character/jacket/vented_leather_jacket_01_m.png,graphics/3d/character/jacket/vented_leather_jacket_01_f.png,,,TRUE,21
Awesome White Custom Jacket,,White Custom Jacket,Large,30,Rare,,,of the Destroyer,TRUE,graphics/3d/character/jacket/suit_white_01_m.png,graphics/3d/character/jacket/white_jacket_outfit_04_f.png,,,TRUE,46
Greater White Hoodie,,White Hoodie,Large,14,Rare,,,of the Destroyer,TRUE,graphics/3d/character/jacket/tshirt_white_01_m.png,graphics/3d/character/jacket/tshirt_white_01_f.png,,,TRUE,46
Worthy White Sweater,,White Sweater,Large,3,Uncommon,,,,TRUE,graphics/3d/character/jacket/sweater_white_01_m.png,graphics/3d/character/jacket/sweater_white_01_f.png,,,TRUE,46
Boosted White Sweater,,White Sweater,Large,4,Uncommon,,,,TRUE,graphics/3d/character/jacket/sweater_white_01_m.png,graphics/3d/character/jacket/sweater_white_01_f.png,,,TRUE,46
Acute White Sweater,,White Sweater,Large,5,Uncommon,,,,TRUE,graphics/3d/character/jacket/sweater_white_01_m.png,graphics/3d/character/jacket/sweater_white_01_f.png,,,TRUE,46
Genuine White Sweater,,White Sweater,Large,6,Uncommon,,,,TRUE,graphics/3d/character/jacket/sweater_white_01_m.png,graphics/3d/character/jacket/sweater_white_01_f.png,,,TRUE,46
Exquisite Rider Jacket,,Yellow Rider Jacket,Large,30,Rare,,3,of the Destroyer,TRUE,graphics/3d/character/jacket/vest_black_03_m.png,graphics/3d/character/jacket/yellow_rider_jacket_outfit_01_f.png,,,TRUE,31
Standard Yellow Sweater,,Yellow Sweater,Large,10,Common,,,,,graphics/3d/character/jacket/sweater_yellow_01_m.png,graphics/3d/character/jacket/sweater_yellow_01_f.png,,,TRUE,31
Universal Yellow Sweater,,Yellow Sweater,Large,14,Common,,,,,graphics/3d/character/jacket/sweater_yellow_01_m.png,graphics/3d/character/jacket/sweater_yellow_01_f.png,,,TRUE,31
Average Yellow Sweater,,Yellow Sweater,Large,15,Common,,,,,graphics/3d/character/jacket/sweater_yellow_01_m.png,graphics/3d/character/jacket/sweater_yellow_01_f.png,,,TRUE,31
Basic Yellow Sweater,,Yellow Sweater,Large,16,Common,,,,,graphics/3d/character/jacket/sweater_yellow_01_m.png,graphics/3d/character/jacket/sweater_yellow_01_f.png,,,TRUE,31
Everyday Yellow Sweater,,Yellow Sweater,Large,17,Common,,,,,graphics/3d/character/jacket/sweater_yellow_01_m.png,graphics/3d/character/jacket/sweater_yellow_01_f.png,,,TRUE,31
