Name,EquipmentClass,ClothClass,RequiredLevel,Rarity,DiamondsOnly,LootDisabled,Enhancement,ShopRecommend,Tier,Texture,FemaleTexture,Model,Mesh,FemaleModel,FemaleMesh,ModelTexture,FemaleModelTexture,PostToSocialNetworks,Icon
Plywood Cap,Cap,Large,10,Common,,TRUE,,,,graphics/3d/hats/on_skin_textures/hat_cap_b_2_skin_m.png,graphics/3d/hats/on_skin_textures/hat_cap_b_2_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b_2.png,graphics/3d/hats/textures/hat_cap_b_2.png,,
Aggro Cap,Cap,Large,14,Common,,TRUE,,,,graphics/3d/hats/on_skin_textures/hat_cap_b_2_skin_m.png,graphics/3d/hats/on_skin_textures/hat_cap_b_2_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b_2.png,graphics/3d/hats/textures/hat_cap_b_2.png,,
Biker Cap,Cap,Large,19,Common,,TRUE,,,,graphics/3d/hats/on_skin_textures/hat_cap_b_2_skin_m.png,graphics/3d/hats/on_skin_textures/hat_cap_b_2_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b_2.png,graphics/3d/hats/textures/hat_cap_b_2.png,,
Top Notch Cap,Cap,Large,23,Common,,TRUE,,,,graphics/3d/hats/on_skin_textures/hat_cap_b_2_skin_m.png,graphics/3d/hats/on_skin_textures/hat_cap_b_2_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b_2.png,graphics/3d/hats/textures/hat_cap_b_2.png,,
Titanium Cap,Cap,Large,27,Common,,TRUE,,,,graphics/3d/hats/on_skin_textures/hat_cap_b_2_skin_m.png,graphics/3d/hats/on_skin_textures/hat_cap_b_2_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b_2.png,graphics/3d/hats/textures/hat_cap_b_2.png,,
Stained Cap,Cap,Large,6,Uncommon,,TRUE,of the Beast,,,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_m.png,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b_3.png,graphics/3d/hats/textures/hat_cap_b_3.png,,
Sat-on Cap,Cap,Large,8,Uncommon,,TRUE,of the Beast,,,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_m.png,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b_3.png,graphics/3d/hats/textures/hat_cap_b_3.png,,
Mob Cap,Cap,Large,12,Uncommon,,TRUE,of the Thug,,,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_m.png,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b_3.png,graphics/3d/hats/textures/hat_cap_b_3.png,,
Fake Cap,Cap,Large,17,Uncommon,,TRUE,of the Beast,,,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_m.png,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b_3.png,graphics/3d/hats/textures/hat_cap_b_3.png,,
Extra Large Cap,Cap,Large,21,Uncommon,,TRUE,of the Beast,,,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_m.png,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b_3.png,graphics/3d/hats/textures/hat_cap_b_3.png,,
Riot Cap,Cap,Large,23,Uncommon,,TRUE,of the Thug,,,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_m.png,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b_4.png,graphics/3d/hats/textures/hat_cap_b_4.png,,
Doomsday Cap,Cap,Large,25,Uncommon,,TRUE,of the Beast,,,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_m.png,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b_4.png,graphics/3d/hats/textures/hat_cap_b_4.png,,
Apocalypse Cap,Cap,Large,28,Uncommon,,TRUE,of the Beast,,,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_m.png,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b_4.png,graphics/3d/hats/textures/hat_cap_b_4.png,,
Caput,Cap,Large,30,Uncommon,,TRUE,of the Beast,,,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_m.png,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b_4.png,graphics/3d/hats/textures/hat_cap_b_4.png,,
Holo Cap,Cap,Large,30,Uncommon,,TRUE,of the Thug,,,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_m.png,graphics/3d/hats/on_skin_textures/hat_cap_b_3_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b_4.png,graphics/3d/hats/textures/hat_cap_b_4.png,,
Sat-on Hat,Helmet,Large,5,Rare,TRUE,TRUE,of the Beast,,,,,graphics/3d/hats/hats.SUP,helmet_botmask,graphics/3d/hats/female_hats.SUP,helmet_botmask,graphics/3d/hats/textures/helmet_botmask.png,graphics/3d/hats/textures/helmet_botmask.png,,
Pretty Good Leather Hat,Helmet,Large,8,Rare,TRUE,TRUE,of the Judgment,,,,,graphics/3d/hats/hats.SUP,helmet_cyborg,graphics/3d/hats/female_hats.SUP,helmet_cyborg,graphics/3d/hats/textures/helmet_cyborg.png,graphics/3d/hats/textures/helmet_cyborg.png,,
Quite Nice Leather Hat,Helmet,Large,11,Rare,TRUE,TRUE,of the Thug,,,,,graphics/3d/hats/hats.SUP,helmet_droid,graphics/3d/hats/female_hats.SUP,helmet_droid,graphics/3d/hats/textures/helmet_droid.png,graphics/3d/hats/textures/helmet_droid.png,,
Excellent Leather Hat,Helmet,Large,14,Rare,TRUE,TRUE,of the Beast,,,,,graphics/3d/hats/hats.SUP,helmet_gasmask,graphics/3d/hats/female_hats.SUP,helmet_gasmask,graphics/3d/hats/textures/helmet_gasmask.png,graphics/3d/hats/textures/helmet_gasmask.png,,
Kobe Hide Hat,Helmet,Large,17,Rare,TRUE,TRUE,of the Thug,,,,,graphics/3d/hats/hats.SUP,helmet_grandvisor,graphics/3d/hats/female_hats.SUP,helmet_grandvisor,graphics/3d/hats/textures/helmet_grandvisor.png,graphics/3d/hats/textures/helmet_grandvisor.png,,
Bot Face,Helmet,Large,20,Rare,TRUE,TRUE,of the Judgment,,,,,graphics/3d/hats/hats.SUP,helmet_multieye,graphics/3d/hats/female_hats.SUP,helmet_multieye,graphics/3d/hats/textures/helmet_multieye.png,graphics/3d/hats/textures/helmet_multieye.png,,
Blank Face,Helmet,Large,23,Rare,TRUE,TRUE,of the Beast,,,,,graphics/3d/hats/hats.SUP,helmet_pilot,graphics/3d/hats/female_hats.SUP,helmet_pilot,graphics/3d/hats/textures/helmet_pilot.png,graphics/3d/hats/textures/helmet_pilot.png,,
Mirror Face,Helmet,Large,26,Rare,TRUE,TRUE,of the Thug,,,,,graphics/3d/hats/hats.SUP,helmet_predator,graphics/3d/hats/female_hats.SUP,helmet_predator,graphics/3d/hats/textures/helmet_predator.png,graphics/3d/hats/textures/helmet_predator.png,,
Holo Face,Helmet,Large,29,Rare,TRUE,TRUE,of the Beast,,,,,graphics/3d/hats/hats.SUP,helmet_spy,graphics/3d/hats/female_hats.SUP,helmet_spy,graphics/3d/hats/textures/helmet_spy.png,graphics/3d/hats/textures/helmet_spy.png,,
Sweat Box,Helmet,Large,30,Rare,TRUE,TRUE,of the Judgment,,,,,graphics/3d/hats/hats.SUP,helmet_wings,graphics/3d/hats/female_hats.SUP,helmet_wings,graphics/3d/hats/textures/helmet_wings.png,graphics/3d/hats/textures/helmet_wings.png,,
Mosquito Helmet,Helmet,Large,4,Epic,TRUE,TRUE,of the Thug,,,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_police_skin_m.png,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_police_skin_f.png,graphics/3d/hats/hats.SUP,hat_constructionhelmet001,graphics/3d/hats/female_hats.SUP,hat_constructionhelmet001,graphics/3d/hats/textures/hat_constructionhelmet_police.png,graphics/3d/hats/textures/hat_constructionhelmet_police.png,,
Street Helmet,Helmet,Large,6,Epic,TRUE,TRUE,of the Judgment,,,,,graphics/3d/hats/hats.SUP,helmet_cyborg,graphics/3d/hats/female_hats.SUP,helmet_cyborg,graphics/3d/hats/textures/helmet_cyborg.png,graphics/3d/hats/textures/helmet_cyborg.png,,
Mob Helmet,Helmet,Large,8,Epic,TRUE,TRUE,of the Thug,,,,,graphics/3d/hats/hats.SUP,helmet_droid,graphics/3d/hats/female_hats.SUP,helmet_droid,graphics/3d/hats/textures/helmet_droid.png,graphics/3d/hats/textures/helmet_droid.png,,
Desert Helmet,Helmet,Large,10,Epic,TRUE,TRUE,of the Thug,,,,,graphics/3d/hats/hats.SUP,helmet_gasmask,graphics/3d/hats/female_hats.SUP,helmet_gasmask,graphics/3d/hats/textures/helmet_gasmask.png,graphics/3d/hats/textures/helmet_gasmask.png,,
Dune Helmet,Helmet,Large,12,Epic,TRUE,TRUE,of the Beast,,,,,graphics/3d/hats/hats.SUP,helmet_grandvisor,graphics/3d/hats/female_hats.SUP,helmet_grandvisor,graphics/3d/hats/textures/helmet_grandvisor.png,graphics/3d/hats/textures/helmet_grandvisor.png,,
Traveller's Helmet,Helmet,Large,14,Epic,TRUE,TRUE,of the Thug,,,,,graphics/3d/hats/hats.SUP,helmet_multieye,graphics/3d/hats/female_hats.SUP,helmet_multieye,graphics/3d/hats/textures/helmet_multieye.png,graphics/3d/hats/textures/helmet_multieye.png,,
Steel Helmet,Helmet,Large,15,Epic,,TRUE,of the Judgment,,,,,graphics/3d/hats/hats.SUP,helmet_pilot,graphics/3d/hats/female_hats.SUP,helmet_pilot,graphics/3d/hats/textures/helmet_pilot.png,graphics/3d/hats/textures/helmet_pilot.png,,
Custom Built Helmet,Helmet,Large,16,Epic,TRUE,TRUE,of the Thug,,,,,graphics/3d/hats/hats.SUP,helmet_predator,graphics/3d/hats/female_hats.SUP,helmet_predator,graphics/3d/hats/textures/helmet_predator.png,graphics/3d/hats/textures/helmet_predator.png,,
Feel Good Beats,Helmet,Large,18,Epic,TRUE,TRUE,of the Beast,,,,,graphics/3d/hats/hats.SUP,helmet_spy,graphics/3d/hats/female_hats.SUP,helmet_spy,graphics/3d/hats/textures/helmet_spy.png,graphics/3d/hats/textures/helmet_spy.png,,
Aggro Beats,Helmet,Large,20,Epic,TRUE,TRUE,of the Judgment,,,,,graphics/3d/hats/hats.SUP,helmet_wings,graphics/3d/hats/female_hats.SUP,helmet_wings,graphics/3d/hats/textures/helmet_wings.png,graphics/3d/hats/textures/helmet_wings.png,,
Wrecking Crew Beats,Headgear,Large,22,Epic,TRUE,TRUE,of the Thug,,,,,graphics/3d/hats/hats.SUP,headset,graphics/3d/hats/female_hats.SUP,headset,graphics/3d/hats/textures/headset_2.png,graphics/3d/hats/textures/headset_2.png,,
Dominator Beats,Helmet,Large,24,Epic,TRUE,TRUE,of the Judgment,,,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_army_skin_m.png,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_army_skin_f.png,graphics/3d/hats/hats.SUP,hat_constructionhelmet001,graphics/3d/hats/female_hats.SUP,hat_constructionhelmet001,graphics/3d/hats/textures/hat_constructionhelmet_police.png,graphics/3d/hats/textures/hat_constructionhelmet_police.png,,
World Beater Beats,Cowboy Hat,Large,26,Epic,TRUE,TRUE,of the Thug,,,,,graphics/3d/hats/hats.SUP,headset,graphics/3d/hats/female_hats.SUP,headset,graphics/3d/hats/textures/headset_2.png,graphics/3d/hats/textures/headset_2.png,,
Universal Beats,Cowboy Hat,Large,28,Epic,TRUE,TRUE,of the Beast,,,,,graphics/3d/hats/hats.SUP,headset,graphics/3d/hats/female_hats.SUP,headset,graphics/3d/hats/textures/headset_2.png,graphics/3d/hats/textures/headset_2.png,,
Beatless,Cowboy Hat,Large,30,Epic,TRUE,TRUE,of the Thug,,,,,graphics/3d/hats/hats.SUP,headset,graphics/3d/hats/female_hats.SUP,headset,graphics/3d/hats/textures/headset_2.png,graphics/3d/hats/textures/headset_2.png,,
Can Can Cans,Cowboy Hat,Large,30,Epic,,TRUE,of the Judgment,,,,,graphics/3d/hats/hats.SUP,headset,graphics/3d/hats/female_hats.SUP,headset,graphics/3d/hats/textures/headset_2.png,graphics/3d/hats/textures/headset_2.png,,
Plated Cowboy Hat,Cowboy Hat,Small,30,Epic,,TRUE,of the Assassin,,,graphics/3d/hats/on_skin_textures/hat_western_c_skin.png,graphics/3d/hats/on_skin_textures/hat_western_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_c,graphics/3d/hats/female_hats.SUP,hat_western_c,graphics/3d/hats/textures/hat_western_c_3.png,graphics/3d/hats/textures/hat_western_c_3.png,,
Riot Face,Helmet,Large,30,Epic,,TRUE,of the Judgment,,,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_army_skin_m.png,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_army_skin_f.png,graphics/3d/hats/hats.SUP,hat_constructionhelmet001,graphics/3d/hats/female_hats.SUP,hat_constructionhelmet001,graphics/3d/hats/textures/hat_constructionhelmet_army_3.png,graphics/3d/hats/textures/hat_constructionhelmet_army_3.png,,
Lava-forged Helmet,Headgear,Large,30,Rare,,TRUE,of the Judgment,,1,,,graphics/3d/hats/hats.SUP,helmet_gasmask,graphics/3d/hats/female_hats.SUP,helmet_gasmask,graphics/3d/hats/textures/helmet_gasmask.png,graphics/3d/hats/textures/helmet_gasmask.png,,
Lava-tempered Helmet,Cowboy Hat,Small,30,Rare,,TRUE,of Rationality,,1,,,graphics/3d/hats/hats.SUP,helmet_grandvisor,graphics/3d/hats/female_hats.SUP,helmet_grandvisor,graphics/3d/hats/textures/helmet_grandvisor.png,graphics/3d/hats/textures/helmet_grandvisor.png,,
Crimson Skull,Helmet,Small,30,Epic,TRUE,TRUE,of the Assassin,,2,,,graphics/3d/hats/hats.SUP,helmet_droid,graphics/3d/hats/female_hats.SUP,helmet_droid,graphics/3d/hats/textures/helmet_droid.png,graphics/3d/hats/textures/helmet_droid.png,,
Yee-haw!,Cowboy Hat,Small,30,Epic,TRUE,TRUE,of the Ambusher,,3,,,graphics/3d/hats/hats.SUP,helmet_gasmask,graphics/3d/hats/female_hats.SUP,helmet_gasmask,graphics/3d/hats/textures/helmet_gasmask.png,graphics/3d/hats/textures/helmet_gasmask.png,,
Titanium Star,Cowboy Hat,Large,30,Epic,TRUE,TRUE,of the Thug,,2,graphics/3d/hats/on_skin_textures/hat_western_c_skin.png,graphics/3d/hats/on_skin_textures/hat_western_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_c,graphics/3d/hats/female_hats.SUP,hat_western_c,graphics/3d/hats/textures/hat_western_c_3.png,graphics/3d/hats/textures/hat_western_c_3.png,,
Meteor Shelter,Helmet,Large,30,Epic,TRUE,TRUE,of the Judgment,,3,,,graphics/3d/hats/hats.SUP,helmet_grandvisor,graphics/3d/hats/female_hats.SUP,helmet_grandvisor,graphics/3d/hats/textures/helmet_grandvisor.png,graphics/3d/hats/textures/helmet_grandvisor.png,,
Botmask Helmet,Helmet,Small,20,Epic,,TRUE,of Rationality,,,,,graphics/3d/hats/hats.SUP,helmet_botmask,graphics/3d/hats/female_hats.SUP,helmet_botmask,graphics/3d/hats/textures/helmet_botmask.png,graphics/3d/hats/textures/helmet_botmask.png,,
Cyborg Helmet,Helmet,Small,25,Epic,TRUE,TRUE,of the Assassin,,,,,graphics/3d/hats/hats.SUP,helmet_cyborg,graphics/3d/hats/female_hats.SUP,helmet_cyborg,graphics/3d/hats/textures/helmet_cyborg.png,graphics/3d/hats/textures/helmet_cyborg.png,,
Droid Helmet,Helmet,Small,30,Epic,TRUE,TRUE,of the Ambusher,,3,,,graphics/3d/hats/hats.SUP,helmet_droid,graphics/3d/hats/female_hats.SUP,helmet_droid,graphics/3d/hats/textures/helmet_droid.png,graphics/3d/hats/textures/helmet_droid.png,,
Gasbooster Helmet,Helmet,Small,20,Epic,,TRUE,of the Hunter,,,,,graphics/3d/hats/hats.SUP,helmet_gasmask,graphics/3d/hats/female_hats.SUP,helmet_gasmask,graphics/3d/hats/textures/helmet_gasmask.png,graphics/3d/hats/textures/helmet_gasmask.png,,
Grandvisor Helmet,Helmet,Small,25,Epic,TRUE,TRUE,of the Assassin,,,,,graphics/3d/hats/hats.SUP,helmet_grandvisor,graphics/3d/hats/female_hats.SUP,helmet_grandvisor,graphics/3d/hats/textures/helmet_grandvisor.png,graphics/3d/hats/textures/helmet_grandvisor.png,,
Multieye Helmet,Helmet,Small,30,Epic,TRUE,TRUE,of the Hunter,,3,,,graphics/3d/hats/hats.SUP,helmet_multieye,graphics/3d/hats/female_hats.SUP,helmet_multieye,graphics/3d/hats/textures/helmet_multieye.png,graphics/3d/hats/textures/helmet_multieye.png,,
Pilot Helmet,Helmet,Large,20,Epic,,TRUE,of the Thug,,,,,graphics/3d/hats/hats.SUP,helmet_pilot,graphics/3d/hats/female_hats.SUP,helmet_pilot,graphics/3d/hats/textures/helmet_pilot.png,graphics/3d/hats/textures/helmet_pilot.png,,
Predator Helmet,Helmet,Large,25,Epic,,TRUE,of the Beast,,,,,graphics/3d/hats/hats.SUP,helmet_predator,graphics/3d/hats/female_hats.SUP,helmet_predator,graphics/3d/hats/textures/helmet_predator.png,graphics/3d/hats/textures/helmet_predator.png,,
Spy Helmet,Helmet,Large,28,Epic,TRUE,TRUE,of the Thug,,2,,,graphics/3d/hats/hats.SUP,helmet_spy,graphics/3d/hats/female_hats.SUP,helmet_spy,graphics/3d/hats/textures/helmet_spy.png,graphics/3d/hats/textures/helmet_spy.png,,
Winged Helmet,Helmet,Large,30,Epic,TRUE,TRUE,of the Judgment,,3,,,graphics/3d/hats/hats.SUP,helmet_wings,graphics/3d/hats/female_hats.SUP,helmet_wings,graphics/3d/hats/textures/helmet_wings.png,graphics/3d/hats/textures/helmet_wings.png,,
Small GepX Tinfoiled Stetson,Brimmed Hat,Small,1,Epic,,TRUE,of the Beast,,,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/tinfoil.png,graphics/3d/hats/textures/tinfoil.png,,
Large GepX Tinfoiled Stetson,Brimmed Hat,Large,1,Epic,,TRUE,of Rationality,,,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures//tinfoil.png,graphics/3d/hats/textures//tinfoil.png,,
Science Cowboyhat of Brains,Cowboy Hat,Small,30,Epic,,TRUE,of Rationality,,,graphics/3d/hats/on_skin_textures/hat_western_c_skin.png,graphics/3d/hats/on_skin_textures/hat_western_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_c,graphics/3d/hats/female_hats.SUP,hat_western_c,graphics/3d/hats/textures/hat_western_c_3.png,graphics/3d/hats/textures/hat_western_c_3.png,,
Science Cowboycap of Brains,Cowboy Hat,Large,30,Epic,,TRUE,of the Thug,,,graphics/3d/hats/on_skin_textures/hat_western_c_skin.png,graphics/3d/hats/on_skin_textures/hat_western_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_c,graphics/3d/hats/female_hats.SUP,hat_western_c,graphics/3d/hats/textures/hat_western_c_3.png,graphics/3d/hats/textures/hat_western_c_3.png,,
Loglady Hat,Brimmed Hat,Small,1,Common,,TRUE,,,,graphics/3d/hats/on_skin_textures/hat_street_a_skin.png,graphics/3d/hats/on_skin_textures/hat_street_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_a,graphics/3d/hats/female_hats.SUP,hat_street_a,graphics/3d/hats/textures/hat_street_a.png,graphics/3d/hats/textures/hat_street_c.png,,
Bebop,Hat,Small,30,Uncommon,,TRUE,of the Hunter,,,graphics/3d/hats/on_skin_textures/hat_jazz_skin.png,graphics/3d/hats/on_skin_textures/hat_jazz_skin_f.png,graphics/3d/hats/hats.SUP,hat_jazz,graphics/3d/hats/female_hats.SUP,hat_jazz,graphics/3d/hats/textures/hat_jazz.png,graphics/3d/hats/textures/hat_jazz.png,,
M-Base,Hat,Small,30,Uncommon,,TRUE,of the Troublemaker,,,graphics/3d/hats/on_skin_textures/hat_jazz_skin.png,graphics/3d/hats/on_skin_textures/hat_jazz_skin_f.png,graphics/3d/hats/hats.SUP,hat_jazz,graphics/3d/hats/female_hats.SUP,hat_jazz,graphics/3d/hats/textures/hat_jazz.png,graphics/3d/hats/textures/hat_jazz.png,,
Acid Jazz,Hat,Small,30,Uncommon,,TRUE,of the Assassin,,,graphics/3d/hats/on_skin_textures/hat_jazz_skin.png,graphics/3d/hats/on_skin_textures/hat_jazz_skin_f.png,graphics/3d/hats/hats.SUP,hat_jazz,graphics/3d/hats/female_hats.SUP,hat_jazz,graphics/3d/hats/textures/hat_jazz.png,graphics/3d/hats/textures/hat_jazz.png,,
Dixieland,Hat,Small,30,Uncommon,,TRUE,of Capacity,,,graphics/3d/hats/on_skin_textures/hat_jazz_skin.png,graphics/3d/hats/on_skin_textures/hat_jazz_skin_f.png,graphics/3d/hats/hats.SUP,hat_jazz,graphics/3d/hats/female_hats.SUP,hat_jazz,graphics/3d/hats/textures/hat_jazz.png,graphics/3d/hats/textures/hat_jazz.png,,
Hoodoo,Mask,Small,30,Rare,,TRUE,of Rationality,,,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull.png,graphics/3d/hats/on_skin_textures/voodoo_mask_black_skull_female.png,,,,,,,,
Roots,Reggae Hat,Small,30,Rare,,TRUE,of the Painmaker,,,graphics/3d/hats/on_skin_textures/hat_street_b_skin.png,graphics/3d/hats/on_skin_textures/hat_street_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_b,graphics/3d/hats/female_hats.SUP,hat_street_b,graphics/3d/hats/textures/hat_street_b.png,graphics/3d/hats/textures/hat_street_b.png,,
Fort Yuma,Cowboy Hat,Small,30,Rare,,TRUE,of the Predator,,,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,,
Buddha Guard,Helmet,Small,30,Epic,,TRUE,of Rationality,,,,,graphics/3d/hats/hats.SUP,helmet_grandvisor,graphics/3d/hats/female_hats.SUP,helmet_grandvisor,graphics/3d/hats/textures/helmet_grandvisor.png,graphics/3d/hats/textures/helmet_grandvisor.png,,
Confession Armor,Helmet,Small,30,Epic,,TRUE,of the Painmaker,,1,,,graphics/3d/hats/hats.SUP,helmet_botmask,graphics/3d/hats/female_hats.SUP,helmet_botmask,graphics/3d/hats/textures/helmet_botmask.png,graphics/3d/hats/textures/helmet_botmask.png,,
Daath Guard,Helmet,Small,30,Epic,,TRUE,of the Predator,,2,,,graphics/3d/hats/hats.SUP,helmet_cyborg,graphics/3d/hats/female_hats.SUP,helmet_cyborg,graphics/3d/hats/textures/helmet_cyborg.png,graphics/3d/hats/textures/helmet_cyborg.png,,
Bounce,Felt Hat,Small,30,Uncommon,,TRUE,of Health,,,graphics/3d/hats/on_skin_textures/hat_brimmed_a_skin.png,graphics/3d/hats/on_skin_textures/hat_brimmed_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_brimmed_a,graphics/3d/hats/female_hats.SUP,hat_brimmed_a,graphics/3d/hats/textures/hat_brimmed_a.png,graphics/3d/hats/textures/hat_brimmed_a.png,,
Wonky,Sombrero,Small,30,Uncommon,,TRUE,of Brightness,,,graphics/3d/hats/on_skin_textures/hat_sombrero_skin.png,graphics/3d/hats/on_skin_textures/hat_sombrero_skin_f.png,graphics/3d/hats/hats.SUP,hat_sombrero,graphics/3d/hats/female_hats.SUP,hat_sombrero,graphics/3d/hats/textures/hat_sombrero.png,graphics/3d/hats/textures/hat_sombrero.png,,
Glitch,Helmet,Small,30,Uncommon,,TRUE,of Rationality,,,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_skin.png,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_skin_f.png,graphics/3d/hats/hats.SUP,hat_constructionhelmet001,graphics/3d/hats/female_hats.SUP,hat_constructionhelmet001,graphics/3d/hats/textures/hat_constructionhelmet.png,graphics/3d/hats/textures/hat_constructionhelmet.png,,
Godfather,Fedora Hat,Small,30,Uncommon,,TRUE,of Intuition,,,graphics/3d/hats/on_skin_textures/hat_gangster_skin.png,graphics/3d/hats/on_skin_textures/hat_gangster_skin_f.png,graphics/3d/hats/hats.SUP,hat_gangster,graphics/3d/hats/female_hats.SUP,hat_gangster,graphics/3d/hats/textures/hat_gangster.png,graphics/3d/hats/textures/hat_gangster.png,,
Steppa,Reggae Hat,Small,30,Rare,,TRUE,of the Legend,,,graphics/3d/hats/on_skin_textures/hat_street_b_skin.png,graphics/3d/hats/on_skin_textures/hat_street_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_b,graphics/3d/hats/female_hats.SUP,hat_street_b,graphics/3d/hats/textures/hat_street_b.png,graphics/3d/hats/textures/hat_street_b.png,,
Burrito,Cap,Small,30,Rare,,TRUE,of Brightness,,,graphics/3d/hats/on_skin_textures/hat_cap_a_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_a,graphics/3d/hats/female_hats.SUP,hat_cap_a,graphics/3d/hats/textures/hat_cap_a_black.png,graphics/3d/hats/textures/hat_cap_a_black.png,,
