Name,Tags,Resource,ExportName,Width,Height,BlocksLineOfSight,FadeToTransparent,Effect,ShadowSize,ShadowBlur,ShadowAlpha,AnimationSound,ActiveEffect,ActiveEffectX,ActiveEffectY,Passable,RespawnDuration
Stripclub_Sofa_Convex_03,furniture bar,graphics/decos/strip_club_indoors/stripclub.swf,Stripclub_Sofa_Convex_03,3,3,true,,,1,,,,,,,,
Stripclub_Speaker_01,furniture bar UPDATE,graphics/decos/strip_club_indoors/stripclub.swf,Stripclub_Speaker_01,1,1,,,,2,,,,,,,,
Stripclub_Speaker_Elements_01,furniture bar UPDATE,graphics/decos/strip_club_indoors/stripclub.swf,Stripclub_Speaker_Elements_01,1,1,,,,2,,,,,,,,
Stripclub_Spotlight_01,furniture bar,graphics/decos/strip_club_indoors/stripclub.swf,Stripclub_Spotlight_01,1,1,,,,,,,,,,,,
Stripclub_Spotlight_02,furniture bar,graphics/decos/strip_club_indoors/stripclub.swf,Stripclub_Spotlight_02,1,1,,,,-1,,,,,,,,
Stripclub__0002_Stripclub_Stage_Part_01,furniture bar UPDATE,graphics/decos/strip_club_indoors/stripclub.swf,Stripclub__0002_Stripclub_Stage_Part_01,5,3,,,,1,,,,,,,,
Stripclub__0006_Stripclub_Stage_Part_02,furniture bar UPDATE,graphics/decos/strip_club_indoors/stripclub.swf,Stripclub__0006_Stripclub_Stage_Part_02,5,3,,,,1,,,,,,,,
Stripclub_Standing_Lamp_01,bar lamp UPDATE,graphics/decos/strip_club_indoors/stripclub.swf,Stripclub_Standing_Lamp_01,1,1,,,,-1,,,,,,,,
Stripclub_Standing_Lamp_02,bar lamp UPDATE,graphics/decos/strip_club_indoors/stripclub.swf,Stripclub_Standing_Lamp_02,1,1,,,,-1,,,,,,,,
Stripclub_Standing_Lamp_03,bar lamp UPDATE,graphics/decos/strip_club_indoors/stripclub.swf,Stripclub_Standing_Lamp_03,1,1,,,,-1,,,,,,,,
Stripclub_Stool,furniture bar,graphics/decos/strip_club_indoors/stripclub.swf,Stripclub_Stool,1,1,,,,,,,,,,,,
Stripclub_Stripper_Pole,furniture bar,graphics/decos/strip_club_indoors/stripclub.swf,Stripclub_Stripper_Pole,1,1,,,,-2,,,,,,,,
Stripclub_Table_Large,furniture bar,graphics/decos/strip_club_indoors/stripclub.swf,Stripclub_Table_Large,2,3,,,,-1,3,,,,,,,
Stripclub_Table_Prop_01,bar prop,graphics/decos/strip_club_indoors/stripclub.swf,Stripclub_Table_Prop_01,1,1,,,,-2,,,,,,,,
Stripclub_Table_Small,furniture bar,graphics/decos/strip_club_indoors/stripclub.swf,Stripclub_Table_Small,1,1,,,,0,2,,,,,,,
Scraper2,building beach,graphics/decos/buildings_beach_boulevard/scrapers_and_deco_houses.swf,Scraper2,17,9,TRUE,TRUE,,-1,,,,,,,,
fence_concrete_w_rail_corner_back,fence,graphics/decos/fences/fences.swf,fence_concrete_w_rail_corner_back,2,2,,TRUE,,,1,,,,,,,
fence_concrete_w_rail_corner_front,fence,graphics/decos/fences/fences.swf,fence_concrete_w_rail_corner_front,2,2,,TRUE,,,1,,,,,,,
fence_concrete_w_rail_corner_left,fence,graphics/decos/fences/fences.swf,fence_concrete_w_rail_corner_left,2,2,,TRUE,,,1,,,,,,,
fence_concrete_w_rail_straight,fence,graphics/decos/fences/fences.swf,fence_concrete_w_rail_straight,4,1,,TRUE,,-1,2,,,,,,,
fence_metal_front,fence,graphics/decos/fences/fences.swf,fence_metal_front,1,1,,,,-3,,,,,,,,
fence_concrete_corner_back,fence UPDATE,graphics/decos/fences/fences.swf,fence_concrete_corner_back,2,2,,,,-1,,,,,,,,
fence_concrete_corner_front,fence UPDATE,graphics/decos/fences/fences.swf,fence_concrete_corner_front,2,2,,,,-2,,,,,,,,
fence_concrete_corner_right,fence UPDATE,graphics/decos/fences/fences.swf,fence_concrete_corner_right,2,2,,,,-2,,,,,,,,
fence_concrete_middle,fence UPDATE,graphics/decos/fences/fences.swf,fence_concrete_middle,1,3,,,,-1,2,,,,,,,
fence_steel_corner_back,fence,graphics/decos/fences/fences.swf,fence_steel_corner_back,1,1,,,,-1,,,,,,,,
fence_steel_corner_front,fence,graphics/decos/fences/fences.swf,fence_steel_corner_front,1,1,,,,-1,,,,,,,,
fence_steel_corner_left,fence,graphics/decos/fences/fences.swf,fence_steel_corner_left,,,,,,-1,,,,,,,,
fence_steel_left_straight_back,fence,graphics/decos/fences/fences.swf,fence_steel_left_straight_back,2,,,,,-2,,,,,,,,
fence_steel_left_straight_front,fence,graphics/decos/fences/fences.swf,fence_steel_left_straight_front,2,,,,,-2,,,,,,,,
fence_steel_middle_back,fence,graphics/decos/fences/fences.swf,fence_steel_middle_back,2,,,,,-2,,,,,,,,
fence_steel_middle_front,fence,graphics/decos/fences/fences.swf,fence_steel_middle_front,2,,,,,-2,,,,,,,,
fence_stone_straight1,fence,graphics/decos/fences/fences.swf,fence_stone_straight1,2,,,,,-2,,,,,,,,
fence_stone_straight2,fence,graphics/decos/fences/fences.swf,fence_stone_straight2,2,,,,,-2,,,,,,,,
fence_turq_deco_straight,fence REMOVE,graphics/decos/fences/fences.swf,fence_turq_deco_straight,2,,,,,-2,2,,,,,,,
fence_highway_front,fence highway road,graphics/decos/fences/fences.swf,fence_highway_front,1,3,,,,-3,,,,,,,,
fence_highway_back,fence highway road,graphics/decos/fences/fences.swf,fence_highway_back,1,3,,,,-3,,,,,,,,
Warehouse2_Big,warehouse building UPDATE,graphics/decos/buildings/warehouse2.swf,Warehouse2_Big,22,10,TRUE,TRUE,,2,3,,,,,,,
Warehouse2_Med,warehouse building UPDATE,graphics/decos/buildings/warehouse2.swf,Warehouse2_Med,10,14,TRUE,TRUE,,3,3,,,,,,,
Warehouse2_Small1,warehouse building UPDATE,graphics/decos/buildings/warehouse2.swf,Warehouse2_Small1,10,6,TRUE,TRUE,,2,3,,,,,,,
Warehouse2_Small3,warehouse building UPDATE,graphics/decos/buildings/warehouse2.swf,Warehouse2_Small3,6,10,TRUE,TRUE,,2,3,,,,,,,
Warehouse2_Small4,warehouse building UPDATE,graphics/decos/buildings/warehouse2.swf,Warehouse2_Small4,10,6,TRUE,TRUE,,2,3,,,,,,,
Basement_Entrance_1,basement,graphics/decos/basement_fire_escape/basement_entrance.swf,Basement_Entrance_1,9,4,,,,-9,2,,,,,,,
Basement_Entrance_2,basement,graphics/decos/basement_fire_escape/basement_entrance.swf,Basement_Entrance_2,9,4,,,,-9,2,,,,,,,
GateBooth_Gate,docks gate UPDATE,graphics/decos/train_yard/gate_booth.swf,GateBooth_Gate,7,1,,,,-4,,,,,,,,
GateBooth2_Booth,docks gate industrial,graphics/decos/train_yard/gate_booth.swf,GateBooth2_Booth,3,3,TRUE,TRUE,,1,,,,,,,,
GateBooth2_Gate,docks gate industrial,graphics/decos/train_yard/gate_booth.swf,GateBooth2_Gate,7,1,,,,-2,2,,,,,,,
Downtown_White1,downtown building UPDATE,graphics/decos/buildings_downtown/downtown_6_white_highrise.swf,Downtown_White1,14,13,TRUE,TRUE,,3,3,,,,,,,
Downtown_White2,downtown building UPDATE,graphics/decos/buildings_downtown/downtown_6_white_highrise.swf,Downtown_White2,12,12,TRUE,TRUE,,3,4,,,,,,,
Downtown_White3,downtown building UPDATE,graphics/decos/buildings_downtown/downtown_6_white_highrise.swf,Downtown_White3,13,10,TRUE,TRUE,,3,5,,,,,,,
Downtown_Brick1,downtown building UPDATE,graphics/decos/buildings_downtown/downtown_brick_house.swf,Downtown_Brick1,14,14,TRUE,TRUE,,4,7,,,,,,,
Downtown_Brick2,downtown building UPDATE,graphics/decos/buildings_downtown/downtown_brick_house.swf,Downtown_Brick2,14,14,TRUE,TRUE,,3,3,,,,,,,
Downtown_Brick3,downtown building UPDATE,graphics/decos/buildings_downtown/downtown_brick_house.swf,Downtown_Brick3,21,12,TRUE,TRUE,,1,2,,,,,,,
Downtown_Brick4,downtown building UPDATE,graphics/decos/buildings_downtown/downtown_brick_house.swf,Downtown_Brick4,14,14,TRUE,TRUE,,2,3,,,,,,,
Labycore_3floor_01,labycore building modern,graphics/decos/buildings_modern/buildings_modern01.swf,labycore_3floor_01,21,12,TRUE,TRUE,,3,3,,,,,,,
Labycore_3floor_02,labycore building modern,graphics/decos/buildings_modern/buildings_immigration.swf,labycore_3floor_02,21,12,TRUE,TRUE,,3,3,,,,,,,
Labycore_highrise_01,labycore building modern,graphics/decos/buildings_modern/buildings_modern01.swf,labycore_highrise_01,15,9,TRUE,TRUE,,3,3,,,,,,,
Labycore_highrise_02,labycore building modern,graphics/decos/buildings_modern/buildings_modern01.swf,labycore_highrise_02,11,22,TRUE,TRUE,,3,3,,,,,,,
Labycore_highrise_03,labycore building modern,graphics/decos/buildings_modern/buildings_modern01.swf,labycore_highrise_03,12,10,TRUE,TRUE,,3,3,,,,,,,
Labycore_highrise_04,labycore building modern,graphics/decos/buildings_modern/buildings_modern01.swf,labycore_highrise_04,15,13,TRUE,TRUE,,-2,3,,,,,,,
Labycore_highrise_05,labycore building modern,graphics/decos/buildings_modern/buildings_modern01.swf,labycore_highrise_05,12,9,TRUE,TRUE,,3,3,,,,,,,
caterpillar_front,construction,graphics/decos/construction/construction_machines.swf,caterpillar_front,4,6,TRUE,true,,1,3,,,,,,,
caterpillar_back,construction,graphics/decos/construction/construction_machines.swf,caterpillar_back,4,6,TRUE,true,,1,3,,,,,,,
forklift_front,construction,graphics/decos/construction/construction_machines.swf,forklift_front,2,6,,,,-1,3,,,,,,,
cable_reel_1,construction,graphics/decos/construction/construction_decor.swf,cable_reel_1,2,2,TRUE,,,-1,3,,,,,,,
brickpile_gray2,construction,graphics/decos/construction/construction_decor.swf,brickpile_gray2,2,2,TRUE,,,2,5,,,,,,,
brickpile_gray1,construction,graphics/decos/construction/construction_decor.swf,brickpile_gray1,2,2,,,,2,1,,,,,,,
cable_reel_2,construction,graphics/decos/construction/construction_decor.swf,cable_reel_2,2,2,,,,-1,3,,,,,,,
brickpile_1,construction,graphics/decos/construction/construction_decor.swf,brickpile_1,2,2,,,,2,4,,,,,,,
brickpile_2,construction,graphics/decos/construction/construction_decor.swf,brickpile_2,2,2,,,,1,3,,,,,,,
planks_1,construction,graphics/decos/construction/construction_decor.swf,planks_1,3,3,,,,-3,5,,,,,,TRUE,
planks_2,construction,graphics/decos/construction/construction_decor.swf,planks_2,2,2,,,,-2,6,,,,,,TRUE,
dumbster_street1,street,graphics/decos/street/street_generic.swf,dumbster_street1,6,4,TRUE,,,,3,,,,,,,
dumbster_street2,street,graphics/decos/street/street_generic.swf,dumbster_street2,6,4,TRUE,,,-1,3,,,,,,,
electric_pole1,street,graphics/decos/street/street_generic.swf,electric_pole1,,,,,,-2,,,,,,,,
electric_pole2,street,graphics/decos/street/street_generic.swf,electric_pole2,,,,,,-2,,,,,,,,
basketball_hoop_street_front,street,graphics/decos/street/street_generic.swf,basketball_hoop_street_front,1,1,,,,,3,,,,,,,
basketball_hoop_street_back,street,graphics/decos/street/street_generic.swf,basketball_hoop_street_back,,,,,,,3,,,,,,,
hotdog_stand1,street,graphics/decos/street/street_generic.swf,hotdog_stand1,1,2,,,,,2,,,,,,,
hotdog_stand2,street,graphics/decos/street/street_generic.swf,hotdog_stand2,1,2,,,,,2,,,,,,,
trash_bin_white,street UPDATE,graphics/decos/street/street_generic.swf,trash_bin_white,,,,,,,3,,,,,,,
trash_bin_green,street UPDATE,graphics/decos/street/street_generic.swf,trash_bin_green,1,1,,,,1,2,,,,,,,
spraycans_2,street,graphics/decos/street/street_generic.swf,spraycans_2,1,1,,,,,4,,,,,,,
spraycans_1,street,graphics/decos/street/street_generic.swf,spraycans_1,,,,,,,1,,,,,,,
shopping_cart_3,street,graphics/decos/street/street_generic.swf,shopping_cart_3,1,1,,,,1,6,,,,,,,
shopping_cart_2,street,graphics/decos/street/street_generic.swf,shopping_cart_2,,,,,,,3,,,,,,,
shopping_cart_1,street,graphics/decos/street/street_generic.swf,shopping_cart_1,1,1,,,,,7,,,,,,,
newspaperbooth1,street,graphics/decos/street/street_generic.swf,newspaperbooth1,1,1,,,,1,2,,,,,,,
newspaperbooth2,street,graphics/decos/street/street_generic.swf,newspaperbooth2,,,,,,,,,,,,,,
newspaperbooth3,street,graphics/decos/street/street_generic.swf,newspaperbooth3,1,1,,,,1,3,,,,,,,
newspaperbooth4,street,graphics/decos/street/street_generic.swf,newspaperbooth4,,,,,,1,5,,,,,,,
newspaperbooth4_back,street,graphics/decos/street/street_generic.swf,newspaperbooth4_back,,,,,,1,,,,,,,,
dumpster_front_open,street,graphics/decos/street/street_generic.swf,dumpster_front_open,1,2,,,,4,7,,,,,,,
dumpster_front_open_rotated,street,graphics/decos/street/street_generic.swf,dumpster_front_open_rotated,1,2,,,,6,6,,,,,,,
dumpster_front,street,graphics/decos/street/street_generic.swf,dumpster_front,1,2,,,,2,3,,,,,,,
dumpster_back,street,graphics/decos/street/street_generic.swf,dumpster_back,1,2,,,,3,1,,,,,,,
dumpster_back_open,street,graphics/decos/street/street_generic.swf,dumpster_back_open,1,2,,,,3,3,,,,,,,
homeless_hut1_front,street,graphics/decos/street/street_homeless.swf,homeless_hut1_front,2,4,,,,-4,2,,,,,,,
homeless_hut1_back,street,graphics/decos/street/street_homeless.swf,homeless_hut1_back,2,4,,,,-4,2,,,,,,,
homeless_hut2_front,street,graphics/decos/street/street_homeless.swf,homeless_hut2_front,2,2,,,,,2,,,,,,,
homeless_hut2_back,street,graphics/decos/street/street_homeless.swf,homeless_hut2_back,2,2,,,,,2,,,,,,,
rooftop_entrance_front2,rooftop RETOUCH,graphics/decos/rooftop/rooftop_generic.swf,rooftop_entrance_front2,4,7,TRUE,TRUE,,-2,,,,,,,,
rooftop_entrance_back2,rooftop RETOUCH,graphics/decos/rooftop/rooftop_generic.swf,rooftop_entrance_back2,7,4,TRUE,TRUE,,-2,,,,,,,,
rooftop_watertower_front,rooftop,graphics/decos/rooftop/rooftop_generic.swf,rooftop_watertower_front,4,4,,TRUE,,-2,2,,,,,,,
rooftop_watertower_back,rooftop,graphics/decos/rooftop/rooftop_generic.swf,rooftop_watertower_back,4,4,,TRUE,,-2,2,,,,,,,
roof_dish_1,rooftop,graphics/decos/rooftop/rooftop_generic.swf,roof_dish1,2,2,,TRUE,,-3,9,,,,,,,
roof_air_duct_1,rooftop,graphics/decos/rooftop/rooftop_generic.swf,roof_air_duct_1,1,1,,,,,2,,,,,,,
plant_box_high_middle,park RETOUCH,graphics/decos/park/plantboxes.swf,plant_box_high_middle,2,2,,,,1,2,,,,,,,
plant_box_high_end_round1,park RETOUCH,graphics/decos/park/plantboxes.swf,plant_box_high_end_round1,2,2,,,,-1,2,,,,,,,
plant_box_high_end_round2,park RETOUCH,graphics/decos/park/plantboxes.swf,plant_box_high_end_round2,2,2,,,,1,2,,,,,,,
plant_box_high_circle,park RETOUCH,graphics/decos/park/plantboxes.swf,plant_box_high_circle,2,2,,,,-1,2,,,,,,,
treebase,park RETOUCH,graphics/decos/park/plantboxes.swf,treebase,2,2,,,,-2,1,,,,,,true,
terrace_2_sunscreen_2_closed,beach,graphics/decos/beach_assets/beach_assets.swf,terrace_sunscreen_2_closed,1,1,,,,,4,,,,,,,
terrace_sunscreen_2,beach,graphics/decos/beach_assets/beach_assets.swf,terrace_sunscreen_2,1,1,,,,2,8,,,,,,,
terrace_sunscreen,beach,graphics/decos/beach_assets/beach_assets.swf,terrace_sunscreen,1,1,,,,2,7,,,,,,,
table_terrace,table beach,graphics/decos/beach_assets/beach_assets.swf,table_terrace,3,3,,,,-4,,,,,,,,
sun_chair_3_front,chair beac,graphics/decos/beach_assets/beach_assets.swf,sun_chair_3_front,1,3,,,,-1,2,,,,,,,
sun_chair_2_front,chair beach,graphics/decos/beach_assets/beach_assets.swf,sun_chair_2_front,1,3,,,,2,2,,,,,,,
sun_chair_2_back,chair beach,graphics/decos/beach_assets/beach_assets.swf,sun_chair_2_back,1,3,,,,,3,,,,,,,
sun_chair_1_front,chair beach,graphics/decos/beach_assets/beach_assets.swf,sun_chair_1_front,1,3,,,,1,2,,,,,,,
sun_chair_1_back,chair beach,graphics/decos/beach_assets/beach_assets.swf,sun_chair_1_back,1,3,,,,,2,,,,,,,
bench_turq_front,beach park,graphics/decos/beach_assets/beach_assets.swf,bench_turq_front,3,1,,,,,2,,,,,,,
bench_turq_back,beach park,graphics/decos/beach_assets/beach_assets.swf,bench_turq_back,3,1,,,,,2,,,,,,,
bench_marble,beach park,graphics/decos/beach_assets/beach_assets.swf,bench_marble,4,1,,,,,,,,,,,,
beachhouse2,beach building,graphics/decos/beach_assets/beach_assets.swf,beachhouse2,6,6,TRUE,TRUE,,1,7,,,,,,,
beachhouse1,beach building,graphics/decos/beach_assets/beach_assets.swf,beachhouse1,6,6,TRUE,TRUE,,,6,,,,,,,
welding_kit_1,industrial docks,graphics/decos/train_yard/industrial_common.swf,welding_kit_1,2,1,,,,1,,,,,,,,
welding_kit_2,industrial docks,graphics/decos/train_yard/industrial_common.swf,welding_kit_2,2,1,,,,1,,,,,,,,
trolley,industrial docks,graphics/decos/train_yard/industrial_common.swf,trolley,1,1,,,,,,,,,,,,
propane_tower,industrial docks RETOUCH,graphics/decos/train_yard/industrial_common.swf,propane_tower,4,4,TRUE,TRUE,,-3,9,,,,,,,
pallet_pile_1,industrial docks construction,graphics/decos/train_yard/industrial_common.swf,pallet_pile_1,3,3,,,,,6,,,,,,,
pallet_pile_2,industrial docks construction,graphics/decos/train_yard/industrial_common.swf,pallet_pile_2,2,2,,,,1,3,,,,,,,
pallet_1,industrial docks construction,graphics/decos/train_yard/industrial_common.swf,pallet_1,2,2,,,,,,,,,,,TRUE,
pallet_2,industrial docks construction,graphics/decos/train_yard/industrial_common.swf,pallet_2,2,2,,,,1,3,,,,,,TRUE,
pallet_3,industrial docks construction,graphics/decos/train_yard/industrial_common.swf,pallet_3,2,1,,,,-1,3,,,,,,,
forklift_trad,industrial docks construction,graphics/decos/train_yard/industrial_common.swf,forklift_trad,3,1,,,,,4,,,,,,,
laby_orange_pillar,sign labycore,graphics/decos/signs/signs_intro.swf,laby_orange_pillar_intro,1,2,TRUE,,,-3,3,,,,,,,
laby_pillar_big,sign labycore,graphics/decos/signs/signs_intro.swf,laby_pillar_big_intro,4,1,TRUE,TRUE,,1,9,,,,,,,
laby_rights_left,sign labycore,graphics/decos/signs/signs_labycore.swf,laby_rights_left,3,1,TRUE,,,,4,,,,,,,
videoscreen_front_high,sign screen RETOUCH,graphics/decos/video_screens/screens.swf,videoscreen_front_high,2,4,TRUE,TRUE,,-2,1,,,,,,,
videoscreen_front_higher,sign screen RETOUCH,graphics/decos/video_screens/screens.swf,videoscreen_front_higher,2,4,TRUE,TRUE,,-2,1,,,,,,,
videoscreen_back_high,sign screen RETOUCH,graphics/decos/video_screens/screens.swf,videoscreen_back_high,2,4,TRUE,TRUE,,-2,1,,,,,,,
videoscreen_back_higher,sign screen RETOUCH,graphics/decos/video_screens/screens.swf,videoscreen_back_higher,2,4,TRUE,TRUE,,-2,1,,,,,,,
pier_bumber1,docks pier,graphics/decos/docks/pier_water_items.swf,pier_bumber1,,,,,,,,,,,,,,
pier_bumber2,docks pier,graphics/decos/docks/pier_water_items.swf,pier_bumber2,,,,,,,,,,,,,,
conveyor_front,industrial,graphics/decos/train_yard/industrial_common.swf,conveyor_front,1,1,,,,,,,,,,,,
conveyor_back,industrial,graphics/decos/train_yard/industrial_common.swf,conveyor_back,1,1,,,,,,,,,,,,
conveyor_middle_1,industrial,graphics/decos/train_yard/industrial_common.swf,conveyor_middle_1,3,1,,,,,,,,,,,,
conveyor_middle_2,industrial,graphics/decos/train_yard/industrial_common.swf,conveyor_middle_2,3,1,,,,,,,,,,,,
jerrycan_1,industrial,graphics/decos/train_yard/industrial_common.swf,jerrycan_1,1,1,,,,,,,,,,,,
jerrycan_2,industrial,graphics/decos/train_yard/industrial_common.swf,jerrycan_2,1,1,,,,,,,,,,,,
toolbox_1,industrial,graphics/decos/train_yard/industrial_common.swf,toolbox_1,2,2,,,,-1,,,,,,,,
toolbox_2,industrial,graphics/decos/train_yard/industrial_common.swf,toolbox_2,1,1,,,,,,,,,,,,
sandbags_1,sandbag,graphics/decos/fences/fences.swf,sandbags_1,6,1,TRUE,,,3,7,,,,,,,
sandbags_2,sandbag,graphics/decos/fences/fences.swf,sandbags_2,5,1,,,,3,6,,,,,,,
sandbags_3,sandbag,graphics/decos/fences/fences.swf,sandbags_3,4,1,,,,2,9,,,,,,,
trash_bag_3,street trash,graphics/decos/street/street_generic.swf,trash_bag_3,1,1,,,,2,1,,,,,,,
trash_tire_1,street trash,graphics/decos/street/street_generic.swf,trash_tire_1,1,1,TRUE,,,2,,,,,,,,
big_crane_bottom,crane UPDATE,graphics/decos/construction/crane.swf,big_crane_bottom,4,13,,,,,10,,,,,,,
burning_barrel,barrel fire,graphics/decos/street/street_homeless.swf,burning_barrel,1,1,,,,1,4,,BarrelOnFire,,,,,
coil_front,powerplant,graphics/decos/power_plant/power_plant.swf,coil_front,8,2,,TRUE,,1,10,,,,,,,
coil_back,powerplant,graphics/decos/power_plant/power_plant.swf,coil_back,8,2,,TRUE,,,11,,,,,,,
compression_tank,powerplant,graphics/decos/power_plant/power_plant.swf,compression_tank,10,3,TRUE,TRUE,,,7,,,,,,,
double_tank_back,powerplant,graphics/decos/power_plant/power_plant.swf,double_tank_back,4,3,TRUE,TRUE,,4,6,,,,,,,
double_tank__front,powerplant,graphics/decos/power_plant/power_plant.swf,double_tank_front,4,3,TRUE,TRUE,,3,5,,,,,,,
gas_sphere,powerplant RETOUCH,graphics/decos/power_plant/power_plant.swf,gas_sphere,9,9,TRUE,TRUE,,1,29,,,,,,,
generator_1_back,powerplant,graphics/decos/power_plant/power_plant.swf,generator_1_back,8,4,TRUE,TRUE,,2,8,,,,,,,
generator_1_front,powerplant,graphics/decos/power_plant/power_plant.swf,generator_1_front,8,4,TRUE,TRUE,,2,8,,,,,,,
pipe_junction_back,powerplant,graphics/decos/power_plant/power_plant.swf,pipe_junction_back,6,2,,TRUE,,,6,,,,,,,
pipe_junction_front,powerplant,graphics/decos/power_plant/power_plant.swf,pipe_junction_front,6,2,,TRUE,,,7,,,,,,,
pp_controller_1,powerplant,graphics/decos/power_plant/power_plant.swf,pp_controller_1,1,3,TRUE,TRUE,,2,3,,,,,,,
pp_controller_2,powerplant,graphics/decos/power_plant/power_plant.swf,pp_controller_2,1,1,TRUE,TRUE,,2,2,,,,,,,
pp_controller_5,powerplant,graphics/decos/power_plant/power_plant.swf,pp_controller_5,1,2,TRUE,TRUE,,2,2,,,,,,,
curvy_sofa_back,furniture sofa,graphics/decos/interiors_common/interiors_common.swf,curvy_sofa_back,5,2,,,,-1,,,,,,,,
curvy_sofa_front,furniture sofa,graphics/decos/interiors_common/interiors_common.swf,curvy_sofa_front,4,2,,,,,,,,,,,,
desk_black,furniture table office,graphics/decos/interiors_common/interiors_common.swf,desk_black,4,1,,,,1,3,,,,,,,
desk_w_screens,table surveillance powerplant,graphics/decos/interiors_common/interiors_common.swf,desk_w_screens,5,2,TRUE,TRUE,,3,6,,,,,,,
floorlamp_black_1,light interior,graphics/decos/interiors_common/interiors_common.swf,floorlamp_black_1,1,1,,,,-1,,,,,,,,
floorlamp_black_2,light interior,graphics/decos/interiors_common/interiors_common.swf,floorlamp_black_2,1,1,,,,,,,,,,,,
light_pillar_black,light powerplant interior,graphics/decos/interiors_common/interiors_common.swf,light_pillar_black,1,1,,TRUE,,,,,,,,,,
light_pillar_white,light powerplant interior,graphics/decos/interiors_common/interiors_common.swf,light_pillar_white,1,1,,TRUE,,,,,,,,,,
loungechair_b_angled,furniture chair,graphics/decos/interiors_common/interiors_common.swf,loungechair_b_angled,2,2,,,,,2,,,,,,,
loungechair_b_front,furniture chair,graphics/decos/interiors_common/interiors_common.swf,loungechair_b_front,2,2,,,,-1,,,,,,,,
loungechair_b_back,furniture chair,graphics/decos/interiors_common/interiors_common.swf,loungechair_b_back,2,2,,,,-1,,,,,,,,
loungechair_w_angled_front,furniture chair,graphics/decos/interiors_common/interiors_common.swf,loungechair_w_angled_front,2,2,,,,,,,,,,,,
loungechair_w_front,furniture chair,graphics/decos/interiors_common/interiors_common.swf,loungechair_w_front,2,2,,,,-1,,,,,,,,
reception_bw_front,furniture table office,graphics/decos/interiors_common/interiors_common.swf,reception_bw_front,6,3,,,,5,3,,,,,,,
reception_bw3_front,furniture table office,graphics/decos/interiors_common/interiors_common.swf,reception_bw3_front,5,5,,,,6,6,,,,,,,
reception_bw3_back,furniture table office,graphics/decos/interiors_common/interiors_common.swf,reception_bw3_back,6,6,,,,-2,7,,,,,,,
reception_orange_back,furniture table office,graphics/decos/interiors_common/interiors_common.swf,reception_orange_back,6,3,,,,4,10,,,,,,,
reception_orange_front,furniture table office RETOUCH,graphics/decos/interiors_common/interiors_common.swf,reception_orange_front,6,3,,,,3,6,,,,,,,
table_touchscreen,furniture table office,graphics/decos/interiors_common/interiors_common.swf,table_touchscreen,2,2,,,,-1,4,,,,,,,
table_white_w_chairs,furniture table chair office,graphics/decos/interiors_common/interiors_common.swf,table_white_w_chairs,2,3,,,,-2,5,,,,,,,
workchair_1_back,chair office powerplant,graphics/decos/interiors_common/interiors_common.swf,workchair_1_back,1,1,,,,,,,,,,,,
workchair_1_front,chair office powerplant,graphics/decos/interiors_common/interiors_common.swf,workchair_1_front,1,1,,,,1,,,,,,,,
workchair_2_angled,furniture chair office,graphics/decos/interiors_common/interiors_common.swf,workchair_2_angled,1,1,,,,,,,,,,,,
workchair_2_back,furniture chair office,graphics/decos/interiors_common/interiors_common.swf,workchair_2_back,1,1,,,,1,,,,,,,,
workchair_3_front,furniture chair office,graphics/decos/interiors_common/interiors_common.swf,workchair_3_front,1,1,,,,1,,,,,,,,
workchair_3_back,furniture chair office,graphics/decos/interiors_common/interiors_common.swf,workchair_3_back,1,1,,,,1,,,,,,,,
computer_front,computer office labycore,graphics/decos/high_tech/computers_and_screen_graphics.swf,computer_front,6,2,TRUE,,,-9,3,,,,,,,
computer_back,computer office labycore,graphics/decos/high_tech/computers_and_screen_graphics.swf,computer_back,2,6,TRUE,,,-9,3,,,,,,,
computer_user_panel_front,computer office labycore,graphics/decos/high_tech/computers_and_screen_graphics.swf,computer_user_panel_front,1,1,,,,-3,1,,,,,,,
computer_user_panel_back,computer office labycore,graphics/decos/high_tech/computers_and_screen_graphics.swf,computer_user_panel_back,1,1,,,,-3,1,,,,,,,
pipefence_corner_back,fence powerplant,graphics/decos/power_plant/pipes.swf,pipefence_corner_back,2,2,TRUE,TRUE,,,,,,,,,,
pipefence_corner_right,fence powerplant,graphics/decos/power_plant/pipes.swf,pipefence_corner_right,2,2,TRUE,TRUE,,-3,3,,,,,,,
pipefence_corner_front,fence powerplant,graphics/decos/power_plant/pipes.swf,pipefence_corner_front,2,2,TRUE,TRUE,,-2,,,,,,,,
pipefence_straight,fence powerplant,graphics/decos/power_plant/pipes.swf,pipefence_straight,2,4,TRUE,TRUE,,,,,,,,,,
pipefence_end_front,fence powerplant,graphics/decos/power_plant/pipes.swf,pipefence_end_front,2,2,TRUE,TRUE,,,,,,,,,,
pipefence_end_back,fence powerplant,graphics/decos/power_plant/pipes.swf,pipefence_end_back,2,2,TRUE,TRUE,,,,,,,,,,
beer_crate,BEER BISSE OLUT diner bar,graphics/decos/diner/diner.swf,beer_crate,1,1,,,,2,,,,,,,,
beer_crate_stack,BEER BINI KALJA diner bar,graphics/decos/diner/diner.swf,beer_crate_stack,1,1,,,,3,2,,,,,,,
cooking_eq_1,diner bar kitchen,graphics/decos/diner/diner.swf,cooking_eq_1,3,1,,,,3,,,,,,,,
