Name,EquipmentClass,ClothClass,RequiredLevel,Rarity,DiamondsOnly,LootDisabled,Enhancement,Tier,ShopRecommend,Texture,FemaleTexture,Model,Mesh,FemaleModel,FemaleMesh,ModelTexture,FemaleModelTexture,Icon,LootResource,LootExportName,YELLOW_TEXT_TID,PostToSocialNetworks
Doctor's Gloves,Dark Gloves,Small,13,Epic,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Operating Gloves,Dark Gloves,Small,15,Epic,TRUE,TRUE,of Capacity,,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Neurosurgeon's Gloves,Dark Gloves,Small,17,Epic,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Hacker's Gloves,Dark Gloves,Small,19,Epic,TRUE,TRUE,of the Scientist,,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Virtual Reality Gloves,Dark Gloves,Small,21,Epic,TRUE,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_special_01_m.png,graphics/3d/character/gloves/gloves_special_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Second Skin Gloves,Dark Gloves,Small,23,Epic,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_special_01_m.png,graphics/3d/character/gloves/gloves_special_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Hand-Eye Interface,Dark Gloves,Small,25,Epic,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_special_01_m.png,graphics/3d/character/gloves/gloves_special_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Cybernetic Gloves,Dark Gloves,Small,25,Epic,,TRUE,of the Scientist,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Panacea Gloves,Dark Gloves,Small,27,Epic,TRUE,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_special_01_m.png,graphics/3d/character/gloves/gloves_special_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Pandemic Gloves,Dark Gloves,Small,29,Epic,TRUE,TRUE,of Capacity,,,graphics/3d/character/gloves/gloves_special_01_m.png,graphics/3d/character/gloves/gloves_special_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Silk Gloves,Dark Gloves,Small,30,Epic,TRUE,TRUE,of the Crymaker,,,graphics/3d/character/gloves/gloves_special_01_m.png,graphics/3d/character/gloves/gloves_special_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Regenerative Gloves,Dark Gloves,Small,30,Epic,,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Golf Clappers,Dark Gloves,Small,30,Epic,TRUE,TRUE,of Capacity,2,,graphics/3d/character/gloves/gloves_special_01_m.png,graphics/3d/character/gloves/gloves_special_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Hyper Tactile Gloves,Dark Gloves,Small,30,Epic,TRUE,TRUE,of the Crymaker,3,,graphics/3d/character/gloves/gloves_special_01_m.png,graphics/3d/character/gloves/gloves_special_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Jaw Breakers,Dark Gloves,Large,30,Epic,TRUE,TRUE,of Guts,2,,graphics/3d/character/gloves/gloves_special_01_m.png,graphics/3d/character/gloves/gloves_special_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Hydraulic Claws,Dark Gloves,Large,30,Epic,TRUE,TRUE,of the Destroyer,3,,graphics/3d/character/gloves/gloves_special_01_m.png,graphics/3d/character/gloves/gloves_special_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Black Lab Gloves,Rider Gloves,Small,7,Uncommon,,TRUE,of the Scientist,,,graphics/3d/character/gloves/gloves_black_03_m.png,graphics/3d/character/gloves/gloves_black_03_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Entry Gloves,Dark Gloves,Large,7,Uncommon,,TRUE,of Determination,,,graphics/3d/character/gloves/gloves_black_01_m.png,graphics/3d/character/gloves/gloves_black_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Sheepskin Gloves,Rider Gloves,Small,6,Common,,TRUE,,,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Cowhide Gloves,Leather Gloves,Large,6,Common,,TRUE,,,,graphics/3d/character/gloves/gloves_black_03_m.png,graphics/3d/character/gloves/gloves_black_03_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Casual Dark Gloves,Leather Gloves,Small,3,Common,,TRUE,,,,graphics/3d/character/gloves/gloves_black_03_m.png,graphics/3d/character/gloves/gloves_black_03_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Casual Black Gloves,Leather Gloves,Large,3,Common,,TRUE,,,,graphics/3d/character/gloves/gloves_black_03_m.png,graphics/3d/character/gloves/gloves_black_03_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Credible Tactical Gloves,Tactical Gloves,Small,30,Uncommon,,TRUE,of the Hunter,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Street Wise Tactical Gloves,Tactical Gloves,Small,30,Uncommon,,TRUE,of the Troublemaker,,,graphics/3d/character/gloves/gloves_special_01_m.png,graphics/3d/character/gloves/gloves_special_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Worthy Tactical Gloves,Tactical Gloves,Small,30,Uncommon,,TRUE,of the Assassin,,,graphics/3d/character/gloves/gloves_black_01_m.png,graphics/3d/character/gloves/gloves_black_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Boosted Tactical Gloves,Tactical Gloves,Small,30,Uncommon,,TRUE,of Capacity,1,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Awesome Tactical Gloves,Tactical Gloves,Small,30,Rare,,TRUE,of Rationality,,,graphics/3d/character/gloves/gloves_black_03_m.png,graphics/3d/character/gloves/gloves_black_03_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Greater Tactical Gloves,Tactical Gloves,Small,30,Rare,,TRUE,of the Painmaker,,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Singular Tactical Gloves,Tactical Gloves,Small,30,Rare,,TRUE,of the Predator,1,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Acute Tactical Gloves,Tactical Gloves,Small,30,Uncommon,,TRUE,of Health,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Genuine Tactical Gloves,Tactical Gloves,Small,30,Uncommon,,TRUE,of Brightness,,,graphics/3d/character/gloves/gloves_special_01_m.png,graphics/3d/character/gloves/gloves_special_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Special Tactical Gloves,Tactical Gloves,Small,30,Uncommon,,TRUE,of Rationality,,,graphics/3d/character/gloves/gloves_black_01_m.png,graphics/3d/character/gloves/gloves_black_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Elegant Tactical Gloves,Tactical Gloves,Small,30,Uncommon,,TRUE,of Intuition,1,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Exquisite Tactical Gloves,Tactical Gloves,Small,30,Rare,,TRUE,of the Legend,,,graphics/3d/character/gloves/gloves_black_03_m.png,graphics/3d/character/gloves/gloves_black_03_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
High Power Tactical Gloves,Tactical Gloves,Small,30,Rare,,TRUE,of Brightness,,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Jagged Tactical Gloves,Tactical Gloves,Small,30,Rare,,TRUE,of the Scientist,1,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Fine Protective Gloves,Protective Gloves,Large,30,Uncommon,,TRUE,of the Beast,,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Credible Protective Gloves,Protective Gloves,Large,30,Uncommon,,TRUE,of Stamina,,,graphics/3d/character/gloves/gloves_special_01_m.png,graphics/3d/character/gloves/gloves_special_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Street Wise Protective Gloves,Protective Gloves,Large,30,Uncommon,,TRUE,of the Thug,,,graphics/3d/character/gloves/gloves_black_01_m.png,graphics/3d/character/gloves/gloves_black_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Worthy Protective Gloves,Protective Gloves,Large,30,Uncommon,,TRUE,of the Judgment,1,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Marvelous Protective Gloves,Protective Gloves,Large,30,Rare,,TRUE,of the Predator,,,graphics/3d/character/gloves/gloves_black_03_m.png,graphics/3d/character/gloves/gloves_black_03_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Awesome Protective Gloves,Protective Gloves,Large,30,Rare,,TRUE,of the Thug,,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Greater Protective Gloves,Protective Gloves,Large,30,Rare,,TRUE,of Determination,1,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
High-speed Scanning Gloves,Protective Gloves,Small,30,Epic,,TRUE,of the Troublemaker,,,graphics/3d/character/gloves/gloves_black_01_m.png,graphics/3d/character/gloves/gloves_black_01_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Cardio Hands,Protective Gloves,Small,30,Epic,,TRUE,of the Assassin,1,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Implanted Secretion Electrifier,Protective Gloves,Small,30,Epic,,TRUE,of Brightness,,,graphics/3d/character/gloves/gloves_black_03_m.png,graphics/3d/character/gloves/gloves_black_03_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Self-regulating Gyrosecretion,Protective Gloves,Small,30,Epic,,TRUE,of Rationality,,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Optical Limb Modifier,Protective Gloves,Small,30,Epic,,TRUE,of Health,1,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Neural Dermoresistor,Protective Gloves,Large,30,Epic,,TRUE,of Stamina,,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Regulator Hands,Protective Gloves,Large,30,Epic,,TRUE,of the Thug,1,,graphics/3d/character/gloves/gloves_black_cyan_02_m.png,graphics/3d/character/gloves/gloves_black_cyan_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Labycore Health Hands,Protective Gloves,Small,30,Epic,,TRUE,of the Legend,2,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Labycore Power Gloves,Protective Gloves,Small,30,Epic,,TRUE,of the Ambusher,2,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Labycore Strength Hands,Protective Gloves,Large,30,Epic,,TRUE,of the Destroyer,2,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Shoot Em Up Gloves,Protective Gloves,Small,30,Epic,TRUE,TRUE,of the Assassin,3,,graphics/3d/character/gloves/gloves_black_green_02_m.png,graphics/3d/character/gloves/gloves_black_green_02_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Squish Em Up Hands,Protective Gloves,Large,30,Epic,TRUE,TRUE,of the Thug,3,,graphics/3d/character/gloves/gloves_black_05_m.png,graphics/3d/character/gloves/gloves_black_05_f.png,,,,,,,,graphics/loot/loot_box1.swf,LootGloves,,
Farm Gloves,Protective Gloves,Small,30,Epic,,TRUE,of Awareness,,,graphics/3d/character/gloves/gloves_black_02_m.png,graphics/3d/character/gloves/gloves_black_02_f.png,,,,,,,,,,,
Farm Hands,Protective Gloves,Large,30,Epic,,TRUE,of Guts,,,graphics/3d/character/gloves/gloves_black_02_m.png,graphics/3d/character/gloves/gloves_black_02_f.png,,,,,,,,,,,
