Name,Tags,Resource,ExportName,Layer,Effect,BlendMode
wild_plant_ground_leaves_02,wild nature leaves,graphics/decos/nature_misc/wild_nature.swf,wild_plant_ground_leaves_02,Ground,,
mad_dogs_left_ground_text,gang mad dogs tag UPDATE,graphics/decos/wall_passables/gang_signs.swf,mad_dogs_left_ground_text,,,
mad_dogs_right_ground_text,gang mad dogs tag UPDATE,graphics/decos/wall_passables/gang_signs.swf,mad_dogs_right_ground_text,,,
beach_pavement_edge_01,beach,graphics/ground_decos/beach_pavement_edges.swf,beach_pavement_edge_01,,,
beach_pavement_edge_02,beach,graphics/ground_decos/beach_pavement_edges.swf,beach_pavement_edge_02,,,
ground_display_arrow_1,ground display sign arrow,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,ground_display_arrow_1,Ground,,
ground_display_arrow_2,ground display arrow sign,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,ground_display_arrow_2,Ground,,
ground_display_arrow_3,ground display arrow sign,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,ground_display_arrow_3,Ground,,
ground_display_arrow_4,ground display arrow sign,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,ground_display_arrow_4,Ground,,
ground_screen_30_1,ground display speed limit sign,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,ground_screen_30_1,Ground,,
ground_screen_30_2,ground display arrow sign 30 speed limit,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,ground_screen_30_2,Ground,,
ground_screen_60_1,ground display sign 60 speed limit,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,ground_screen_60_1,Ground,,
ground_screen_arrows_2_tile_1,ground display arrows,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,ground_screen_arrows_2_tile_1,Ground,,
ground_screen_arrows_2_tile_2,ground display arrows,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,ground_screen_arrows_2_tile_2,Ground,,
ground_screen_arrows_3_tile_1,ground display arrows,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,ground_screen_arrows_3_tile_1,Ground,,
ground_screen_arrows_3_tile_2,ground display arrows,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,ground_screen_arrows_3_tile_2,Ground,,
ground_screen_crosswalk_green_2,ground display crosswalk green,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,ground_screen_crosswalk_green_2,Ground,,
ground_screen_crosswalk_red_1,ground display crosswalk red,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,ground_screen_crosswalk_red_1,Ground,,
ground_screen_crosswalk_red_2,ground display crosswalk red,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,ground_screen_crosswalk_red_2,Ground,,
ground_sign_stop_1,ground display stop,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,ground_sign_stop_1,Ground,,
ground_sign_stop_2,ground display stop,graphics/decos/light_posts_and_displays/light_posts_and_displays.swf,ground_sign_stop_2,Ground,,
disco_light_red_floor,night club disco light,graphics/decos/night_club/night_club.swf,disco_light_red_floor,Ground,,add
disco_light_white_floor,night club disco light,graphics/decos/night_club/night_club.swf,disco_light_white_floor,Ground,,add
light_strip,bridge light strip ground,graphics/decos/bridge/bridge.swf,light_strip,Ground,,
HologramPlate,hologram plate,graphics/decos/hologram/sid_hologram_head.swf,HologramPlate,Ground,,
desert_ground_cracks_heavy,desert,graphics/decos/desert/desert_blocks.swf,desert_ground_cracks_heavy,Ground,,
desert_ground_cracks_heavy_alpha,desert,graphics/decos/desert/desert_blocks.swf,desert_ground_cracks_heavy_alpha,Ground,,
desert_ground_cracks_light,desert,graphics/decos/desert/desert_blocks.swf,desert_ground_cracks_light,Ground,,
desert_ground_cracks_light_alpha,desert,graphics/decos/desert/desert_blocks.swf,desert_ground_cracks_light_alpha,Ground,,
desert_ground_sand,desert,graphics/decos/desert/desert_blocks.swf,desert_ground_sand,Ground,,
desert_ground_sand_alpha,desert,graphics/decos/desert/desert_blocks.swf,desert_ground_sand_alpha,Ground,,
desert_ground_stones,desert,graphics/decos/desert/desert_blocks.swf,desert_ground_stones,Ground,,
desert_ground_stones_alpha,desert,graphics/decos/desert/desert_blocks.swf,desert_ground_stones_alpha,Ground,,
desert_ground_rocks_03,desert rocks,graphics/decos/desert/desert_blocks.swf,desert_ground_rocks_03,Ground,,
desert_ground_rocks_04,desert rocks,graphics/decos/desert/desert_blocks.swf,desert_ground_rocks_04,Ground,,
desert_road_side_01,desert road,graphics/decos/desert/desert_blocks.swf,desert_road_side_01,Ground,,
desert_road_side_02,desert road,graphics/decos/desert/desert_blocks.swf,desert_road_side_02,Ground,,
desert_road_cracks_01,desert road cracks,graphics/decos/desert/desert_blocks.swf,desert_road_cracks_01,Ground,,
desert_road_dirt_01,desert road dirt,graphics/decos/desert/desert_blocks.swf,desert_road_dirt_01,Ground,,
pit_front_straight_2,asphalt pit,graphics/ground_decos/eroded_asphalt.swf,pit_front_straight_2,Ground,,
pit_front_straight_1,asphalt pit,graphics/ground_decos/eroded_asphalt.swf,pit_front_straight_1,Ground,,
pit_corner_right_inner,asphalt pit,graphics/ground_decos/eroded_asphalt.swf,pit_corner_right_inner,Ground,,
pit_corner_right,asphalt pit,graphics/ground_decos/eroded_asphalt.swf,pit_corner_right,Ground,,
pit_corner_left,asphalt pit,graphics/ground_decos/eroded_asphalt.swf,pit_corner_left,Ground,,
pit_corner_front,asphalt pit,graphics/ground_decos/eroded_asphalt.swf,pit_corner_front,Ground,,
pit_corner_back_inner,asphalt pit,graphics/ground_decos/eroded_asphalt.swf,pit_corner_back_inner,Ground,,
pit_corner_back,asphalt pit,graphics/ground_decos/eroded_asphalt.swf,pit_corner_back,Ground,,
pit_back_straight_1,asphalt pit,graphics/ground_decos/eroded_asphalt.swf,pit_back_straight_1,Ground,,
pit_bottom,asphalt pit,graphics/ground_decos/eroded_asphalt.swf,pit_bottom,Ground,,overlay
blast_mark_1,,graphics/ground_decos/eroded_asphalt.swf,blast_mark_1,Ground,,overlay
blast_mark_1_w_glow,,graphics/ground_decos/eroded_asphalt.swf,blast_mark_1_w_glow,Ground,,
blast_mark_2,,graphics/ground_decos/eroded_asphalt.swf,blast_mark_2,Ground,,
blast_mark_2_w_glow,,graphics/ground_decos/eroded_asphalt.swf,blast_mark_2_w_glow,Ground,,
blast_mark_3,,graphics/ground_decos/eroded_asphalt.swf,blast_mark_3,Ground,,
blast_mark_3_w_glow,,graphics/ground_decos/eroded_asphalt.swf,blast_mark_3_w_glow,Ground,,
broken_tiles_1,tiles,graphics/ground_decos/tile_transitions.swf,broken_tiles_1,Ground,,
broken_tiles_2,,graphics/ground_decos/tile_transitions.swf,broken_tiles_2,Ground,,
broken_tiles_3,,graphics/ground_decos/tile_transitions.swf,broken_tiles_3,Ground,,
floating_ash_1,,graphics/decos/ash/floatingash.swf,floating_ash_1,Ground,,
smoke_flare,light,graphics/decos/ash/floatingash.swf,smoke_flare,Ground,,
underground_tubes,pipe pit,graphics/decos/ash/floatingash.swf,underground_tubes,Ground,,
underground_water_pipe,pipe pit,graphics/decos/ash/floatingash.swf,underground_water_pipe,Ground,,
spark_cable,pipe pit,graphics/decos/ash/floatingash.swf,spark_cable,Ground,,
busted_labycar,car labycore pit,graphics/decos/ash/floatingash.swf,busted_labycar,Ground,,
desert_red_ground,desert,graphics/decos/desert/desert_blocks.swf,desert_red_ground,Ground,,
desert_arena_floor,desert arena,graphics/decos/desert/desert_arena.swf,desert_arena_floor,Ground,,
desert_arena_floor_stains,desert arena,graphics/decos/desert/desert_arena.swf,desert_arena_floor_stains,Ground,,
piece_ruins_metal02,ruins piece metal,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_metal02,Ground,,
piece_ruins_metal05,ruins piece metal,graphics/decos/buildings/ruins_pieces.swf,piece_ruins_metal05,Ground,,
burnt_ground_under_car,car labycore burned,graphics/ground_decos/burned.swf,burnt_ground_under_car,Ground,,
beach_waterline_1,desert beach water,graphics/decos/desert/desert_blocks.swf,beach_waterline_1,Ground,,
beach_waterline_2,desert beach water,graphics/decos/desert/desert_blocks.swf,beach_waterline_2,Ground,,
beach_waterline_corner_1,desert beach water,graphics/decos/desert/desert_blocks.swf,beach_waterline_corner_1,Ground,,
beach_waterline_corner_2,desert beach water,graphics/decos/desert/desert_blocks.swf,beach_waterline_corner_2,Ground,,
beach_waterline_corner2_1,desert beach water,graphics/decos/desert/desert_blocks.swf,beach_waterline_corner2_1,Ground,,
beach_waterline_corner2_2,desert beach water,graphics/decos/desert/desert_blocks.swf,beach_waterline_corner2_2,Ground,,
smoke_cloud_1,smoke puff,graphics/decos/ash/floatingash.swf,smoke_cloud_1,AboveObject,,
smoke_static,smoke,graphics/decos/ash/floatingash.swf,smoke_static,AboveObject,,
ruin_rubble_1,ruins,graphics/decos/buildings/ruins_pieces.swf,ruin_rubble_1,Object,,
ruin_rubble_2,,graphics/decos/buildings/ruins_pieces.swf,ruin_rubble_2,Object,,
light_lava_glow,light lava,graphics/ground_decos/lights_and_shadows.swf,light_lava_glow,Ground,,add
light_barrel_glow,light,graphics/ground_decos/lights_and_shadows.swf,light_barrel_glow,Ground,,add
metal_plate1,plate metal blue,graphics/ground_decos/plates_metal.swf,metal_plate1,Ground,,
light_barrel_glow_object,light,graphics/ground_decos/lights_and_shadows.swf,light_barrel_glow,Object,,add
light_lava_glow_object,light,graphics/ground_decos/lights_and_shadows.swf,light_lava_glow,Object,,add
cave_ground_dirt,cave dirt,graphics/decos/desert/cave.swf,cave_ground_dirt,Ground,,
cave_ground_dirt2,cave dirt,graphics/decos/desert/cave.swf,cave_ground_dirt2,Ground,,
cave_ground_dirt3,cave dirt,graphics/decos/desert/cave.swf,cave_ground_dirt3,Ground,,
cave_ground_rocks,cave rocks,graphics/decos/desert/cave.swf,cave_ground_rocks,Ground,,
cave_lava_cracks_1,cave lsvs,graphics/decos/desert/cave.swf,cave_lava_cracks_1,Ground,,
light_from_roof,cave light,graphics/decos/desert/cave.swf,light_from_roof,AboveObject,,
cave_mushrooms_small,cave mushrooms,graphics/decos/desert/cave.swf,cave_mushrooms_small,Ground,,
ruin_rubble_3,ruins rubble,graphics/ground_decos/ruins_ground.swf,ruin_rubble_3,Ground,,
ruin_rubble_4,ruins rubble,graphics/ground_decos/ruins_ground.swf,ruin_rubble_4,Ground,,
ground_bullet_holes_1,hole ruins bullet,graphics/ground_decos/ruins_ground.swf,ground_bullet_holes_1,Ground,,overlay
ground_bullet_holes_2,hole ruins bullet,graphics/ground_decos/ruins_ground.swf,ground_bullet_holes_2,Ground,,overlay
ember,ruins,graphics/ground_decos/ruins_ground.swf,ember,Ground,,
coal_big_pieces,coal ruins,graphics/ground_decos/ruins_ground.swf,coal_big,Ground,,
coal_big,coal ruins,graphics/ground_decos/ruins_ground.swf,coal_big,Ground,,overlay
coal_2,coal ruins,graphics/ground_decos/ruins_ground.swf,coal_2,Ground,,
coal_1,coal ruins,graphics/ground_decos/ruins_ground.swf,coal_1,Ground,,
broken_glass_1,glass ruins,graphics/ground_decos/ruins_ground.swf,broken_glass_1,Ground,,
broken_glass_2,glass ruins,graphics/ground_decos/ruins_ground.swf,broken_glass_2,Ground,,
ash_pile,ash ruins,graphics/ground_decos/ruins_ground.swf,ash_pile,Ground,,
ash_ground_1,ash ruins,graphics/ground_decos/ruins_ground.swf,ash_ground_1,Ground,,
ash_ground_2,ash ruins,graphics/ground_decos/ruins_ground.swf,ash_ground_2,Ground,,
floodlight_1,floodlight light,graphics/ground_decos/lights_and_shadows.swf,floodlight_1,AboveObject,,
floodlight_2,floodlight light,graphics/ground_decos/lights_and_shadows.swf,floodlight_2,AboveObject,,
floodlight_3,floodlight light,graphics/ground_decos/lights_and_shadows.swf,floodlight_3,AboveObject,,
floodlight_4,floodlight light,graphics/ground_decos/lights_and_shadows.swf,floodlight_4,AboveObject,,
grass_1,grass new beginning,graphics/decos/new_beginning/new_beginning.swf,grass_1,Ground,,
grass_2,grass new beginning,graphics/decos/new_beginning/new_beginning.swf,grass_2,Ground,,
sand_rocks_1,sand rocks,graphics/decos/new_beginning/new_beginning.swf,sand_rocks_1,Ground,,
sand_1,sand,graphics/decos/new_beginning/new_beginning.swf,sand_1,Ground,,
sand_rocks_2,sand rocks,graphics/decos/new_beginning/new_beginning.swf,sand_rocks_2,Ground,,
sand_rocks_3,sand rocks,graphics/decos/new_beginning/new_beginning.swf,sand_rocks_3,Ground,,
grass_3,grass,graphics/decos/new_beginning/new_beginning.swf,grass_3,Ground,,
hatch,hatch,graphics/decos/new_beginning/new_beginning.swf,hatch,Ground,,
fireplace,fireplace notski nuotio,graphics/decos/new_beginning/new_beginning.swf,fireplace,Ground,,
beach_line_up,beach line water,graphics/decos/new_beginning/new_beginning.swf,beach_line_up,Ground,,
beach_line_horizontal,beach line water,graphics/decos/new_beginning/new_beginning.swf,beach_line_horizontal,Ground,,
beach_line_vertical,beach line water,graphics/decos/new_beginning/new_beginning.swf,beach_line_vertical,Ground,,
shore_stone_corner_back,water edge,graphics/decos/stone_shore/stone_shore.swf,shore_stone_corner_back,Layout,,
shore_stone_corner_front,water edge,graphics/decos/stone_shore/stone_shore.swf,shore_stone_corner_front,Layout,,
shore_stone_corner_inner,water edge,graphics/decos/stone_shore/stone_shore.swf,shore_stone_corner_inner,Layout,,
shore_stone_corner_left,water edge,graphics/decos/stone_shore/stone_shore.swf,shore_stone_corner_left,Layout,,
shore_stone_corner_straight_1,water edge,graphics/decos/stone_shore/stone_shore.swf,shore_stone_straight_1,Layout,,
shore_stone_straight_2,water edge,graphics/decos/stone_shore/stone_shore.swf,shore_stone_straight_2,Layout,,
shore_stone_straight_back_1,water edge,graphics/decos/stone_shore/stone_shore.swf,shore_stone_straight_back_1,Layout,,
shore_stone_straight_back_2,water edge,graphics/decos/stone_shore/stone_shore.swf,shore_stone_straight_back_2,Layout,,
grass_yellow,,graphics/decos/new_beginning/forest_assets.swf,grass,,,
grass_green,,graphics/decos/new_beginning/forest_assets.swf,grass_green,,,
bang_o_mat_pieces2,vending machine pieces,graphics/decos/vendor/bang_o_mat.swf,bang_o_mat_pieces2,,,
road_corner_01,harbor road corner,graphics/decos/harbor/harbor_new.swf,road_corner_01,Layout,,
road_corner_02,harbor road corner,graphics/decos/harbor/harbor_new.swf,road_corner_02,Layout,,
road_corner_03,harbor road corner,graphics/decos/harbor/harbor_new.swf,road_corner_03,Layout,,
road_corner_05,harbor road corner,graphics/decos/harbor/harbor_new.swf,road_corner_05,Layout,,
road_corner_06,harbor road corner,graphics/decos/harbor/harbor_new.swf,road_corner_06,Layout,,
road_corner_08,harbor road corner,graphics/decos/harbor/harbor_new.swf,road_corner_08,Layout,,
road_corner_09,harbor road corner,graphics/decos/harbor/harbor_new.swf,road_corner_09,Layout,,
road_corner_10,harbor road corner,graphics/decos/harbor/harbor_new.swf,road_corner_10,Layout,,
reuna_thick_short,,graphics/decos/harbor/harbor_new.swf,reuna_thick_short,Layout,,
dirt_sand,harbor dirt,graphics/decos/harbor/harbor_new.swf,dirt_sand,Ground,,
dirt_rocks,harbor dirt,graphics/decos/harbor/harbor_new.swf,dirt_rocks,Ground,,
dirt_cracks,harbor dirt,graphics/decos/harbor/harbor_new.swf,dirt_cracks,Ground,,
kill_room_plastic_floor_01,,graphics/decos/little_italy/little_italy_01.swf,kill_room_plastic_floor_01,Ground,,
beta_vault_marble_texture,betakey marble texture,graphics/decos/betakey_room/betakey_room.swf,beta_vault_marble_texture,Ground,,
roof_illusion,roof,graphics/decos/buildings_downtown/building_roof_illusion.swf,building_roof_illusion,Ground,,
stairway,,graphics/decos/train_yard/stairs.swf,stairs,AboveObject,,
