Name,NPCItem,EquipmentClass,Rarity,Enhancement,Tier,ShopRecommend,RequiredLevel,Texture,FemaleTexture,Model,Mesh,FemaleModel,FemaleMesh,ModelTexture,FemaleModelTexture,LootDisabled,Icon,LootResource,LootExportName,PostToSocialNetworks
Collar Visor,,Shades,Rare,,,,20,,,graphics/3d/sunglasses/visors_male.SUP,visor_collar,graphics/3d/sunglasses/visors_female.SUP,visor_collar,graphics/3d/sunglasses/textures/visor_collar.png,graphics/3d/sunglasses/textures/visor_collar.png,TRUE,,graphics/loot/loot_box1.swf,LootGlasses,TRUE
Light Visor,,Shades,Rare,,,,20,,,graphics/3d/sunglasses/visors_male.SUP,visor_light,graphics/3d/sunglasses/visors_female.SUP,visor_light,graphics/3d/sunglasses/textures/visor_light.png,graphics/3d/sunglasses/textures/visor_light.png,TRUE,,graphics/loot/loot_box1.swf,LootGlasses,TRUE
Sentry Optics,,Shades,Uncommon,of the Troublemaker,,,20,,,graphics/3d/sunglasses/sunglasses.SUP,sunglases,graphics/3d/sunglasses/sunglasses_female.SUP,sunglases,graphics/3d/sunglasses/textures/targeting_monocle_blue.png,graphics/3d/sunglasses/textures/targeting_monocle_blue.png,TRUE,,graphics/loot/loot_box1.swf,LootGlasses,TRUE
Supersoldier Headgear,,Shades,Epic,of the Troublemaker,,,30,,,graphics/3d/sunglasses/sunglasses.SUP,sunglases,graphics/3d/sunglasses/sunglasses_female.SUP,sunglases,graphics/3d/sunglasses/textures/targeting_monocle_blue.png,graphics/3d/sunglasses/textures/targeting_monocle_blue.png,TRUE,,graphics/loot/loot_box1.swf,LootGlasses,TRUE
Hustla's Cybernetic Eye,,Cybernetic Eye,Epic,,2,true,1,graphics/3d/sunglasses/textures/cybernetic_eye_01.png,graphics/3d/sunglasses/textures/cybernetic_eye_01_f.png,,,,,,,TRUE,,graphics/loot/loot_box1.swf,LootGlasses,TRUE
Madcap's Cybernetic Eye,,Cybernetic Eye,Epic,,2,true,3,graphics/3d/sunglasses/textures/cybernetic_eye_01.png,graphics/3d/sunglasses/textures/cybernetic_eye_01_f.png,,,,,,,TRUE,,graphics/loot/loot_box1.swf,LootGlasses,TRUE
Hothead's Cybernetic Eye,,Cybernetic Eye,Epic,,2,true,6,graphics/3d/sunglasses/textures/cybernetic_eye_01.png,graphics/3d/sunglasses/textures/cybernetic_eye_01_f.png,,,,,,,TRUE,,graphics/loot/loot_box1.swf,LootGlasses,TRUE
Daredevil's Cybernetic Eye,,Cybernetic Eye,Epic,,2,true,9,graphics/3d/sunglasses/textures/cybernetic_eye_01.png,graphics/3d/sunglasses/textures/cybernetic_eye_01_f.png,,,,,,,TRUE,,graphics/loot/loot_box1.swf,LootGlasses,TRUE
Crymaker's Cybernetic Eye,,Cybernetic Eye,Epic,,2,true,12,graphics/3d/sunglasses/textures/cybernetic_eye_01.png,graphics/3d/sunglasses/textures/cybernetic_eye_01_f.png,,,,,,,TRUE,,graphics/loot/loot_box1.swf,LootGlasses,TRUE
Anguisher's Cybernetic Eye,,Cybernetic Eye,Epic,,2,true,14,graphics/3d/sunglasses/textures/cybernetic_eye_01.png,graphics/3d/sunglasses/textures/cybernetic_eye_01_f.png,,,,,,,TRUE,,graphics/loot/loot_box1.swf,LootGlasses,TRUE
Painmaker's Cybernetic Eye,,Cybernetic Eye,Epic,,2,true,16,graphics/3d/sunglasses/textures/cybernetic_eye_01.png,graphics/3d/sunglasses/textures/cybernetic_eye_01_f.png,,,,,,,TRUE,,graphics/loot/loot_box1.swf,LootGlasses,TRUE
Wacko's Cybernetic Eye,,Cybernetic Eye,Epic,,2,true,18,graphics/3d/sunglasses/textures/cybernetic_eye_01.png,graphics/3d/sunglasses/textures/cybernetic_eye_01_f.png,,,,,,,TRUE,,graphics/loot/loot_box1.swf,LootGlasses,TRUE
Pimp's Cybernetic Eye,,Cybernetic Eye,Epic,,2,true,20,graphics/3d/sunglasses/textures/cybernetic_eye_01.png,graphics/3d/sunglasses/textures/cybernetic_eye_01_f.png,,,,,,,TRUE,,graphics/loot/loot_box1.swf,LootGlasses,TRUE
Maniac's Cybernetic Eye,,Cybernetic Eye,Epic,,2,true,22,graphics/3d/sunglasses/textures/cybernetic_eye_01.png,graphics/3d/sunglasses/textures/cybernetic_eye_01_f.png,,,,,,,TRUE,,graphics/loot/loot_box1.swf,LootGlasses,TRUE
Destroyer's Cybernetic Eye,,Cybernetic Eye,Epic,,2,true,24,graphics/3d/sunglasses/textures/cybernetic_eye_01.png,graphics/3d/sunglasses/textures/cybernetic_eye_01_f.png,,,,,,,TRUE,,graphics/loot/loot_box1.swf,LootGlasses,TRUE
Killer's Cybernetic Eye,,Cybernetic Eye,Epic,,2,true,26,graphics/3d/sunglasses/textures/cybernetic_eye_01.png,graphics/3d/sunglasses/textures/cybernetic_eye_01_f.png,,,,,,,TRUE,,graphics/loot/loot_box1.swf,LootGlasses,TRUE
Psycho's Cybernetic Eye,,Cybernetic Eye,Epic,,2,true,28,graphics/3d/sunglasses/textures/cybernetic_eye_01.png,graphics/3d/sunglasses/textures/cybernetic_eye_01_f.png,,,,,,,TRUE,,graphics/loot/loot_box1.swf,LootGlasses,TRUE
Hannibal's Cybernetic Eye,,Cybernetic Eye,Epic,,2,true,30,graphics/3d/sunglasses/textures/cybernetic_eye_01.png,graphics/3d/sunglasses/textures/cybernetic_eye_01_f.png,,,,,,,TRUE,,graphics/loot/loot_box1.swf,LootGlasses,TRUE
