Name,NPCItem,PlaceableInEditor,RequiredLevel,Rarity,Tier,Icon,EquipmentClass,ClothClass,Enhancement,Texture,FemaleTexture,LootDisabled,PostToSocialNetworks
Awesome Custom Pants,,,21,Rare,,21,Custom Pants,Small,of the Ambusher,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Greater Custom Pants,,,22,Rare,,21,Custom Pants,Small,of the Crymaker,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Singular Custom Pants,,,23,Rare,,21,Custom Pants,Small,of 6th Sense,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Exquisite Custom Pants,,,24,Rare,,21,Custom Pants,Small,of the Judgment,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
High-Power Custom Pants,,,25,Rare,,21,Custom Pants,Small,of the Destroyer,graphics/3d/character/pants/pants_army_02_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Everyday Leather Trousers,,,2,Common,,11,Leather Trousers,Large,,graphics/3d/character/pants/pants_brown_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Regular Leather Trousers,,,3,Common,,11,Leather Trousers,Large,,graphics/3d/character/pants/pants_brown_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Popular Leather Trousers,,,6,Common,,11,Leather Trousers,Large,,graphics/3d/character/pants/pants_brown_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Common Leather Trousers,,,8,Common,,11,Leather Trousers,Large,,graphics/3d/character/pants/pants_brown_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Simple Leather Trousers,,,10,Common,,11,Leather Trousers,Large,,graphics/3d/character/pants/pants_brown_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Typical Leather Trousers,,,12,Common,,11,Leather Trousers,Large,,graphics/3d/character/pants/pants_brown_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Usual Leather Trousers,,,2,Common,,11,Leather Trousers,Small,,graphics/3d/character/pants/pants_brown_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Plain Leather Trousers,,,3,Common,,11,Leather Trousers,Small,,graphics/3d/character/pants/pants_brown_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Standard Leather Trousers,,,6,Common,,11,Leather Trousers,Small,,graphics/3d/character/pants/pants_brown_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Universal Leather Trousers,,,8,Common,,11,Leather Trousers,Small,,graphics/3d/character/pants/pants_brown_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Average Leather Trousers,,,10,Common,,11,Leather Trousers,Small,,graphics/3d/character/pants/pants_brown_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Basic Leather Trousers,,,12,Common,,11,Leather Trousers,Small,,graphics/3d/character/pants/pants_brown_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Cool Armored Pants,,,25,Uncommon,,21,Armored Pants,Large,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Good Armored Pants,,,26,Uncommon,,21,Armored Pants,Large,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Fine Armored Pants,,,22,Uncommon,,21,Armored Pants,Large,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Credible Armored Pants,,,28,Uncommon,,21,Armored Pants,Large,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Street Wise Armored Pants,,,29,Uncommon,,21,Armored Pants,Large,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Worthy Armored Pants,,,30,Uncommon,,21,Armored Pants,Large,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Boosted Armored Pants,,,25,Uncommon,,21,Armored Pants,Small,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Acute Armored Pants,,,26,Uncommon,,21,Armored Pants,Small,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Genuine Armored Pants,,,22,Uncommon,,21,Armored Pants,Small,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Special Armored Pants,,,28,Uncommon,,21,Armored Pants,Small,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Elegant Armored Pants,,,29,Uncommon,,21,Armored Pants,Small,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Great Armored Pants,,,30,Uncommon,,21,Armored Pants,Small,,graphics/3d/character/pants/pants_gray_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
NPC MALE Docker Worker Pants 01,true,,1,Common,,2,Pants,,,graphics/3d/character/pants/pants_orange_01_m.png,graphics/3d/character/pants/pants_orange_01_f.png,TRUE,
Good Orange Pants,,,10,Uncommon,,16,Orange Pants,Large,,graphics/3d/character/pants/pants_orange_01_m.png,graphics/3d/character/pants/pants_orange_01_f.png,TRUE,TRUE
Fine Orange Pants,,,12,Uncommon,,16,Orange Pants,Large,,graphics/3d/character/pants/pants_orange_01_m.png,graphics/3d/character/pants/pants_orange_01_f.png,TRUE,TRUE
Credible Orange Pants,,,14,Uncommon,,16,Orange Pants,Large,,graphics/3d/character/pants/pants_orange_01_m.png,graphics/3d/character/pants/pants_orange_01_f.png,TRUE,TRUE
Street Wise Orange Pants,,,16,Uncommon,,16,Orange Pants,Large,,graphics/3d/character/pants/pants_orange_01_m.png,graphics/3d/character/pants/pants_orange_01_f.png,TRUE,TRUE
Worthy Orange Pants,,,18,Uncommon,,16,Orange Pants,Large,,graphics/3d/character/pants/pants_orange_01_m.png,graphics/3d/character/pants/pants_orange_01_f.png,TRUE,TRUE
Boosted Orange Pants,,,19,Uncommon,,16,Orange Pants,Large,,graphics/3d/character/pants/pants_orange_01_m.png,graphics/3d/character/pants/pants_orange_01_f.png,TRUE,TRUE
Acute Orange Pants,,,10,Uncommon,,16,Orange Pants,Small,,graphics/3d/character/pants/pants_orange_01_m.png,graphics/3d/character/pants/pants_orange_01_f.png,TRUE,TRUE
Genuine Orange Pants,,,12,Uncommon,,16,Orange Pants,Small,,graphics/3d/character/pants/pants_orange_01_m.png,graphics/3d/character/pants/pants_orange_01_f.png,TRUE,TRUE
Special Orange Pants,,,14,Uncommon,,16,Orange Pants,Small,,graphics/3d/character/pants/pants_orange_01_m.png,graphics/3d/character/pants/pants_orange_01_f.png,TRUE,TRUE
Elegant Orange Pants,,,16,Uncommon,,16,Orange Pants,Small,,graphics/3d/character/pants/pants_orange_01_m.png,graphics/3d/character/pants/pants_orange_01_f.png,TRUE,TRUE
Great Orange Pants,,,18,Uncommon,,16,Orange Pants,Small,,graphics/3d/character/pants/pants_orange_01_m.png,graphics/3d/character/pants/pants_orange_01_f.png,TRUE,TRUE
Cool Orange Pants,,,19,Uncommon,,16,Orange Pants,Small,,graphics/3d/character/pants/pants_orange_01_m.png,graphics/3d/character/pants/pants_orange_01_f.png,TRUE,TRUE
Lame Orange Pants,,,1,Poor,,16,Orange Pants,Large,,graphics/3d/character/pants/pants_orange_02_m.png,graphics/3d/character/pants/pants_orange_02_f.png,TRUE,
Warped Orange Pants,,,5,Poor,,16,Orange Pants,Large,,graphics/3d/character/pants/pants_orange_02_m.png,graphics/3d/character/pants/pants_orange_02_f.png,TRUE,
Lousy Orange Pants,,,10,Poor,,16,Orange Pants,Large,,graphics/3d/character/pants/pants_orange_02_m.png,graphics/3d/character/pants/pants_orange_02_f.png,TRUE,
Worthless Orange Pants,,,15,Poor,,16,Orange Pants,Large,,graphics/3d/character/pants/pants_orange_02_m.png,graphics/3d/character/pants/pants_orange_02_f.png,TRUE,
Poor Orange Pants,,,19,Poor,,16,Orange Pants,Large,,graphics/3d/character/pants/pants_orange_02_m.png,graphics/3d/character/pants/pants_orange_02_f.png,TRUE,
Shabby Orange Pants,,,25,Poor,,16,Orange Pants,Large,,graphics/3d/character/pants/pants_orange_02_m.png,graphics/3d/character/pants/pants_orange_02_f.png,TRUE,
Inferior Orange Pants,,,26,Poor,,16,Orange Pants,Large,,graphics/3d/character/pants/pants_orange_02_m.png,graphics/3d/character/pants/pants_orange_02_f.png,TRUE,
Rural Orange Pants,,,1,Poor,,16,Orange Pants,Small,,graphics/3d/character/pants/pants_orange_02_m.png,graphics/3d/character/pants/pants_orange_02_f.png,TRUE,
Barebones Orange Pants,,,5,Poor,,16,Orange Pants,Small,,graphics/3d/character/pants/pants_orange_02_m.png,graphics/3d/character/pants/pants_orange_02_f.png,TRUE,
Beer-soaked Orange Pants,,,9,Poor,,16,Orange Pants,Small,,graphics/3d/character/pants/pants_orange_02_m.png,graphics/3d/character/pants/pants_orange_02_f.png,TRUE,
Dirty Orange Pants,,,14,Poor,,16,Orange Pants,Small,,graphics/3d/character/pants/pants_orange_02_m.png,graphics/3d/character/pants/pants_orange_02_f.png,TRUE,
Shitty Orange Pants,,,18,Poor,,16,Orange Pants,Small,,graphics/3d/character/pants/pants_orange_02_m.png,graphics/3d/character/pants/pants_orange_02_f.png,TRUE,
Battered Orange Pants,,,25,Poor,,16,Orange Pants,Small,,graphics/3d/character/pants/pants_orange_02_m.png,graphics/3d/character/pants/pants_orange_02_f.png,TRUE,
Cracked Orange Pants,,,26,Poor,,16,Orange Pants,Small,,graphics/3d/character/pants/pants_orange_02_m.png,graphics/3d/character/pants/pants_orange_02_f.png,TRUE,
High-Power White Custom Pants,,,20,Rare,,6,White Custom Pants,Large,of the Judgment,graphics/3d/character/pants/pants_outfit_01_m.png,graphics/3d/character/pants/pants_outfit_01_f.png,TRUE,TRUE
Jagged White Custom Pants,,,27,Rare,,6,White Custom Pants,Small,of the Destroyer,graphics/3d/character/pants/pants_outfit_01_m.png,graphics/3d/character/pants/pants_outfit_01_f.png,TRUE,TRUE
Radical White Custom Pants,,,26,Rare,,6,White Custom Pants,Large,of the Painmaker,graphics/3d/character/pants/pants_outfit_01_m.png,graphics/3d/character/pants/pants_outfit_01_f.png,TRUE,TRUE
First-Class White Custom Pants,,,30,Rare,,6,White Custom Pants,Small,of the Predator,graphics/3d/character/pants/pants_outfit_01_m.png,graphics/3d/character/pants/pants_outfit_01_f.png,TRUE,TRUE
Outstanding White Custom Pants,,,30,Rare,,6,White Custom Pants,Large,of the Legend,graphics/3d/character/pants/pants_outfit_01_m.png,graphics/3d/character/pants/pants_outfit_01_f.png,TRUE,TRUE
NPC MALE Hooligans Pants 01,true,,1,Common,,21,Pants,,,graphics/3d/character/pants/pants_studded_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Marvelous Studded Pants,,,10,Rare,,21,Studded Pants,Large,of the Crymaker,graphics/3d/character/pants/pants_studded_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Awesome Studded Pants,,,13,Rare,,21,Studded Pants,Large,of 6th Sense,graphics/3d/character/pants/pants_studded_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Greater Studded Pants,,,15,Rare,,21,Studded Pants,Large,of the Judgment,graphics/3d/character/pants/pants_studded_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Singular Studded Pants,,,17,Rare,,21,Studded Pants,Large,of the Destroyer,graphics/3d/character/pants/pants_studded_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Exquisite Studded Pants,,,19,Rare,,21,Studded Pants,Large,of the Judgment,graphics/3d/character/pants/pants_studded_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
High-Power Studded Pants,,,20,Rare,,21,Studded Pants,Large,of the Destroyer,graphics/3d/character/pants/pants_studded_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Jagged Studded Pants,,,10,Rare,,21,Studded Pants,Small,of the Painmaker,graphics/3d/character/pants/pants_studded_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Radical Studded Pants,,,13,Rare,,21,Studded Pants,Small,of the Predator,graphics/3d/character/pants/pants_studded_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
First-Class Studded Pants,,,15,Rare,,21,Studded Pants,Small,of the Legend,graphics/3d/character/pants/pants_studded_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Outstanding Studded Pants,,,17,Rare,,21,Studded Pants,Small,of the Ambusher,graphics/3d/character/pants/pants_studded_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Superfine Studded Pants,,,19,Rare,,21,Studded Pants,Small,of the Crymaker,graphics/3d/character/pants/pants_studded_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Excellent Studded Pants,,,20,Rare,,21,Studded Pants,Small,of 6th Sense,graphics/3d/character/pants/pants_studded_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Simple Butcher's Pants,,,5,Common,,6,Butcher's Pants,Large,,graphics/3d/character/pants/pants_white_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Typical Butcher's Pants,,,7,Common,,6,Butcher's Pants,Large,,graphics/3d/character/pants/pants_white_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Usual Butcher's Pants,,,9,Common,,6,Butcher's Pants,Large,,graphics/3d/character/pants/pants_white_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Plain Butcher's Pants,,,11,Common,,6,Butcher's Pants,Large,,graphics/3d/character/pants/pants_white_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Standard Butcher's Pants,,,13,Common,,6,Butcher's Pants,Large,,graphics/3d/character/pants/pants_white_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Universal Butcher's Pants,,,15,Common,,6,Butcher's Pants,Large,,graphics/3d/character/pants/pants_white_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Average Butcher's Pants,,,5,Common,,6,Butcher's Pants,Small,,graphics/3d/character/pants/pants_white_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Basic Butcher's Pants,,,7,Common,,6,Butcher's Pants,Small,,graphics/3d/character/pants/pants_white_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Everyday Butcher's Pants,,,9,Common,,6,Butcher's Pants,Small,,graphics/3d/character/pants/pants_white_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Regular Butcher's Pants,,,11,Common,,6,Butcher's Pants,Small,,graphics/3d/character/pants/pants_white_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Popular Butcher's Pants,,,13,Common,,6,Butcher's Pants,Small,,graphics/3d/character/pants/pants_white_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,TRUE
Common Butcher's Pants,,,15,Common,,6,Butcher's Pants,Small,,graphics/3d/character/pants/pants_white_01_m.png,graphics/3d/character/pants/jeans_green_01_f.png,TRUE,
Greater White Pants,,,5,Rare,,6,White Pants,Large,of the Judgment,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/pants_white_02_f.png,TRUE,TRUE
Singular White Pants,,,6,Rare,,6,White Pants,Large,of the Destroyer,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/pants_white_02_f.png,TRUE,TRUE
Exquisite White Pants,,,8,Rare,,6,White Pants,Large,of the Painmaker,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/pants_white_02_f.png,TRUE,TRUE
High-Power White Pants,,,9,Rare,,6,White Pants,Large,of the Predator,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/pants_white_02_f.png,TRUE,TRUE
Jagged White Pants,,,12,Rare,,6,White Pants,Large,of the Legend,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/pants_white_02_f.png,TRUE,TRUE
Exquisite Rider Pants,,,30,Rare,4,16,Yellow Rider Pants,Large,of the Ambusher,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/pants_yellow_01_f.png,TRUE,TRUE
Radical White Pants,,,5,Rare,,6,White Pants,Small,of the Crymaker,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/pants_white_02_f.png,TRUE,TRUE
First-Class White Pants,,,6,Rare,,6,White Pants,Small,of 6th Sense,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/pants_white_02_f.png,TRUE,TRUE
Outstanding White Pants,,,8,Rare,,6,White Pants,Small,of the Judgment,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/pants_white_02_f.png,TRUE,TRUE
Superfine White Pants,,,9,Rare,,6,White Pants,Small,of the Destroyer,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/pants_white_02_f.png,TRUE,TRUE
Excellent White Pants,,,12,Rare,,6,White Pants,Small,of the Crymaker,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/pants_white_02_f.png,TRUE,TRUE
High-Power Rider Pants,,,30,Rare,4,16,Yellow Rider Pants,Small,of 6th Sense,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/pants_yellow_01_f.png,TRUE,TRUE
Acute Denim Shorts,,,21,Uncommon,,1,Denim Shorts,Large,,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/shorts_blue_01_f.png,TRUE,TRUE
Genuine Denim Shorts,,,23,Uncommon,,1,Denim Shorts,Large,,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/shorts_blue_01_f.png,TRUE,TRUE
Special Denim Shorts,,,25,Uncommon,,1,Denim Shorts,Large,,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/shorts_blue_01_f.png,TRUE,TRUE
Elegant Denim Shorts,,,27,Uncommon,,1,Denim Shorts,Large,,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/shorts_blue_01_f.png,TRUE,TRUE
Great Denim Shorts,,,28,Uncommon,,1,Denim Shorts,Large,,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/shorts_blue_01_f.png,TRUE,TRUE
Cool Denim Shorts,,,30,Uncommon,,1,Denim Shorts,Large,,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/shorts_blue_01_f.png,TRUE,TRUE
Good Denim Shorts,,,21,Uncommon,,1,Denim Shorts,Small,,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/shorts_blue_01_f.png,TRUE,TRUE
Fine Denim Shorts,,,23,Uncommon,,1,Denim Shorts,Small,,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/shorts_blue_01_f.png,TRUE,TRUE
Credible Denim Shorts,,,25,Uncommon,,1,Denim Shorts,Small,,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/shorts_blue_01_f.png,TRUE,TRUE
Street Wise Denim Shorts,,,27,Uncommon,,1,Denim Shorts,Small,,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/shorts_blue_01_f.png,TRUE,TRUE
Worthy Denim Shorts,,,28,Uncommon,,1,Denim Shorts,Small,,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/shorts_blue_01_f.png,TRUE,TRUE
Boosted Denim Shorts,,,30,Uncommon,,1,Denim Shorts,Small,,graphics/3d/character/pants/pants_white_02_m.png,graphics/3d/character/pants/shorts_blue_01_f.png,TRUE,TRUE
Singular White Camo Pants,,,27,Rare,,6,White Camo Pants,Large,of the Judgment,graphics/3d/character/pants/pants_white_03_m.png,graphics/3d/character/pants/pants_white_02_f.png,TRUE,TRUE
Exquisite White Camo Pants,,,28,Rare,,6,White Camo Pants,Large,of the Judgment,graphics/3d/character/pants/pants_white_03_m.png,graphics/3d/character/pants/pants_white_02_f.png,TRUE,TRUE
High-Power White Camo Pants,,,29,Rare,,6,White Camo Pants,Large,of the Judgment,graphics/3d/character/pants/pants_white_03_m.png,graphics/3d/character/pants/pants_white_02_f.png,TRUE,TRUE
Jagged White Camo Pants,,,30,Rare,2,6,White Camo Pants,Large,of the Judgment,graphics/3d/character/pants/pants_white_03_m.png,graphics/3d/character/pants/pants_white_02_f.png,TRUE,TRUE
Radical White Camo Pants,,,27,Rare,,6,White Camo Pants,Small,of 6th Sense,graphics/3d/character/pants/pants_white_03_m.png,graphics/3d/character/pants/pants_white_02_f.png,TRUE,TRUE
First-Class White Camo Pants,,,28,Rare,,6,White Camo Pants,Small,of 6th Sense,graphics/3d/character/pants/pants_white_03_m.png,graphics/3d/character/pants/pants_white_02_f.png,TRUE,TRUE
Outstanding White Camo Pants,,,29,Rare,,6,White Camo Pants,Small,of 6th Sense,graphics/3d/character/pants/pants_white_03_m.png,graphics/3d/character/pants/pants_white_02_f.png,TRUE,TRUE
Superfine White Camo Pants,,,30,Rare,2,6,White Camo Pants,Small,of 6th Sense,graphics/3d/character/pants/pants_white_03_m.png,graphics/3d/character/pants/pants_white_02_f.png,TRUE,TRUE
Dawnbreak Jeans,,,,Poor,,2,Jeans,Large,,graphics/3d/character/pants/start_pants_male.png,graphics/3d/character/pants/start_pants_female.png,TRUE,
Dawnbreak Trousers,,,,Poor,,2,Jeans,Small,,graphics/3d/character/pants/start_pants_male.png,graphics/3d/character/pants/start_pants_female.png,TRUE,
Genuine Striped Trousers,,,20,Uncommon,,21,Striped Trousers,Large,,graphics/3d/character/pants/suit_trousers_01_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Special Striped Trousers,,,24,Uncommon,,21,Striped Trousers,Large,,graphics/3d/character/pants/suit_trousers_01_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Elegant Striped Trousers,,,25,Uncommon,,21,Striped Trousers,Large,,graphics/3d/character/pants/suit_trousers_01_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Great Striped Trousers,,,22,Uncommon,,21,Striped Trousers,Large,,graphics/3d/character/pants/suit_trousers_01_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Cool Striped Trousers,,,29,Uncommon,,21,Striped Trousers,Large,,graphics/3d/character/pants/suit_trousers_01_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Good Striped Trousers,,,30,Uncommon,,21,Striped Trousers,Large,,graphics/3d/character/pants/suit_trousers_01_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Fine Striped Trousers,,,20,Uncommon,,21,Striped Trousers,Small,,graphics/3d/character/pants/suit_trousers_01_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Credible Striped Trousers,,,24,Uncommon,,21,Striped Trousers,Small,,graphics/3d/character/pants/suit_trousers_01_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Street Wise Striped Trousers,,,25,Uncommon,,21,Striped Trousers,Small,,graphics/3d/character/pants/suit_trousers_01_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Worthy Striped Trousers,,,22,Uncommon,,21,Striped Trousers,Small,,graphics/3d/character/pants/suit_trousers_01_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Boosted Striped Trousers,,,29,Uncommon,,21,Striped Trousers,Small,,graphics/3d/character/pants/suit_trousers_01_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Acute Striped Trousers,,,30,Uncommon,,21,Striped Trousers,Small,,graphics/3d/character/pants/suit_trousers_01_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Average Suit Trousers,,,14,Common,,21,Suit Trousers,Large,,graphics/3d/character/pants/suit_trousers_02_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,
Basic Suit Trousers,,,17,Common,,21,Suit Trousers,Large,,graphics/3d/character/pants/suit_trousers_02_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,
Everyday Suit Trousers,,,19,Common,,21,Suit Trousers,Large,,graphics/3d/character/pants/suit_trousers_02_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,
Regular Suit Trousers,,,21,Common,,21,Suit Trousers,Large,,graphics/3d/character/pants/suit_trousers_02_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,
Popular Suit Trousers,,,23,Common,,21,Suit Trousers,Large,,graphics/3d/character/pants/suit_trousers_02_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,
Common Suit Trousers,,,25,Common,,21,Suit Trousers,Large,,graphics/3d/character/pants/suit_trousers_02_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,
Simple Suit Trousers,,,14,Common,,21,Suit Trousers,Small,,graphics/3d/character/pants/suit_trousers_02_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,
Typical Suit Trousers,,,17,Common,,21,Suit Trousers,Small,,graphics/3d/character/pants/suit_trousers_02_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,
Usual Suit Trousers,,,19,Common,,21,Suit Trousers,Small,,graphics/3d/character/pants/suit_trousers_02_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,
Plain Suit Trousers,,,21,Common,,21,Suit Trousers,Small,,graphics/3d/character/pants/suit_trousers_02_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,
Standard Suit Trousers,,,23,Common,,21,Suit Trousers,Small,,graphics/3d/character/pants/suit_trousers_02_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,
Universal Suit Trousers,,,25,Common,,21,Suit Trousers,Small,,graphics/3d/character/pants/suit_trousers_02_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,
Elegant Black Trousers,,,25,Uncommon,,21,Black Trousers,Large,,graphics/3d/character/pants/suit_trousers_03_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Great Black Trousers,,,26,Uncommon,,21,Black Trousers,Large,,graphics/3d/character/pants/suit_trousers_03_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Cool Black Trousers,,,20,Uncommon,,21,Black Trousers,Large,,graphics/3d/character/pants/suit_trousers_03_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Good Black Trousers,,,28,Uncommon,,21,Black Trousers,Large,,graphics/3d/character/pants/suit_trousers_03_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Fine Black Trousers,,,29,Uncommon,,21,Black Trousers,Large,,graphics/3d/character/pants/suit_trousers_03_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
Credible Black Trousers,,,30,Uncommon,,21,Black Trousers,Large,,graphics/3d/character/pants/suit_trousers_03_m.png,graphics/3d/character/pants/jeans_black_04_f.png,TRUE,TRUE
