Tank
,Info
,,ShootRifle2,,true,true,0,21,23,,37,,,,,
,,ShootRifle3,,true,true,0,19,21,,46,,,,,
,,ShootPistol1,,true,true,0,9,11,,20,,,,,
,,ShootPistol2,,true,true,0,9,11,,20,,,,,
,,ShootPistol3,,true,true,0,9,11,,20,,,,,
,,ShootPistol_Gangsta,,true,true,0,8,10,,20,,,,,
,,ShootHealingGunA,,true,true,,28,30,,20,,,,,
,,ShootHealingGunB,,true,true,,9,31,,40,,,,,
,,Throw,,,,0,5,13,,24,SkillThrow,,,,
,,ThrowSide,,,,0,5,14,,24,SkillThrow,,,,
,,Use,,,true,,6,8,,20,,,,,
,,Melee01,,true,true,12,,14,,25,MeleeSharpSwing,,,,
,,Melee02,,true,true,12,,15,,25,MeleeSharpSwing,,,,
,,Melee03,,true,true,12,,13,,25,MeleeSharpSwing,,,,
,,Melee04,,true,true,11,,13,,25,MeleeSharpSwing,,,,
,,Melee05,,true,true,13,,14,,25,MeleeSharpSwing,,,,
,,SpearA,,true,true,6,,11,,20,MeleeSharpSwing,,,,
,,SpearB,,true,true,7,,11,,20,MeleeSharpSwing,,,,
,,SpearC,,true,true,7,,11,,20,MeleeSharpSwing,,,,
,,ChainSaw_AttackA,,true,true,0,12,17,,30,,,,,
,,ChainSaw_AttackB,,true,true,0,7,16,,20,,,,,
,,JawBlow,,,true,5,,8,,16,MeleeSharpSwing,,,,
,,FatalStraight,,,true,7,,8,,16,MeleeSharpSwing,,,,
,,Downgrader,,,true,7,,11,,17,MeleeSharpSwing,,,,
,,RightSwing,,,true,8,,11,,17,MeleeSharpSwing,,,,
,,WushuA,,,true,0,,11,,20,MeleeSharpSwing,,,,
,,WushuB,,,true,0,,12,,20,MeleeSharpSwing,,,,
,,WushuC,,,true,0,,13,,20,MeleeSharpSwing,,,,
,,Stunned,,,,0,10,0,,60,,,,,
,,Sleep,,,,,,,,80,,,,,
,,Rage,,,,,,,13,40,,,,,
,,PatchingUp,,,,0,,16,,50,,,,,
,,Die_Pistol,,,,0,,10,,19,,,,,
,,GetUp,,,,0,,,9,19,,,,,
,,Die_Pushback,,,,0,,10,,19,,,,,
,,Die_C,,,,0,,8,,16,,,,,
,,Die_Chainsaw,,,,,,16,,49,,,,,
,,Idle_Cyber,,,,,,,,80,,,,,
,,Somersault,,,,0,,23,,35,,,,,
,,KickUp,,,,0,,15,23,25,,,,,
,,Run_Fast,,,,0,,7,17,18,,,,,
,,LaunchRocket,,,,0,,19,,32,,,,,
,,FlameThrower,,,,0,,8,,60,,,,,
,,Shoot_SonicGun,,true,true,10,13,16,,30,,,,,
,,Die_RunBurning,,,,0,,8,18,54,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,AutoAttackUnarmed,JawBlow,,,,,,,,,,,,
,,,FatalStraight,,,,,,,,,,,,
,,,Downgrader,,,,,,,,,,,,
,,,RightSwing,,,,,,,,,,,,
,,AutoAttackHits,Melee01,,,,,,,,,,,,
,,,Melee02,,,,,,,,,,,,
,,,Melee03,,,,,,,,,,,,
,,,Melee04,,,,,,,,,,,,
,,,Melee05,,,,,,,,,,,,
,,AutoAttackPistol,ShootPistol1,,,,,,,,,,,,
,,,ShootPistol2,,,,,,,,,,,,
,,,ShootPistol3,,,,,,,,,,,,
,,,ShootPistol_Gangsta,,,,,,,,,,,,
,,AutoAttackRifle,ShootRifle1,,,,,,,,,,,,
,,,ShootRifle2,,,,,,,,,,,,
,,,ShootRifle3,,,,,,,,,,,,
,,AutoAttackMiniGun,ShootMinigun,,,,,,,,,,,,
,,AutoAttackChainSaw,ChainSaw_AttackA,,,,,,,,,,,,
,,,ChainSaw_AttackB,,,,,,,,,,,,
,,AutoAttackHealingGun,ShootHealingGunA,,,,,,,,,,,,
,,,ShootHealingGunB,,,,,,,,,,,,
,,AutoAttackSpear,SpearA,,,,,,,,,,,,
,,,SpearB,,,,,,,,,,,,
,,,SpearC,,,,,,,,,,,,
,,Die,Die_Pistol,,,,,,,,,,,,
,,,Die_Chainsaw,,,,,,,,,,,,
,,,Die_C,,,,,,,,,,,,
,,PushBack,Die_Pushback,,,,,,,,,,,,
,,Cheer,Cheer1,,,,,,,,,,,,
ChubbyFemale
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,,,,
,,graphics/3d/character/npc_f_chubby.SUP,graphics/shadow.swf,Shadow,-45,-90,90,115,,Female,20,,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,,,,,80,,,,,
,,IdleSelection,,,,,,,,80,,,,,
,,IdlePistolReady,,,,,,,,80,,,,,
,,IdleRifleReady,,,,,,,,80,,,,,
,,IdleMinigunReady,,,,,,,,80,,,,,
,,IdleSonicGun,,,,,,,,80,,,,,
,,Taunt_Fist,true,,,0,,,,35,,,,,
,,Taunt_Chicken,true,,,0,,,,35,,,,,
,,Taunt_CutThroat,true,,,0,,,,30,,,,,
,,Taunt_SonicGun,,,,0,,40,,40,,,,,
,,Cheer1,true,,,,,,,40,,,,,
,,Walk,,,,,,8,23,30,,,,,
,,WalkPistol,,,,,,8,23,30,,,,,
,,WalkRifle,,,,,,7,16,19,,,,,
,,WalkMinigun,,,,,,7,16,19,,,,,
,,WalkSpear,,,,,,,7,19,,,,,
,,WalkSonicGun,,,,,,8,23,30,,,,,
,,Run,,,,,,,8,17,,,,,
,,RunPistol,,,,,,,8,17,,,,,
,,RunRifle,,,,,,,8,17,,,,,
,,RunMinigun,,,,,,,8,17,,,,,
,,RunSpear,,,,,,,8,17,,,,,
,,ShootMinigun,,true,true,0,18,20,,30,,,,,
,,Shoot_SonicGun_A,,true,true,0,10,17,,30,,,,,
,,Shoot_SonicGun_B,,true,true,0,10,17,,30,,,,,
,,ShootRifle1,,true,true,0,18,20,,33,,,,,
,,ShootRifle2,,true,true,0,21,23,,37,,,,,
,,ShootRifle3,,true,true,0,19,21,,46,,,,,
,,ShootPistol1,,true,true,0,9,11,,20,,,,,
,,ShootPistol2,,true,true,0,9,11,,20,,,,,
,,ShootPistol3,,true,true,0,9,11,,20,,,,,
,,ShootPistol_Gangsta,,true,true,0,8,10,,20,,,,,
,,Throw1,,,,10,,14,,24,SkillThrow,,,,
,,ThrowSide,,,,9,,13,,24,SkillThrow,,,,
,,Use,,,true,,6,8,,20,,,,,
,,Melee01,,true,true,12,,15,,25,MeleeSharpSwing,,,,
,,Melee02,,true,true,13,,15,,25,MeleeSharpSwing,,,,
,,Melee03,,true,true,10,,13,,25,MeleeSharpSwing,,,,
,,Melee04,,true,true,11,,13,,25,MeleeSharpSwing,,,,
,,Melee05,,true,true,11,,14,,25,MeleeSharpSwing,,,,
,,Deception,,true,true,19,,27,,35,MeleeSharpSwing,,,,
,,SpearA,,true,true,7,,11,,20,MeleeSharpSwing,,,,
,,SpearB,,true,true,7,,11,,20,MeleeSharpSwing,,,,
,,SpearC,,true,true,7,,11,,20,MeleeSharpSwing,,,,
,,ChainSaw_AttackA,,true,true,0,12,17,,30,,,,,
,,ChainSaw_AttackB,,true,true,0,7,16,,20,,,,,
,,JawBlow,,,true,5,,8,,16,MeleeSharpSwing,,,,
,,FatalStraight,,,true,7,,8,,16,MeleeSharpSwing,,,,
,,Downgrader,,,true,7,,11,,17,MeleeSharpSwing,,,,
,,RightSwing,,,true,8,,11,,17,MeleeSharpSwing,,,,
,,Stunned,,,,0,10,0,,60,,,,,
,,Sleep,,,,,,,,80,,,,,
,,Rage,,,,,,,13,40,,,,,
,,Twirler,,true,true,10,,11,,23,,,,,
,,MegaStrike,,true,true,0,,19,,40,,,,,
,,Die_Pistol,,,,0,,10,,19,,,,,
,,GetUp,,,,0,,,9,20,,,,,
,,Die_Pushback,,,,0,,10,,19,,,,,
,,Die_C,,,,0,,8,,16,,,,,
,,Die_Chainsaw,,,,,,16,,49,,,,,
,,Slammer,,true,true,16,,19,,34,Skill_Slammer_Start,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,AutoAttackUnarmed,JawBlow,,,,,,,,,,,,
,,,FatalStraight,,,,,,,,,,,,
,,,Downgrader,,,,,,,,,,,,
,,,RightSwing,,,,,,,,,,,,
,,AutoAttackHits,Melee01,,,,,,,,,,,,
,,,Melee02,,,,,,,,,,,,
,,,Melee03,,,,,,,,,,,,
,,,Melee04,,,,,,,,,,,,
,,,Melee05,,,,,,,,,,,,
,,AutoAttackPistol,ShootPistol1,,,,,,,,,,,,
,,,ShootPistol2,,,,,,,,,,,,
,,,ShootPistol3,,,,,,,,,,,,
,,,ShootPistol_Gangsta,,,,,,,,,,,,
,,AutoAttackRifle,ShootRifle1,,,,,,,,,,,,
,,,ShootRifle2,,,,,,,,,,,,
,,,ShootRifle3,,,,,,,,,,,,
,,Throw,Throw1,,,,,,,,,,,,
,,,ThrowSide,,,,,,,,,,,,
,,AutoAttackMiniGun,ShootMinigun,,,,,,,,,,,,
,,AutoAttackChainSaw,ChainSaw_AttackA,,,,,,,,,,,,
,,,ChainSaw_AttackB,,,,,,,,,,,,
,,AutoAttackSpear,SpearA,,,,,,,,,,,,
,,,SpearB,,,,,,,,,,,,
,,,SpearC,,,,,,,,,,,,
,,AutoAttackSonicGun,Shoot_SonicGun_A,,,,,,,,,,,,
,,Taunt,Taunt_Fist,,,,,,,,,,,,
,,,Taunt_CutThroat,,,,,,,,,,,,
,,,Taunt_Chicken,,,,,,,,,,,,
,,Die,Die_Pistol,,,,,,,,,,,,
,,,Die_Chainsaw,,,,,,,,,,,,
,,,Die_C,,,,,,,,,,,,
,,PushBack,Die_Pushback,,,,,,,,,,,,
,,Cheer,Cheer1,,,,,,,,,,,,
CyberGirl
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,,,,
,,graphics/3d/character/pc_f_rogue.SUP,graphics/shadow.swf,Shadow,-45,-90,90,115,,Female,20,,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle_Default,,,,,,,,80,,,,,
,,IdleSelection,,,,,,,,80,,,,,
,,IdlePistolReady,,,,,,,,80,,,,,
,,IdleRifleReady,,,,,,,,80,,,,,
,,IdleMinigunReady,,,,,,,,80,,,,,
,,Cheer1,true,,,,,,,40,,,,,
,,Walk,,,,,,,7,19,,,,,
,,WalkPistol,,,,,,,7,19,,,,,
,,WalkRifle,,,,,,,7,19,,,,,
,,WalkMinigun,,,,,,,7,19,,,,,
,,WalkSpear,,,,,,,7,19,,,,,
,,Run_Default,,,,,,,8,17,,,,,
,,RunPistol,,,,,,,8,17,,,,,
,,RunRifle,,,,,,,8,17,,,,,
,,RunMinigun,,,,,,,8,18,,,,,
,,RunSpear,,,,,,,8,17,,,,,
,,ShootMinigun,,true,true,0,18,20,,30,,,,,
,,ShootRifle1,,true,true,0,18,20,,33,,,,,
,,ShootRifle2,,true,true,0,21,23,,37,,,,,
,,ShootRifle3,,true,true,0,19,21,,46,,,,,
,,ShootPistol1,,true,true,0,9,11,,20,,,,,
,,ShootPistol2,,true,true,0,9,11,,20,,,,,
,,ShootPistol3,,true,true,0,9,11,,20,,,,,
,,ShootPistol_Gangsta,,true,true,0,8,10,,20,,,,,
,,ShootHealingGunA,,true,true,,28,30,,20,,,,,
,,ShootHealingGunB,,true,true,,9,31,,40,,,,,
,,Throw,,,,0,5,13,,24,SkillThrow,,,,
,,ThrowSide,,,,0,5,14,,24,SkillThrow,,,,
,,Use,,,true,,6,8,,20,,,,,
,,Melee01,,true,true,12,,16,,25,MeleeSharpSwing,,,,
,,Melee02,,true,true,12,,16,,25,MeleeSharpSwing,,,,
,,Melee03,,true,true,12,,16,,25,MeleeSharpSwing,,,,
,,Melee04,,true,true,11,,16,,25,MeleeSharpSwing,,,,
,,Melee05,,true,true,13,,18,,25,MeleeSharpSwing,,,,
,,SpearA,,true,true,7,,11,,20,MeleeSharpSwing,,,,
,,SpearB,,true,true,7,,11,,20,MeleeSharpSwing,,,,
,,SpearC,,true,true,7,,11,,20,MeleeSharpSwing,,,,
,,ChainSaw_AttackA,,true,true,0,12,21,,30,,,,,
,,ChainSaw_AttackB,,true,true,0,7,16,,20,,,,,
,,JawBlow,,,true,5,,8,,16,MeleeSharpSwing,,,,
,,FatalStraight,,,true,7,,8,,16,MeleeSharpSwing,,,,
,,Downgrader,,,true,7,,11,,17,MeleeSharpSwing,,,,
,,RightSwing,,,true,8,,11,,17,MeleeSharpSwing,,,,
,,WushuA,,,true,0,,11,,20,MeleeSharpSwing,,,,
,,WushuB,,,true,0,,12,,20,MeleeSharpSwing,,,,
,,WushuC,,,true,0,,13,,20,MeleeSharpSwing,,,,
,,Stunned,,,,0,10,0,,60,,,,,
,,Sleep,,,,,,,,80,,,,,
,,Rage,,,,,,,13,40,,,,,
,,PatchingUp,,,,0,,16,,50,,,,,
,,Die_Pistol,,,,0,,,10,19,,,,,
,,GetUp_Default,,,,0,,,9,19,,,,,
,,Die_Pushback,,,,0,,4,10,19,,,,,
,,Die_C,,,,0,,,8,16,,,,,
,,Die_Chainsaw,,,,,,16,17,49,,,,,
,,Idle_Cyber,,,,,,,,80,,,,,
,,Somersault,,,,0,,23,,35,,,,,
,,KickUp,,,,0,,15,23,25,,,,,
,,Run,,,,0,,7,17,18,,,,,
,,LaunchRocket,,,,0,,19,,32,,,,,
,,FlameThrower,,,,0,,8,,60,,,,,
,,Shoot_SonicGun,,true,true,10,13,16,,30,,,,,
,,Die_RunBurning,,,,0,,8,18,54,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Idle,Idle_Cyber,,,,,,,,,,,,
,,AutoAttackUnarmed,WushuA,,,,,,,,,,,,
,,,WushuB,,,,,,,,,,,,
,,,WushuC,,,,,,,,,,,,
,,AutoAttackHits,Melee01,,,,,,,,,,,,
,,,Melee02,,,,,,,,,,,,
,,,Melee03,,,,,,,,,,,,
,,,Melee04,,,,,,,,,,,,
,,,Melee05,,,,,,,,,,,,
,,AutoAttackPistol,ShootPistol1,,,,,,,,,,,,
,,,ShootPistol2,,,,,,,,,,,,
,,,ShootPistol3,,,,,,,,,,,,
,,AutoAttackRifle,ShootRifle1,,,,,,,,,,,,
,,,ShootRifle2,,,,,,,,,,,,
,,,ShootRifle3,,,,,,,,,,,,
,,AutoAttackMiniGun,ShootMinigun,,,,,,,,,,,,
,,AutoAttackChainSaw,ChainSaw_AttackA,,,,,,,,,,,,
,,,ChainSaw_AttackB,,,,,,,,,,,,
,,AutoAttackHealingGun,ShootHealingGunA,,,,,,,,,,,,
,,,ShootHealingGunB,,,,,,,,,,,,
,,AutoAttackSpear,SpearA,,,,,,,,,,,,
,,,SpearB,,,,,,,,,,,,
,,,SpearC,,,,,,,,,,,,
,,Die,Die_Pistol,,,,,,,,,,,,
,,,Die_Chainsaw,,,,,,,,,,,,
,,,Die_C,,,,,,,,,,,,
,,GetUp,KickUp,,,,,,,,,,,,
,,PushBack,Die_Pushback,,,,,,,,,,,,
,,Cheer,Cheer1,,,,,,,,,,,,
NPC_F_Junkie
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,DontTurnIdle,,,
,,graphics/3d/character/npc_f_junkie.SUP,graphics/shadow.swf,Shadow,-45,-60,90,100,,Female,20,true,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,,,,,199,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Stunned,Idle,,,,,,,,,,,,
,,GetUp,Idle,,,,,,,,,,,,
,,Walk,Idle,,,,,,,,,,,,
,,Die,Idle,,,,,,,,,,,,
NPC_F_SleaveGirl
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,DontTurnIdle,,,
,,graphics/3d/character/npc_f_sleave.SUP,graphics/shadow.swf,Shadow,-45,-60,90,100,,Female,20,true,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,,0,,,115,,,,,
,,Idle_VariationA,,,,,0,,,135,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,Idle,Idle_VariationA,,,,,,,,,,,,
,,Stunned,Idle,,,,,,,,,,,,
,,GetUp,Idle,,,,,,,,,,,,
,,Walk,Idle,,,,,,,,,,,,
,,Die,Idle,,,,,,,,,,,,
NPC_M_Antiriot_Cop
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,,,,
,,graphics/3d/character/npc_m_antiriot_cop.SUP,graphics/shadow.swf,Shadow,-45,-90,90,115,,Male,20,,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle,,,,,,,,53,,,,,
,,IdleLookaround,,,,,,,,80,,,,,
,,IdlePistolReady,,,,,,,,68,,,,,
,,IdleRifleReady,,,,,,,,65,,,,,
,,IdleMinigunReady,,,,,,,,66,,,,,
,,Use,,,true,12,,17,,20,,,,,
,,Stunned,,,,,,,,48,,,,,
,,Sleep,,,,,,,,53,,,,,
,,Yawn,true,,,,,,,73,,,,,
,,Cheer1,true,,,,,,,43,,,,,
,,Cheer2,true,,,,,,,60,,,,,
,,Taunt1,true,,,,,,,30,,,,,
,,Taunt2,true,,,,,,,30,,,,,
,,Rage,true,,,,,,,40,,,,,
,,Walk,,,,,,1,11,20,,,,,
,,Walk 1-handed weapon,,,,,,1,11,20,,,,,
,,WalkRifle,,,,,,1,11,20,,,,,
,,WalkMinigun,,,,,,1,11,20,,,,,
,,Run,,,,,,1,8,18,,,,,
,,Run 1-handed weapon,,,,,,1,8,17,,,,,
,,RunRifle,,,,,,1,8,17,,,,,
,,RunMinigun,,,,,,1,8,17,,,,,
,,Throw,,,,7,,14,,24,SkillThrow,,,,
,,ThrowSide,,,,8,,11,,19,SkillThrow,,,,
,,JawBlow,,,true,3,,6,,16,MeleeSharpSwing,,,,
,,FatalStraight,,,true,6,,9,,16,MeleeSharpSwing,,,,
,,Downgrader,,,true,3,,7,,17,MeleeSharpSwing,,,,
,,RightSwing,,,true,5,,7,,17,MeleeSharpSwing,,,,
,,Melee01,,true,true,11,,15,,25,MeleeSharpSwing,,,,
,,Melee02,,true,true,11,,15,,25,MeleeSharpSwing,,,,
,,Melee03,,true,true,10,,13,,25,MeleeSharpSwing,,,,
,,Melee04,,true,true,10,,13,,25,MeleeSharpSwing,,,,
,,Melee05,,true,true,11,,13,,25,MeleeSharpSwing,,,,
,,ShootPistol1,,true,true,5,6,7,,20,,,,,
,,ShootPistol2,,true,true,4,6,8,,20,,,,,
,,ShootPistol3,,true,true,5,7,8,,20,,,,,
,,ShootRifle1,,true,true,3,11,12,,22,,,,,
,,ShootRifle2,,true,true,7,10,11,,22,,,,,
,,ShootMinigun,,true,true,0,17,18,,30,,,,,
,,GetUp,,,,,,0,,19,,,,,
,,Twirler,,true,true,10,,11,,23,,,,,
,,Die1,,,,,,10,,11,,,,,
,,Die2,,,,,,15,,15,,,,,
,,Die3,,,,,,20,,20,,,,,
,,Die4,,,,,,23,,24,,,,,
,,Die5,,,,,,22,,23,,,,,
,,Megastrike1,,true,true,18,,23,,39,,,,,
,,Megastrike2,,true,true,18,,23,,39,,,,,
,,Megastrike3,,true,true,15,,23,,39,,,,,
,,Deception,,true,true,13,,18,,32,,,,,
,,Slammer,,true,true,16,,19,,39,Skill_Slammer_Start,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,AutoAttackUnarmed,JawBlow,,,,,,,,,,,,
,,,FatalStraight,,,,,,,,,,,,
,,,Downgrader,,,,,,,,,,,,
,,,RightSwing,,,,,,,,,,,,
,,AutoAttackHits,Melee01,,,,,,,,,,,,
,,,Melee02,,,,,,,,,,,,
,,,Melee03,,,,,,,,,,,,
,,,Melee04,,,,,,,,,,,,
,,,Melee05,,,,,,,,,,,,
,,AutoAttackPistol,ShootPistol1,,,,,,,,,,,,
,,,ShootPistol2,,,,,,,,,,,,
,,,ShootPistol3,,,,,,,,,,,,
,,AutoAttackRifle,ShootRifle1,,,,,,,,,,,,
,,,ShootRifle2,,,,,,,,,,,,
,,AutoAttackMiniGun,ShootMinigun,,,,,,,,,,,,
,,PushBack,Die1,,,,,,,,,,,,
,,Die,Die1,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
,,,Die3,,,,,,,,,,,,
,,,Die4,,,,,,,,,,,,
,,,Die5,,,,,,,,,,,,
,,Taunt,Taunt1,,,,,,,,,,,,
,,,Taunt2,,,,,,,,,,,,
,,Idle,IdleRifleReady,,,,,,,,,,,,
,,MegaStrike,Megastrike1,,,,,,,,,,,,
,,,Megastrike2,,,,,,,,,,,,
,,,Megastrike3,,,,,,,,,,,,
,,Throw,Throw,,,,,,,,,,,,
,,,ThrowSide,,,,,,,,,,,,
,,Cheer,Cheer1,,,,,,,,,,,,
,,,Cheer2,,,,,,,,,,,,
NPC_M_Antiriot_Cop_Agressive
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,,,,
,,graphics/3d/character/npc_m_antiriot_cop.SUP,graphics/shadow.swf,Shadow,-45,-90,90,115,,Male,20,,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle_Default,,,,,,,,53,,,,,
,,IdleLookaround,,,,,,,,80,,,,,
,,IdlePistolReady,,,,,,,,68,,,,,
,,IdleRifleReady,,,,,,,,65,,,,,
,,IdleMinigunReady,,,,,,,,66,,,,,
,,Use,,,true,12,,17,,20,,,,,
,,Stunned,,,,,,,,48,,,,,
,,Sleep,,,,,,,,53,,,,,
,,Yawn,true,,,,,,,73,,,,,
,,Cheer1,true,,,,,,,43,,,,,
,,Cheer2,true,,,,,,,60,,,,,
,,Taunt1,true,,,,,,,30,,,,,
,,Taunt2,true,,,,,,,30,,,,,
,,Rage,true,,,,,,,40,,,,,
,,Walk,,,,,,1,11,20,,,,,
,,Walk 1-handed weapon,,,,,,1,11,20,,,,,
,,WalkRifle,,,,,,1,11,20,,,,,
,,WalkMinigun,,,,,,1,11,20,,,,,
,,Run,,,,,,1,8,18,,,,,
,,Run 1-handed weapon,,,,,,1,8,17,,,,,
,,RunRifle,,,,,,1,8,17,,,,,
,,RunMinigun,,,,,,1,8,17,,,,,
,,Throw,,,,7,,14,,24,SkillThrow,,,,
,,ThrowSide,,,,8,,11,,19,SkillThrow,,,,
,,JawBlow,,,true,3,,6,,16,MeleeSharpSwing,,,,
,,FatalStraight,,,true,6,,9,,16,MeleeSharpSwing,,,,
,,Downgrader,,,true,3,,7,,17,MeleeSharpSwing,,,,
,,RightSwing,,,true,5,,7,,17,MeleeSharpSwing,,,,
,,Melee01,,true,true,11,,15,,25,MeleeSharpSwing,,,,
,,Melee02,,true,true,11,,15,,25,MeleeSharpSwing,,,,
,,Melee03,,true,true,10,,13,,25,MeleeSharpSwing,,,,
,,Melee04,,true,true,10,,13,,25,MeleeSharpSwing,,,,
,,Melee05,,true,true,11,,13,,25,MeleeSharpSwing,,,,
,,ShootPistol1,,true,true,5,6,7,,20,,,,,
,,ShootPistol2,,true,true,4,6,8,,20,,,,,
,,ShootPistol3,,true,true,5,7,8,,20,,,,,
,,ShootRifle1,,true,true,3,11,12,,22,,,,,
,,ShootRifle2,,true,true,7,10,11,,22,,,,,
,,ShootMinigun,,true,true,0,17,18,,30,,,,,
,,GetUp,,,,,,0,,19,,,,,
,,Twirler,,true,true,10,,11,,23,,,,,
,,Die1,,,,,,10,,11,,,,,
,,Die2,,,,,,15,,15,,,,,
,,Die3,,,,,,20,,20,,,,,
,,Die4,,,,,,23,,24,,,,,
,,Die5,,,,,,22,,23,,,,,
,,Megastrike1,,true,true,18,,23,,39,,,,,
,,Megastrike2,,true,true,18,,23,,39,,,,,
,,Megastrike3,,true,true,15,,23,,39,,,,,
,,Deception,,true,true,13,,18,,32,,,,,
,,Slammer,,true,true,16,,19,,39,Skill_Slammer_Start,,,,
,,Beating_Prisoner,,true,,0,,11,,300,,,,,
,Palettes
,,Name,Clips,,,,,,,,,,,,
,,AutoAttackUnarmed,JawBlow,,,,,,,,,,,,
,,,FatalStraight,,,,,,,,,,,,
,,,Downgrader,,,,,,,,,,,,
,,,RightSwing,,,,,,,,,,,,
,,AutoAttackHits,Melee01,,,,,,,,,,,,
,,,Melee02,,,,,,,,,,,,
,,,Melee03,,,,,,,,,,,,
,,,Melee04,,,,,,,,,,,,
,,,Melee05,,,,,,,,,,,,
,,AutoAttackPistol,ShootPistol1,,,,,,,,,,,,
,,,ShootPistol2,,,,,,,,,,,,
,,,ShootPistol3,,,,,,,,,,,,
,,AutoAttackRifle,ShootRifle1,,,,,,,,,,,,
,,,ShootRifle2,,,,,,,,,,,,
,,AutoAttackMiniGun,ShootMinigun,,,,,,,,,,,,
,,PushBack,Die1,,,,,,,,,,,,
,,Die,Die1,,,,,,,,,,,,
,,,Die2,,,,,,,,,,,,
,,,Die3,,,,,,,,,,,,
,,,Die4,,,,,,,,,,,,
,,,Die5,,,,,,,,,,,,
,,Taunt,Taunt1,,,,,,,,,,,,
,,,Taunt2,,,,,,,,,,,,
,,Idle,Beating_Prisoner,,,,,,,,,,,,
,,MegaStrike,Megastrike1,,,,,,,,,,,,
,,,Megastrike2,,,,,,,,,,,,
,,,Megastrike3,,,,,,,,,,,,
,,Throw,Throw,,,,,,,,,,,,
,,,ThrowSide,,,,,,,,,,,,
NPC_M_Antiriot_Cop_Shield
,Info
,,FileName,ShadowSWF,ShadowExportName,BoundingBoxX,BoundingBoxY,BoundingBoxWidth,BoundingBoxHeight,PixelPerfectBoundingBox,Gender,Framerate,,,,
,,graphics/3d/character/npc_m_antiriot_cop_shield.SUP,graphics/shadow.swf,Shadow,-45,-90,90,115,,Male,20,,,,
,Clips
,,Name,HideWeapon,ShowWeaponEffect,DontSkipActionFrame,ActionStart,ActionLoopStart,ActionHit,ActionHit2,FrameCount,ActionStartSound,,,,
,,Idle1,,,,0,,,,60,,,,,
,,Walk,,,,,,1,11,20,,,,,
,,Run,,,,0,,7,16,18,,,,,
,,MakeNoise,,,,,,,,30,,,,,
,,Shield_Attack_A,,true,true,5,11,14,,30,MeleeSharpSwing,,,,
,,Shield_Attack_B,,true,true,9,10,14,,25,MeleeSharpSwing,,,,
,,Shield_Attack_360,,true,true,6,8,15,17,30,MeleeSharpSwing,,,,
,,Push,,,true,7,8,10,,25,MeleeSharpSwing,,,,
,,Stunned,,,,,,,,48,,,,,
,,Die1,,,,,,10,,11,,,,,
,,Die2,,,,,,15,,15,,,,,
,,Die3,,,,,,23,,24,,,,,
,,GetUp,,,,,,0,,19,,,,,
,,Throw,,,,7,,14,,24,SkillThrow,,,,
,,ThrowSide,,,,8,,11,,19,SkillThrow,,,,
