Name,EquipmentClass,RequiredLevel,Rarity,Enhancement,Tier,ClothClass,Texture,FemaleTexture,Model,Mesh,FemaleModel,FemaleMesh,ModelTexture,FemaleModelTexture,LootDisabled,PostToSocialNetworks,Icon
Good Cap,Cap,10,Uncommon,,,Large,graphics/3d/hats/on_skin_textures/hat_cap_c_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_c,graphics/3d/hats/female_hats.SUP,hat_cap_c,graphics/3d/hats/textures/hat_cap_c.png,graphics/3d/hats/textures/hat_cap_c.png,TRUE,,
Acute Helmet,Helmet,4,Uncommon,,,Large,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_skin.png,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_skin_f.png,graphics/3d/hats/hats.SUP,hat_constructionhelmet001,graphics/3d/hats/female_hats.SUP,hat_constructionhelmet001,graphics/3d/hats/textures/hat_constructionhelmet.png,graphics/3d/hats/textures/hat_constructionhelmet.png,TRUE,,17
Genuine Helmet,Helmet,5,Uncommon,,,Large,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_skin.png,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_skin_f.png,graphics/3d/hats/hats.SUP,hat_constructionhelmet001,graphics/3d/hats/female_hats.SUP,hat_constructionhelmet001,graphics/3d/hats/textures/hat_constructionhelmet.png,graphics/3d/hats/textures/hat_constructionhelmet.png,TRUE,,
Special Helmet,Helmet,6,Uncommon,,,Large,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_skin.png,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_skin_f.png,graphics/3d/hats/hats.SUP,hat_constructionhelmet001,graphics/3d/hats/female_hats.SUP,hat_constructionhelmet001,graphics/3d/hats/textures/hat_constructionhelmet.png,graphics/3d/hats/textures/hat_constructionhelmet.png,TRUE,,
Elegant Helmet,Helmet,7,Uncommon,,,Large,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_skin.png,graphics/3d/hats/on_skin_textures/hat_constructionhelmet_skin_f.png,graphics/3d/hats/hats.SUP,hat_constructionhelmet001,graphics/3d/hats/female_hats.SUP,hat_constructionhelmet001,graphics/3d/hats/textures/hat_constructionhelmet.png,graphics/3d/hats/textures/hat_constructionhelmet.png,TRUE,,
Typical Police Cap,Police Cap,10,Common,,,Small,,,graphics/3d/hats/hats.SUP,hat_policecap,graphics/3d/hats/female_hats.SUP,hat_policecap,graphics/3d/hats/textures/policecap.png,graphics/3d/hats/textures/policecap.png,TRUE,,
Usual Nurse Hat,Nurse Hat,10,Common,,,Small,,,graphics/3d/hats/hats.SUP,hat_nurse,graphics/3d/hats/female_hats.SUP,hat_nurse,graphics/3d/hats/textures/nursehat.png,graphics/3d/hats/textures/nursehat.png,TRUE,,
Warped Green Cap,Green Cap,4,Poor,,,Small,graphics/3d/hats/on_skin_textures/hat_cap_a_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_a,graphics/3d/hats/female_hats.SUP,hat_cap_a,graphics/3d/hats/textures/hat_cap_a.png,graphics/3d/hats/textures/hat_cap_a.png,TRUE,,
Lousy Green Cap,Green Cap,5,Poor,,,Small,graphics/3d/hats/on_skin_textures/hat_cap_a_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_a,graphics/3d/hats/female_hats.SUP,hat_cap_a,graphics/3d/hats/textures/hat_cap_a.png,graphics/3d/hats/textures/hat_cap_a.png,TRUE,,
Worthless Green Cap,Green Cap,6,Poor,,,Small,graphics/3d/hats/on_skin_textures/hat_cap_a_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_a,graphics/3d/hats/female_hats.SUP,hat_cap_a,graphics/3d/hats/textures/hat_cap_a.png,graphics/3d/hats/textures/hat_cap_a.png,TRUE,,
Poor Green Cap,Green Cap,7,Poor,,,Small,graphics/3d/hats/on_skin_textures/hat_cap_a_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_a,graphics/3d/hats/female_hats.SUP,hat_cap_a,graphics/3d/hats/textures/hat_cap_a.png,graphics/3d/hats/textures/hat_cap_a.png,TRUE,,
Shabby Green Cap,Green Cap,10,Poor,,,Small,graphics/3d/hats/on_skin_textures/hat_cap_a_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_a,graphics/3d/hats/female_hats.SUP,hat_cap_a,graphics/3d/hats/textures/hat_cap_a.png,graphics/3d/hats/textures/hat_cap_a.png,TRUE,,
Usual Police Cap,Police Cap,10,Common,,,Small,,,graphics/3d/hats/hats.SUP,hat_policecap,graphics/3d/hats/female_hats.SUP,hat_policecap,graphics/3d/hats/textures/policecap.png,graphics/3d/hats/textures/policecap.png,TRUE,,
Plain Nurse Hat,Nurse Hat,10,Common,,,Small,,,graphics/3d/hats/hats.SUP,hat_nurse,graphics/3d/hats/female_hats.SUP,hat_nurse,graphics/3d/hats/textures/nursehat.png,graphics/3d/hats/textures/nursehat.png,TRUE,,
Common Green Cap,Green Cap,2,Common,,,Small,graphics/3d/hats/on_skin_textures/hat_cap_a_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_a,graphics/3d/hats/female_hats.SUP,hat_cap_a,graphics/3d/hats/textures/hat_cap_a.png,graphics/3d/hats/textures/hat_cap_a.png,TRUE,,
Simple Green Cap,Green Cap,4,Common,,,Small,graphics/3d/hats/on_skin_textures/hat_cap_a_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_a,graphics/3d/hats/female_hats.SUP,hat_cap_a,graphics/3d/hats/textures/hat_cap_a.png,graphics/3d/hats/textures/hat_cap_a.png,TRUE,,
Typical Green Cap,Green Cap,6,Common,,,Small,graphics/3d/hats/on_skin_textures/hat_cap_a_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_a,graphics/3d/hats/female_hats.SUP,hat_cap_a,graphics/3d/hats/textures/hat_cap_a.png,graphics/3d/hats/textures/hat_cap_a.png,TRUE,,
Usual Green Cap,Green Cap,8,Common,,,Small,graphics/3d/hats/on_skin_textures/hat_cap_a_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_a,graphics/3d/hats/female_hats.SUP,hat_cap_a,graphics/3d/hats/textures/hat_cap_a.png,graphics/3d/hats/textures/hat_cap_a.png,TRUE,,
Plain Green Cap,Green Cap,10,Common,,,Small,graphics/3d/hats/on_skin_textures/hat_cap_a_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_a,graphics/3d/hats/female_hats.SUP,hat_cap_a,graphics/3d/hats/textures/hat_cap_a.png,graphics/3d/hats/textures/hat_cap_a.png,TRUE,,
Rural Hat,Hat,5,Poor,,,Small,,,graphics/3d/hats/hats.SUP,junkie_hat,graphics/3d/hats/female_hats.SUP,junkie_hat,graphics/3d/hats/textures/junkie_hat.png,graphics/3d/hats/textures/junkie_hat.png,TRUE,,
Barebones Hat,Hat,5,Poor,,,Small,,,graphics/3d/hats/hats.SUP,junkie_hat,graphics/3d/hats/female_hats.SUP,junkie_hat,graphics/3d/hats/textures/junkie_hat.png,graphics/3d/hats/textures/junkie_hat.png,TRUE,,
Jagged Cowboy Hat,Cowboy Hat,30,Rare,,,Small,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,,
Radical Cowboy Hat,Cowboy Hat,27,Rare,of the Thug,,Small,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,,
First-Class Cowboy Hat,Cowboy Hat,30,Rare,of Guts,,Small,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,,
Outstanding Cowboy Hat,Cowboy Hat,27,Rare,of Awareness,,Small,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,,
Credible Cowboy Hat,Cowboy Hat,3,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,,
Street Wise Cowboy Hat,Cowboy Hat,8,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,,
Worthy Cowboy Hat,Cowboy Hat,12,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,,
Boosted Cowboy Hat,Cowboy Hat,19,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,,
Acute Cowboy Hat,Cowboy Hat,27,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,,
Universal Cowboy Hat,Cowboy Hat,30,Common,,,Small,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,,
Fine Hat,Hat,10,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_jazz_skin.png,graphics/3d/hats/on_skin_textures/hat_jazz_skin_f.png,graphics/3d/hats/hats.SUP,hat_jazz,graphics/3d/hats/female_hats.SUP,hat_jazz,graphics/3d/hats/textures/hat_jazz.png,graphics/3d/hats/textures/hat_jazz.png,TRUE,,
Credible Hat,Hat,15,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_jazz_skin.png,graphics/3d/hats/on_skin_textures/hat_jazz_skin_f.png,graphics/3d/hats/hats.SUP,hat_jazz,graphics/3d/hats/female_hats.SUP,hat_jazz,graphics/3d/hats/textures/hat_jazz.png,graphics/3d/hats/textures/hat_jazz.png,TRUE,,
Street Wise Hat,Hat,20,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_jazz_skin.png,graphics/3d/hats/on_skin_textures/hat_jazz_skin_f.png,graphics/3d/hats/hats.SUP,hat_jazz,graphics/3d/hats/female_hats.SUP,hat_jazz,graphics/3d/hats/textures/hat_jazz.png,graphics/3d/hats/textures/hat_jazz.png,TRUE,,
Superfine Cowboy Hat,Cowboy Hat,3,Rare,of Determination,,Small,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,,
Excellent Cowboy Hat,Cowboy Hat,8,Rare,of Intuition,,Small,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,,
Marvelous Cowboy Hat,Cowboy Hat,12,Rare,of the Hunter,,Small,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,,
Worthy Stetson,Stetson,19,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,TRUE,
Boosted Stetson,Stetson,27,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,TRUE,
Acute Stetson,Stetson,30,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_western_a_skin.png,graphics/3d/hats/on_skin_textures/hat_western_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_a,graphics/3d/hats/female_hats.SUP,hat_western_a,graphics/3d/hats/textures/hat_western_a.png,graphics/3d/hats/textures/hat_western_a.png,TRUE,TRUE,
Worthy Hat,Hat,10,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_jazz_skin.png,graphics/3d/hats/on_skin_textures/hat_jazz_skin_f.png,graphics/3d/hats/hats.SUP,hat_jazz,graphics/3d/hats/female_hats.SUP,hat_jazz,graphics/3d/hats/textures/hat_jazz.png,graphics/3d/hats/textures/hat_jazz.png,TRUE,TRUE,
Boosted Hat,Hat,15,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_jazz_skin.png,graphics/3d/hats/on_skin_textures/hat_jazz_skin_f.png,graphics/3d/hats/hats.SUP,hat_jazz,graphics/3d/hats/female_hats.SUP,hat_jazz,graphics/3d/hats/textures/hat_jazz.png,graphics/3d/hats/textures/hat_jazz.png,TRUE,TRUE,
Good Hat,Hat,20,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_jazz_skin.png,graphics/3d/hats/on_skin_textures/hat_jazz_skin_f.png,graphics/3d/hats/hats.SUP,hat_jazz,graphics/3d/hats/female_hats.SUP,hat_jazz,graphics/3d/hats/textures/hat_jazz.png,graphics/3d/hats/textures/hat_jazz.png,TRUE,TRUE,
Genuine Stetson,Stetson,8,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_western_b_skin.png,graphics/3d/hats/on_skin_textures/hat_western_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_b,graphics/3d/hats/female_hats.SUP,hat_western_b,graphics/3d/hats/textures/hat_western_b.png,graphics/3d/hats/textures/hat_western_b.png,TRUE,TRUE,
Special Stetson,Stetson,10,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_western_b_skin.png,graphics/3d/hats/on_skin_textures/hat_western_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_b,graphics/3d/hats/female_hats.SUP,hat_western_b,graphics/3d/hats/textures/hat_western_b.png,graphics/3d/hats/textures/hat_western_b.png,TRUE,TRUE,
Elegant Stetson,Stetson,13,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_western_b_skin.png,graphics/3d/hats/on_skin_textures/hat_western_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_b,graphics/3d/hats/female_hats.SUP,hat_western_b,graphics/3d/hats/textures/hat_western_b.png,graphics/3d/hats/textures/hat_western_b.png,TRUE,TRUE,
Great Stetson,Stetson,15,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_western_c_skin.png,graphics/3d/hats/on_skin_textures/hat_western_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_c,graphics/3d/hats/female_hats.SUP,hat_western_c,graphics/3d/hats/textures/hat_western_c.png,graphics/3d/hats/textures/hat_western_c.png,TRUE,TRUE,
Cool Stetson,Stetson,18,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_western_c_skin.png,graphics/3d/hats/on_skin_textures/hat_western_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_c,graphics/3d/hats/female_hats.SUP,hat_western_c,graphics/3d/hats/textures/hat_western_c.png,graphics/3d/hats/textures/hat_western_c.png,TRUE,TRUE,
Good Stetson,Stetson,20,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_western_c_skin.png,graphics/3d/hats/on_skin_textures/hat_western_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_c,graphics/3d/hats/female_hats.SUP,hat_western_c,graphics/3d/hats/textures/hat_western_c.png,graphics/3d/hats/textures/hat_western_c.png,TRUE,TRUE,
Fine Stetson,Stetson,22,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_western_c_skin.png,graphics/3d/hats/on_skin_textures/hat_western_c_skin_f.png,graphics/3d/hats/hats.SUP,hat_western_c,graphics/3d/hats/female_hats.SUP,hat_western_c,graphics/3d/hats/textures/hat_western_c.png,graphics/3d/hats/textures/hat_western_c.png,TRUE,TRUE,
Popular Fedora Hat,Fedora Hat,14,Common,,,Small,graphics/3d/hats/on_skin_textures/hat_gangster_skin.png,graphics/3d/hats/on_skin_textures/hat_gangster_skin_f.png,graphics/3d/hats/hats.SUP,hat_gangster,graphics/3d/hats/female_hats.SUP,hat_gangster,graphics/3d/hats/textures/hat_gangster.png,graphics/3d/hats/textures/hat_gangster.png,TRUE,,
Common Fedora Hat,Fedora Hat,15,Common,,,Small,graphics/3d/hats/on_skin_textures/hat_gangster_skin.png,graphics/3d/hats/on_skin_textures/hat_gangster_skin_f.png,graphics/3d/hats/hats.SUP,hat_gangster,graphics/3d/hats/female_hats.SUP,hat_gangster,graphics/3d/hats/textures/hat_gangster.png,graphics/3d/hats/textures/hat_gangster.png,TRUE,,
Simple Fedora Hat,Fedora Hat,17,Common,,,Small,graphics/3d/hats/on_skin_textures/hat_gangster_skin.png,graphics/3d/hats/on_skin_textures/hat_gangster_skin_f.png,graphics/3d/hats/hats.SUP,hat_gangster,graphics/3d/hats/female_hats.SUP,hat_gangster,graphics/3d/hats/textures/hat_gangster.png,graphics/3d/hats/textures/hat_gangster.png,TRUE,,
Typical Fedora Hat,Fedora Hat,19,Common,,,Small,graphics/3d/hats/on_skin_textures/hat_gangster_skin.png,graphics/3d/hats/on_skin_textures/hat_gangster_skin_f.png,graphics/3d/hats/hats.SUP,hat_gangster,graphics/3d/hats/female_hats.SUP,hat_gangster,graphics/3d/hats/textures/hat_gangster.png,graphics/3d/hats/textures/hat_gangster.png,TRUE,,
Credible Sombrero,Sombrero,6,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_sombrero_skin.png,graphics/3d/hats/on_skin_textures/hat_sombrero_skin_f.png,graphics/3d/hats/hats.SUP,hat_sombrero,graphics/3d/hats/female_hats.SUP,hat_sombrero,graphics/3d/hats/textures/hat_sombrero.png,graphics/3d/hats/textures/hat_sombrero.png,TRUE,TRUE,
Street Wise Sombrero,Sombrero,8,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_sombrero_skin.png,graphics/3d/hats/on_skin_textures/hat_sombrero_skin_f.png,graphics/3d/hats/hats.SUP,hat_sombrero,graphics/3d/hats/female_hats.SUP,hat_sombrero,graphics/3d/hats/textures/hat_sombrero.png,graphics/3d/hats/textures/hat_sombrero.png,TRUE,TRUE,
Worthy Sombrero,Sombrero,10,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_sombrero_skin.png,graphics/3d/hats/on_skin_textures/hat_sombrero_skin_f.png,graphics/3d/hats/hats.SUP,hat_sombrero,graphics/3d/hats/female_hats.SUP,hat_sombrero,graphics/3d/hats/textures/hat_sombrero.png,graphics/3d/hats/textures/hat_sombrero.png,TRUE,TRUE,
Boosted Sombrero,Sombrero,12,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_sombrero_skin.png,graphics/3d/hats/on_skin_textures/hat_sombrero_skin_f.png,graphics/3d/hats/hats.SUP,hat_sombrero,graphics/3d/hats/female_hats.SUP,hat_sombrero,graphics/3d/hats/textures/hat_sombrero.png,graphics/3d/hats/textures/hat_sombrero.png,TRUE,TRUE,
Fine Felt Hat,Felt Hat,21,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_brimmed_a_skin.png,graphics/3d/hats/on_skin_textures/hat_brimmed_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_brimmed_a,graphics/3d/hats/female_hats.SUP,hat_brimmed_a,graphics/3d/hats/textures/hat_brimmed_a.png,graphics/3d/hats/textures/hat_brimmed_a.png,TRUE,TRUE,
Credible Felt Hat,Felt Hat,22,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_brimmed_a_skin.png,graphics/3d/hats/on_skin_textures/hat_brimmed_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_brimmed_a,graphics/3d/hats/female_hats.SUP,hat_brimmed_a,graphics/3d/hats/textures/hat_brimmed_a.png,graphics/3d/hats/textures/hat_brimmed_a.png,TRUE,TRUE,
Street Wise Felt Hat,Felt Hat,23,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_brimmed_a_skin.png,graphics/3d/hats/on_skin_textures/hat_brimmed_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_brimmed_a,graphics/3d/hats/female_hats.SUP,hat_brimmed_a,graphics/3d/hats/textures/hat_brimmed_a.png,graphics/3d/hats/textures/hat_brimmed_a.png,TRUE,TRUE,
Worthy Felt Hat,Felt Hat,24,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_brimmed_a_skin.png,graphics/3d/hats/on_skin_textures/hat_brimmed_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_brimmed_a,graphics/3d/hats/female_hats.SUP,hat_brimmed_a,graphics/3d/hats/textures/hat_brimmed_a.png,graphics/3d/hats/textures/hat_brimmed_a.png,TRUE,TRUE,
Worthy Ivy Cap,Ivy Cap,4,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_street_a_skin.png,graphics/3d/hats/on_skin_textures/hat_street_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_a,graphics/3d/hats/female_hats.SUP,hat_street_a,graphics/3d/hats/textures/hat_street_a.png,graphics/3d/hats/textures/hat_street_a.png,TRUE,TRUE,
Boosted Ivy Cap,Ivy Cap,5,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_street_a_skin.png,graphics/3d/hats/on_skin_textures/hat_street_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_a,graphics/3d/hats/female_hats.SUP,hat_street_a,graphics/3d/hats/textures/hat_street_a.png,graphics/3d/hats/textures/hat_street_a.png,TRUE,TRUE,
Acute Ivy Cap,Ivy Cap,6,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_street_a_skin.png,graphics/3d/hats/on_skin_textures/hat_street_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_a,graphics/3d/hats/female_hats.SUP,hat_street_a,graphics/3d/hats/textures/hat_street_a.png,graphics/3d/hats/textures/hat_street_a.png,TRUE,TRUE,
Genuine Ivy Cap,Ivy Cap,7,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_street_a_skin.png,graphics/3d/hats/on_skin_textures/hat_street_a_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_a,graphics/3d/hats/female_hats.SUP,hat_street_a,graphics/3d/hats/textures/hat_street_a.png,graphics/3d/hats/textures/hat_street_a.png,TRUE,TRUE,
Street Wise Reggae Hat,Reggae Hat,20,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_street_b_skin.png,graphics/3d/hats/on_skin_textures/hat_street_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_b,graphics/3d/hats/female_hats.SUP,hat_street_b,graphics/3d/hats/textures/hat_street_b.png,graphics/3d/hats/textures/hat_street_b.png,TRUE,TRUE,
Worthy Reggae Hat,Reggae Hat,21,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_street_b_skin.png,graphics/3d/hats/on_skin_textures/hat_street_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_b,graphics/3d/hats/female_hats.SUP,hat_street_b,graphics/3d/hats/textures/hat_street_b.png,graphics/3d/hats/textures/hat_street_b.png,TRUE,TRUE,
Boosted Reggae Hat,Reggae Hat,23,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_street_b_skin.png,graphics/3d/hats/on_skin_textures/hat_street_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_b,graphics/3d/hats/female_hats.SUP,hat_street_b,graphics/3d/hats/textures/hat_street_b.png,graphics/3d/hats/textures/hat_street_b.png,TRUE,TRUE,
Acute Reggae Hat,Reggae Hat,24,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_street_b_skin.png,graphics/3d/hats/on_skin_textures/hat_street_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_street_b,graphics/3d/hats/female_hats.SUP,hat_street_b,graphics/3d/hats/textures/hat_street_b.png,graphics/3d/hats/textures/hat_street_b.png,TRUE,TRUE,
Credible Star Cap,Star Cap,3,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_cap_b_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b.png,graphics/3d/hats/textures/hat_cap_b.png,TRUE,TRUE,
Street Wise Star Cap,Star Cap,4,Uncommon,,,Small,graphics/3d/hats/on_skin_textures/hat_cap_b_skin.png,graphics/3d/hats/on_skin_textures/hat_cap_b_skin_f.png,graphics/3d/hats/hats.SUP,hat_cap_b,graphics/3d/hats/female_hats.SUP,hat_cap_b,graphics/3d/hats/textures/hat_cap_b.png,graphics/3d/hats/textures/hat_cap_b.png,TRUE,TRUE,
